contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gemeentehuis Exloo,1681::SB1,7875 AD,1377,846,3,4,0,0,0,771,82,0,0,0,0,0,0,853,141,203,67,79,75,85,25,46,29,2,70,24
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Paasbergen Odoorn,1681::SB2,7873 BE,1523,866,5,1,0,1,0,796,77,0,0,0,1,0,0,873,150,189,72,73,98,80,24,29,35,0,91,25
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Ons Dorpshuis Valthe,1681::SB3,7872 P,1036,596,0,2,0,0,0,555,44,0,1,0,1,0,0,599,108,90,55,58,76,68,24,27,26,6,42,16
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Oes Hokkie Klijndijk,1681::SB4,7871 PA,622,298,0,0,0,0,0,274,24,0,0,0,0,0,0,298,67,32,23,31,34,23,8,10,12,0,46,12
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis Odoornerveen,1681::SB5,7874 TD ,469,232,2,0,0,0,0,213,21,0,0,0,0,0,0,234,22,65,39,11,18,28,2,20,7,0,14,6
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Badde 1e Exloërmond,1681::SB6,9573 PC,309,164,0,0,0,0,0,154,10,0,0,0,0,0,0,164,11,18,32,24,15,7,12,3,11,5,24,2
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Horecacentrum Spa 2e Exloërmond,1681::SB7,9571 BM,870,389,1,3,0,0,0,361,32,0,0,0,0,0,0,393,40,27,44,87,40,14,33,2,32,7,59,4
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Hunsowhal 2e Exloërmond,1681::SB8,9571 BB,1039,538,1,8,0,0,0,445,102,0,0,0,0,0,0,547,94,27,35,117,71,7,45,4,14,7,102,15
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Wenakker Valthermond,1681::SB9,7876 HP,1454,462,2,2,0,0,0,420,46,0,0,0,0,0,0,466,51,41,65,104,66,28,28,7,23,6,32,11
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau,1681::SB10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau ""t Brughuus Valthermond",1681::SB11,7876 GJ,1447,708,0,2,0,0,0,638,78,0,6,0,6,0,0,716,109,52,75,152,93,30,64,15,39,1,56,22
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau,1681::SB12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Cultuurpodium Van Slag Borger,1681::SB13,9531 AG,1429,689,0,2,0,0,1,633,57,0,0,0,0,0,0,691,131,120,82,44,80,70,27,41,28,3,53,10
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFA Het Hunzehuys Borger,1681::SB14,9531 CH,1345,919,1,3,0,0,0,849,74,0,0,0,0,0,0,923,194,149,122,79,98,86,24,44,34,2,70,17
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Borgerhof Borger,1681::SB15,9531 HL,1100,595,3,4,0,0,0,565,37,0,0,0,0,0,0,602,146,101,92,40,50,62,17,17,22,0,35,13
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Hotel Restaurant Hartlief Buinen,1681::SB16,9528 PC,647,347,0,0,0,0,0,320,27,0,0,0,0,0,0,347,28,80,41,38,51,37,0,16,15,1,27,13
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Meester Hekman Hoes Drouwen,1681::SB17,9533 PL,561,325,0,2,0,0,0,295,31,0,0,1,0,0,0,326,44,97,13,21,41,33,3,22,15,1,26,9
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Mandelieg Hoes Ees,1681::SB18,9536 PN,541,329,2,0,0,0,0,290,41,0,0,0,0,0,0,331,38,71,66,28,21,37,13,11,20,1,14,9
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis Buinerveen,1681::SB19,9524 PA,844,386,3,2,0,0,0,357,34,0,0,0,0,0,0,391,54,35,27,89,35,29,10,13,42,0,42,10
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Verenigingsgebouw Het Tussendiep Nieuw-Buinen,1681::SB20,9521 CB,886,394,0,1,0,0,0,364,31,0,0,0,0,0,0,395,47,24,69,112,33,11,27,10,21,2,32,6
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau,1681::SB21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau MFA De Noorderbreedte Nieuw-Buinen,1681::SB22,9521 BC,2390,1208,2,3,0,0,0,1095,118,0,0,0,0,0,0,1213,167,54,184,236,214,52,75,22,75,16,91,22
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Assekolke Drouwenermond,1681::SB23,9523 TA,439,239,1,1,0,0,0,218,23,0,0,0,0,0,0,241,33,19,36,69,21,16,9,3,11,0,16,6
,Borger-Odoorn,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Dorpshuis Drouwenerveen,1681::SB24,9525 TE,204,129,0,1,0,0,0,117,13,0,0,0,0,0,0,130,14,30,16,15,9,9,1,3,8,0,20,4
