contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stadhuis,0141::SB1,7607 EK,1355,823,0,5,0,1,3,759,67,0,0,0,1,0,0,829,102,118,109,76,128,111,26,62,2,24,30,35
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau MFA Centrum 't Dok,0141::SB2,7607 WC,1731,611,0,2,0,0,0,545,68,0,0,0,0,0,0,613,91,88,70,123,77,66,12,22,3,23,9,27
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verzorgingshuis De Hofkamp,0141::SB3,7607 ZC,1655,883,1,2,0,0,0,814,73,0,0,0,1,0,0,887,161,113,130,99,87,139,28,42,8,30,33,13
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Serviceflat De Swanehof,0141::SB4,7607 GC,1863,699,2,1,0,0,0,635,67,0,0,0,0,0,0,702,64,87,56,113,149,85,36,28,4,35,17,25
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verzorgingshuis De Koppel,0141::SB5,7601 BK,1492,445,0,2,0,0,0,406,41,0,0,0,0,0,0,447,54,61,22,121,82,39,9,10,1,21,12,13
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dienstencentrum De Riet,0141::SB6,7601 CR,1304,339,0,3,0,0,0,313,29,0,0,0,0,0,0,342,30,58,9,102,74,25,16,6,0,11,2,6
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum De Schöppe,0141::SB7,7601 EJ,1826,683,0,1,0,0,0,622,62,0,0,0,0,0,0,684,85,124,39,114,133,54,21,27,5,34,25,22
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau RK Basisschool De Triangel,0141::SB8,7602 XZ,1195,574,2,1,0,1,1,519,58,0,0,0,1,0,0,578,110,61,86,68,70,68,43,19,5,17,14,13
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Clubgebouw v.v. Luctor et Emergo,0141::SB9,7602 AM,1129,475,0,1,0,0,0,434,42,0,0,0,0,0,0,476,87,52,63,60,82,39,13,21,3,24,14,17
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Carint Reggeland (Eugeria),0141::SB10,7602 AA,1290,708,0,3,0,1,0,651,61,0,0,0,1,0,0,712,137,84,157,37,52,106,33,44,3,24,12,19
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum De Trefhoek,0141::SB11,7603 AD,4218,1562,2,2,0,1,0,1400,167,0,0,0,1,0,0,1567,338,168,225,273,156,175,64,29,7,50,31,46
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau MFA Eninver,0141::SB14,7604 EH,2590,951,7,15,0,0,0,874,99,0,0,0,0,0,0,973,140,163,98,135,159,84,59,24,7,37,23,22
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Hoog Schuilenburg,0141::SB15,7604 GC,1684,745,1,9,0,0,0,684,71,0,0,0,0,0,0,755,127,112,64,100,103,68,60,23,6,30,35,17
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kunstmagneetschool,0141::SB16,7606 TW,1529,491,3,4,0,0,0,425,73,0,0,0,0,0,0,498,59,73,49,92,78,72,18,15,1,13,12,9
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau OBS De Hagedoorn,0141::SB17,7605 EG,1363,285,2,4,1,0,0,248,42,0,0,1,0,0,0,290,20,46,7,90,54,19,15,6,0,13,10,5
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cafe-zaal Het Zuiden,0141::SB18,7606 BM,1209,333,1,1,0,0,0,309,26,0,0,0,0,0,0,335,38,48,17,86,72,19,17,5,0,10,12,9
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Pniëlkerk,0141::SB20,7606 GX,2858,815,5,13,0,0,0,742,91,0,0,0,0,0,0,833,115,153,38,154,132,88,33,28,8,25,26,15
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Jan Tooropstraat,0141::SB21,7606 JS,1300,516,1,2,0,0,0,469,50,0,0,0,0,0,0,519,91,64,94,65,55,71,16,14,5,17,17,7
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum De Schelf,0141::SB22,7608 KH,3457,1620,1,2,0,0,0,1463,160,0,0,0,0,0,0,1623,266,181,118,282,317,145,109,55,11,57,49,30
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau O.B.S. De Tandem (Havezathe),0141::SB24,7608 CL,3511,1406,3,5,0,0,0,1253,161,0,0,0,0,0,0,1414,272,178,119,232,195,147,65,53,8,61,35,41
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verzorgingstehuis Huize Friso,0141::SB26,7608 RM,1773,849,1,5,0,0,0,762,93,0,0,0,0,0,0,855,224,96,129,96,95,85,24,23,5,35,19,18
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau P.C. Basisschool De Huve,0141::SB28,7609 GP,3252,1221,8,7,0,0,0,1082,154,0,0,0,0,0,0,1236,162,123,113,215,215,115,89,63,19,52,25,30
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Möll'nwiek,0141::SB29,7609 LA,3167,1104,7,5,0,0,0,980,136,0,0,0,0,0,0,1116,129,147,127,119,161,173,87,51,8,55,30,17
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool de Mare,0141::SB31,7609 VK,1623,896,2,0,0,0,0,812,86,0,0,0,0,0,0,898,108,113,167,130,98,126,32,22,11,41,24,24
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gemeenschapscentrum 't Aahoes,0141::SB32,7611 BD,1183,599,1,1,0,0,0,547,54,0,0,0,0,0,0,601,104,67,87,75,69,66,28,18,18,33,22,12
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verzorgingstehuis Trivium,0141::SB33,7627 NT,1423,730,1,0,0,0,0,615,116,0,0,0,0,0,0,731,372,31,111,87,29,55,2,9,1,14,12,7
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau AOC Oost,0141::SB34,7609 PH,1810,796,1,0,0,0,0,683,114,0,0,0,0,0,0,797,85,109,156,121,85,109,43,32,8,19,10,19
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Pinkstergemeente ""De Banier""",0141::SB35,7607 NG,1332,755,3,0,0,0,0,648,110,0,0,0,0,0,0,758,138,72,196,54,59,98,50,27,10,18,12,21
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Meulenbelt-ZGT-ZGT,0141::SB36,,0,121,2,0,0,0,0,105,18,0,0,0,0,0,0,123,30,15,8,11,16,22,8,4,0,4,3,0
,Almelo,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau The Coffee Central,0141::SB37,7607 GD,0,159,1,0,0,0,1,139,20,0,0,0,0,0,0,160,22,24,16,15,25,26,9,12,0,2,5,3
