contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis 1,1892::SB1,2914 KM,1515,1288,1,2,0,0,0,1137,154,0,0,0,0,0,0,1291,243,124,146,145,142,149,42,124,59,42,57,4,4,6,1
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis 2,1892::SB2,2914 KM,2440,1072,2,1,0,0,0,945,130,0,0,0,0,0,0,1075,193,95,122,121,139,147,33,78,41,47,47,5,2,1,1
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Comenius College,1892::SB3,2914 PN,3392,1278,2,5,0,4,0,1103,186,0,0,0,4,0,0,1289,330,97,137,144,129,135,40,85,87,45,43,0,2,4,0
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Brede School Esse Zoom,1892::SB4,2911 CV,3312,1377,3,1,0,0,0,1168,213,0,0,0,0,0,0,1381,416,109,147,150,87,175,36,86,93,35,36,0,1,3,3
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hervormde Kerk De Bron,1892::SB5,2914 VJ,1569,1047,2,4,0,0,0,949,104,0,0,0,0,0,0,1053,203,85,120,129,118,133,35,69,35,66,39,4,3,7,1
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum De Meander,1892::SB6,2912 PA,2379,1538,3,11,0,0,0,1396,156,0,0,0,0,0,0,1552,260,120,154,291,156,146,31,138,109,79,43,4,0,6,1
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Brandweerkazerne Nieuwerkerk a/d IJ,1892::SB7,2912 AL,1897,870,0,3,0,0,0,766,107,0,0,0,0,0,0,873,210,62,88,136,58,76,17,101,71,20,24,3,1,3,0
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpshuis Swanla Catgeszaal,1892::SB11,2761 BJ,2590,1079,5,2,0,0,0,950,136,0,0,0,0,0,0,1086,257,87,159,134,69,108,19,73,98,36,27,4,4,1,3
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Drive in,1892::SB12,2761 JL,0,270,2,0,0,0,2,227,43,0,0,0,0,0,0,272,73,11,31,37,15,35,5,10,41,4,7,0,0,1,0
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hervormd Centrum,1892::SB13,2761 AJ,2334,1091,4,2,0,0,2,989,106,0,0,0,0,0,0,1097,229,95,116,177,109,125,38,84,23,44,37,5,1,8,0
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkgebouw  De Vierkap,1892::SB14,2761 DT,373,193,0,0,0,0,2,170,21,0,0,0,0,0,0,193,56,10,18,40,14,21,2,11,2,11,6,1,0,0,1
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum  Beth-San,1892::SB21,2751 EE,1462,980,1,3,0,0,0,831,153,0,0,0,0,0,0,984,110,34,40,74,38,45,12,123,474,10,17,0,2,1,0
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpshuis  Op Moer,1892::SB22,2751 AW,1463,876,1,1,0,0,0,765,112,0,0,1,0,1,0,877,113,31,111,82,37,41,10,104,305,22,15,3,1,1,0
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Openbare basisschool De Achtbaan,1892::SB31,2841 SP,2352,1085,0,0,0,1,3,952,129,0,0,1,0,0,0,1084,222,94,139,143,129,110,40,58,73,31,39,3,1,2,1
Leiden,Zuidplas,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zwembad de Zuidplas,1892::SB32,2841 EB,2047,976,3,3,0,0,0,872,110,0,0,0,0,0,0,982,166,83,143,112,112,87,28,76,102,28,34,1,0,4,0
