contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Kinderdagcentrum Nifterlake,0362::SB1,1181 CD,1405,905,3,1,0,1,0,803,108,0,1,0,2,0,0,911,233,104,46,252,55,47,90,36,3,10,17,5,0,2,5
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Go Centrum,0362::SB2,1181 HV,1473,643,1,5,0,0,0,600,49,0,0,0,0,0,0,649,179,72,63,119,48,62,30,22,6,14,15,2,0,2,9
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Fysiotherapie Karel Muns,0362::SB3,1181 XM,1126,651,0,0,0,1,0,582,68,0,0,1,0,0,0,650,200,66,36,146,38,36,59,19,4,21,12,3,1,5,5
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Groepswonen De Bietelaar,0362::SB4,1181 XH,1294,487,1,0,0,0,0,443,45,0,0,0,0,0,0,488,131,54,47,93,35,47,20,17,13,13,6,5,0,2,4
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Woonzorgcentrum Nieuw Vredeveld,0362::SB5,1181 HD,1434,1142,7,4,0,4,0,1057,100,0,0,0,4,0,0,1157,330,117,82,225,65,110,72,37,16,34,36,5,0,7,6
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gebouw Joulz,0362::SB6,1186 ZV,1587,525,0,1,1,0,0,460,65,0,0,1,0,0,0,525,129,77,46,97,37,36,41,16,5,15,20,2,0,2,2
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum 't Open Hof,0362::SB7,1181 NC,1611,877,0,5,0,0,0,798,84,0,0,0,0,0,0,882,188,109,79,164,84,67,56,52,16,34,20,1,0,1,6
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Roelof Venemaschool dependance,0362::SB8,1182 GW,1249,753,1,5,0,0,2,660,96,0,0,1,0,0,1,758,227,72,51,166,50,47,65,33,2,12,12,5,1,5,5
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt Pluspunt,0362::SB9,1182 GC,989,637,0,0,0,1,0,574,64,0,0,0,1,0,0,638,107,55,76,92,91,74,39,31,29,15,16,3,1,3,5
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Raadhuis 1,0362::SB10,1182 JR,1380,577,0,2,0,0,0,511,68,0,0,0,0,0,0,579,159,76,25,117,38,48,42,27,5,13,17,2,0,1,7
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum 't Huis aan de Poel,0362::SB11,1185 SE,1662,796,1,4,0,2,0,724,79,0,0,0,2,0,0,803,170,80,93,116,95,79,49,25,19,36,23,4,0,4,3
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Woonzorgcentrum De Luwte,0362::SB12,1185 XJ,1502,743,2,1,0,1,0,701,46,0,0,0,1,0,0,747,210,65,86,100,60,86,30,29,15,27,25,4,0,2,4
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Paaskerk,0362::SB13,1185 CN,1802,797,4,1,0,0,0,746,57,0,1,0,1,0,0,803,125,84,96,111,119,79,35,36,21,32,44,1,4,4,6
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Rode Kruis gebouw,0362::SB14,1185 HH,1492,820,0,3,0,0,0,744,80,0,1,0,1,0,0,824,180,98,88,146,68,51,62,33,15,33,22,5,10,6,3
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Noorddamcentrum,0362::SB15,1187 CM,1361,686,4,1,0,1,1,617,74,0,0,0,1,0,0,692,168,72,76,90,52,80,38,25,13,35,21,2,1,7,6
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Brasserie Paardenburg,0362::SB16,1184 TZ,682,293,0,1,0,0,1,257,36,0,0,0,0,0,0,294,80,20,14,57,12,39,17,17,3,10,16,6,0,1,1
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis De Nesse,0362::SB17,1189 WD,570,394,0,0,0,0,1,351,42,0,0,0,0,0,0,394,87,48,37,53,22,68,39,16,2,6,6,6,0,2,2
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Cultuurcentrum Griffioen,0362::SB18,1183 AM,1873,1095,8,4,0,0,0,1090,17,0,0,0,0,0,0,1107,158,141,21,307,78,45,207,66,0,2,19,17,1,3,30
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Woon en Leefgemeenschap Middenhof 2,0362::SB19,1188 KD,1301,795,1,5,0,0,0,725,76,0,0,0,0,0,0,801,184,91,103,149,60,57,41,30,14,37,17,5,0,3,4
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Schooltuinen Bankrasflora,0362::SB20,1183 BA,2119,857,2,3,0,0,0,793,69,0,0,0,0,0,0,862,154,101,80,147,86,67,79,43,14,32,36,2,0,4,12
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Alleman,0362::SB21,1183 JM,1539,1326,10,4,0,0,2,1233,105,0,0,0,0,0,0,1340,306,163,115,229,129,115,70,58,21,48,45,4,1,11,11
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Klaasje Zevenster,0362::SB22,1183 NK,1871,904,5,7,0,0,0,825,91,0,0,0,0,0,0,916,158,97,116,133,92,84,52,41,24,46,30,5,0,9,17
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau k.b.s. De Overloop,0362::SB23,1187 SM,1911,873,1,3,0,0,0,766,111,0,0,0,0,0,0,877,314,58,87,168,41,80,28,28,8,20,17,2,1,12,9
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Het Zonnehuis Amstelveen,0362::SB24,1186 AA,1968,697,4,2,0,0,0,642,61,0,0,0,0,0,0,703,133,90,89,103,83,79,18,25,20,25,26,2,0,2,2
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum de Bolder,0362::SB25,1186 EX,1574,1331,5,2,0,1,0,1232,108,0,1,0,2,0,0,1340,302,158,130,206,141,128,55,57,49,43,39,8,2,4,9
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Serviceflat De Seine,0362::SB26,1186 NR,1871,897,3,4,0,0,1,841,62,0,0,0,0,0,0,904,180,97,170,105,81,98,38,33,24,26,31,1,3,5,5
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gebouw Goedereede,0362::SB27,1186 TJ,1752,1126,2,4,0,8,0,1040,100,0,0,0,8,0,0,1140,231,107,140,163,140,114,59,51,18,44,38,4,1,9,7
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Vereniging Historisch Amstelveen,0362::SB28,1188 BZ,1545,650,1,4,0,0,1,600,54,0,0,0,0,0,0,655,89,72,78,120,88,46,40,24,12,31,27,8,0,8,7
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Ontmoetingscentrum De Meent,0362::SB29,1188 AM,1452,851,3,3,0,3,0,785,75,0,0,0,3,0,0,860,151,99,109,122,101,52,53,42,24,55,20,7,0,7,9
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Woon en Leefgemeenschap Middenhof 1,0362::SB30,1188 KD,1896,901,6,5,0,1,1,813,99,0,0,0,1,0,0,913,187,90,103,161,88,87,44,42,17,39,26,3,1,2,11
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt Dignahof 2,0362::SB31,1187 LN,1321,761,1,2,0,1,0,689,74,0,0,1,0,0,0,763,180,73,85,125,66,75,36,30,15,38,18,7,1,8,4
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Verpleeghuis Het Zonnehuis Westwijk,0362::SB32,1187 EL,1961,1060,3,3,0,0,0,937,129,0,0,0,0,0,0,1066,337,82,124,208,65,88,43,36,8,22,18,7,2,10,10
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijksteunpunt Dignahof 1,0362::SB33,1187 LN,1813,764,5,5,0,0,0,702,72,0,0,0,0,0,0,774,166,66,109,128,63,75,38,29,17,28,26,6,0,6,7
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau o.b.s. De Westwijzer,0362::SB34,1187 ZS,1830,772,3,5,0,0,0,685,95,0,0,0,0,0,0,780,207,56,87,131,56,79,37,36,12,17,28,5,3,7,11
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Boekhandel Venstra,0362::SB35,1181 ZM,1412,971,1,2,0,1,1,886,89,0,1,0,2,0,0,976,254,104,86,197,70,89,66,37,10,20,16,5,0,4,13
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Kruiskerk,0362::SB36,1181 RB,1559,978,0,2,0,0,0,849,131,0,0,0,0,0,0,980,323,95,29,273,47,61,66,38,6,15,15,5,0,2,3
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Brede School Karelrijk,0362::SB37,1187 DA,1620,637,9,1,0,1,0,556,92,0,0,0,1,0,0,648,233,53,49,107,29,58,44,15,1,14,16,6,6,0,6
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gymzaal Oostelijk Halfrond,0362::SB38,1183 EZ,1370,436,0,0,0,0,0,388,48,0,0,0,0,0,0,436,84,59,46,67,39,39,49,20,6,5,14,2,0,3,3
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Raadhuis 2,0362::SB39,1182 JR,295,532,1,4,0,0,0,479,58,0,0,0,0,0,0,537,145,55,36,104,44,49,34,14,9,9,23,1,0,5,4
Haarlem,Amstelveen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Villa Randwijck,0362::SB40,1181 DC,1187,724,2,0,0,1,1,665,61,0,0,0,1,0,0,727,178,91,32,186,42,50,58,34,10,11,20,2,0,2,8
