contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0798::SB1,5081CA,1383,861,3,4,0,0,0,780,88,0,0,0,0,0,0,868,167,186,55,133,66,113,45,30,37,12,0,13,0,4,0
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Hotel Brabant,0798::SB2,5081AG,1213,490,4,1,0,0,0,442,53,0,0,0,0,0,0,495,112,73,60,77,45,68,17,17,9,2,0,6,0,4,0
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Clossenborgh,0798::SB3,5081JV,1204,556,2,2,0,0,1,516,43,0,0,0,0,0,0,560,125,168,41,63,38,48,20,14,13,3,0,15,2,6,0
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Cafe-Zaal Schuttershof,0798::SB4,5085EG,912,411,1,0,0,1,0,365,46,0,0,1,0,0,0,411,94,106,31,40,36,37,11,20,19,1,0,10,1,4,1
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpsgebouw 't Gebint,0798::SB5,5084HG,703,344,0,0,0,0,0,311,33,0,0,0,0,0,0,344,62,121,25,38,20,28,17,7,16,0,0,8,1,1,0
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Starrebos,0798::SB6,5081VH,1499,801,0,1,0,1,0,739,62,0,0,1,0,0,0,801,116,178,65,122,83,97,44,35,25,6,0,24,0,4,2
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool de Doelakkers,0798::SB7,5081XM,1393,651,0,1,0,0,0,584,68,0,0,0,0,0,0,652,124,68,67,123,52,117,32,29,23,1,0,12,0,1,2
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Restaria de Zwaan,0798::SB8,5087BA,1370,617,2,3,0,0,0,560,62,0,0,0,0,0,0,622,122,196,37,102,36,63,13,23,16,2,0,6,0,1,0
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zaal Den Horst,0798::SB9,5089NK,663,327,0,3,0,0,1,287,42,0,0,0,0,0,0,330,56,127,24,38,22,24,10,10,9,1,0,6,0,0,0
Tilburg,Hilvarenbeek,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Partycentrum Hercules,0798::SB10,5087BJ,1498,732,0,0,1,0,0,654,77,0,0,1,0,0,0,731,114,236,83,86,41,71,25,35,19,0,0,19,0,3,0
