contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis te Elst,1734::SB1,6661 EH,1389,1062,5,2,0,12,1,976,104,0,0,0,12,0,0,1081,169,86,209,95,137,157,59,25,12,38,46,0,1,2,16,0,7,3,0
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportcentrum de Helster,1734::SB2,6661 AW,1459,762,0,2,0,2,2,687,73,0,0,2,0,0,0,762,159,70,153,52,110,129,29,11,3,9,22,0,0,2,6,1,2,3,1
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Overbetuwe College,1734::SB3,6661 ZR,1564,503,2,5,0,0,0,472,39,0,0,0,1,0,0,511,54,46,72,78,101,58,11,13,10,20,27,0,2,0,5,4,2,0,0
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ontmoetingsruimte 1 Gymzaal,1734::SB4,6662 DV,2780,1275,4,0,0,1,0,1120,160,0,0,0,1,0,0,1280,199,154,180,99,177,248,72,33,4,24,53,1,2,0,19,3,4,2,1
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verzorgingscentrum Tertzio,1734::SB5,6661 CP,1377,740,2,2,0,0,2,649,93,0,0,0,0,0,0,744,169,53,173,50,55,119,37,15,3,22,21,1,0,1,17,2,1,1,0
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Brede School ""de Kersentuin""",1734::SB6,6662 VH,2008,1010,2,1,0,0,0,908,104,0,0,0,0,0,0,1012,197,112,117,60,118,208,73,28,4,25,34,2,2,0,21,2,5,1,1
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Onder de Toren,1734::SB7,6661 DA,1560,479,2,1,0,0,0,429,53,0,0,0,0,0,0,482,91,44,93,29,45,91,34,10,4,12,13,0,0,0,5,1,7,0,0
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Het Westeraam,1734::SB8,6661 TZ,1767,632,2,4,0,3,1,557,83,0,0,0,3,0,0,641,97,58,93,50,92,129,32,13,4,26,12,3,1,0,9,1,7,4,1
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Zorgcentrum Liefkenshoek, Heteren",1734::SB9,6666 BR,1787,814,0,2,0,1,0,740,75,0,0,1,0,0,0,815,120,78,162,106,83,92,34,55,27,19,21,2,0,1,6,0,3,3,2
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zalencentrum De Bongerd,1734::SB10,6666 CR,2011,1007,1,6,0,2,0,918,97,0,0,0,1,0,0,1015,201,83,173,100,104,137,39,59,21,35,26,1,0,2,10,2,6,6,2
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Cunerahof, Driel",1734::SB11,6665 CS,1930,959,2,2,0,1,1,863,100,0,0,0,1,0,0,964,142,75,182,177,102,108,34,24,4,28,62,1,1,0,10,2,5,1,1
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau RKSV Driel,1734::SB12,6665 CB,1291,366,0,0,0,5,0,320,51,0,0,0,5,0,0,371,78,36,62,45,19,48,19,12,2,12,16,0,2,0,7,2,4,1,1
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis Randwijks Hof,1734::SB13,6668 AS,1057,613,0,2,0,0,0,537,77,0,0,1,0,0,0,614,62,30,103,42,36,56,31,89,117,28,4,0,2,0,9,0,4,0,0
Arnhem,Overbetuwe,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis te Andelst,1734::SB14,6673 BT,1746,737,1,0,0,0,0,666,72,0,0,0,0,0,0,738,135,42,195,76,56,65,17,30,55,21,22,1,2,2,8,3,4,3,0
