contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cultureel Centrum Stroud,0273::SB1,3881 BP,1356,1234,4,2,0,0,0,1116,124,0,0,0,0,0,0,1240,273,46,268,105,45,84,13,185,148,30,21,6,4,0,2,1,3,0,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Andreaskerk,0273::SB2,3881 SH,1542,813,1,1,0,0,0,733,82,0,0,0,0,0,0,815,144,32,180,81,32,39,12,127,109,31,16,2,0,0,1,3,3,1,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum Elim,0273::SB3,3882 AL,1364,601,0,4,0,0,0,549,56,0,0,0,0,0,0,605,69,27,151,67,26,15,7,105,107,5,18,0,0,0,0,2,1,0,1
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis,0273::SB4,3881 BZ,1347,971,1,3,0,0,0,854,121,0,0,0,0,0,0,975,135,40,221,75,37,53,14,196,156,15,19,0,3,0,2,0,0,5,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Zuiderkerk,0273::SB5,3882 LJ,1556,864,1,2,0,10,0,753,104,0,0,10,0,0,0,857,153,19,196,79,25,39,6,115,202,8,13,0,0,0,4,1,2,1,1
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verenigingsgebouw Stenenkamer,0273::SB6,3882 RC,1351,812,0,1,0,0,0,700,113,0,0,0,0,0,0,813,71,13,279,44,6,11,6,119,232,9,13,0,0,0,4,0,4,1,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School Schovenhorst,0273::SB7,3881 NC,860,352,0,0,0,0,0,303,49,0,0,0,0,0,0,352,79,19,53,60,11,28,14,29,26,13,10,0,2,0,2,5,0,1,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Jeugdlokaal De Korenschoof,0273::SB8,3881 XR,1542,989,4,2,0,0,0,900,95,0,0,0,0,0,0,995,107,45,210,127,54,48,11,206,135,20,18,0,2,0,1,2,2,0,1
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum De Schauw,0273::SB9,3882 AL,1501,1018,3,1,0,0,0,924,98,0,0,0,0,0,0,1022,105,40,211,90,66,64,23,225,129,14,42,2,0,0,0,1,5,1,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Wegwijzer,0273::SB10,3882 XE,1465,745,1,1,0,0,0,667,80,0,0,0,0,0,0,747,121,25,129,77,40,35,13,139,124,16,15,0,2,1,2,0,5,1,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Pelikaan,0273::SB11,3882 GN,1476,577,3,0,0,0,0,526,54,0,0,0,0,0,0,580,94,19,138,75,32,23,12,99,56,8,9,2,3,4,0,2,0,1,0
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau School De Schuilplaats,0273::SB12,3882 HH,1474,1052,2,1,0,0,0,939,116,0,0,0,0,0,0,1055,194,28,217,92,31,47,14,238,147,11,9,4,1,3,2,2,5,5,2
Arnhem,Putten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Woonzorgcentrum De Samaritaan,0273::SB13,3882 HS,1585,474,2,2,0,0,0,416,62,0,0,0,0,0,0,478,65,6,84,19,23,25,9,104,122,7,4,0,0,0,1,0,5,0,0
