contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Verzorgingscentrum ""de Hullen""",1699::SB1,9301 HW,1346,765,3,0,0,0,0,716,54,0,0,0,2,0,0,770,144,138,112,55,73,99,25,48,42,2,16,11
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gemeentehuis,1699::SB2,9301 AA,1743,1168,5,2,0,0,0,1077,101,0,0,0,3,0,0,1178,172,247,169,110,81,136,59,98,51,3,27,15
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Fletcher Hotel Langewold,1699::SB3,9301 NR,1467,880,6,0,0,0,0,829,58,0,0,0,1,0,0,887,148,115,126,103,111,82,67,44,51,8,9,16
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Mennozaal, Doopsgezinde Gemeente",1699::SB4,9301 AX,1576,691,1,3,0,0,0,639,55,0,0,1,0,0,0,694,148,90,105,85,65,61,46,20,45,5,10,11
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Gereformeerde kerk,1699::SB5,9301 SJ,1207,549,2,0,0,0,0,513,38,0,0,0,0,0,0,551,89,65,66,53,70,60,70,29,27,5,4,11
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Obs ""het Valkhof""",1699::SB6,9301 SP,1217,818,2,1,0,0,0,778,45,0,0,0,2,0,0,823,152,117,82,58,107,115,62,73,25,3,14,10
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau dienstencentrum ""Geerties Hoes""",1699::SB7,9302 DC,1328,734,6,3,0,0,0,685,58,0,0,0,0,0,0,743,128,123,114,37,64,110,58,58,19,0,17,6
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau 't Dörpshuus ""NijRoon""",1699::SB8,9311 PB,1439,916,2,3,0,0,0,837,85,0,0,0,1,0,0,922,174,119,99,80,144,102,49,72,41,5,17,14
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau Obs ""De Poolster""",1699::SB9,9311 VA,1608,575,0,1,0,0,0,531,46,0,0,0,1,0,0,577,93,83,55,74,64,65,44,56,22,2,8,9
,Noordenveld,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,"Stembureau cafe ""het Rode Hert""",1699::SB10,9315 PB,620,385,4,1,0,0,0,345,45,0,0,0,0,0,0,390,84,86,36,24,23,55,2,39,13,2,13,8
