contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verzorgingstehuis Gudula,0262::SB1,7241 AR,1557,776,10,2,0,0,0,718,70,0,0,0,0,0,0,788,196,102,95,34,108,113,48,12,2,27,23,1,0,0,11,1,1,2,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeentehuis Lochem,0262::SB2,7241 CR,1074,463,2,3,0,0,0,426,42,0,0,0,0,0,0,468,60,66,52,35,85,62,41,8,2,16,17,1,1,0,10,0,4,2,1
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Jan Wissinkhal LTTC de Toekomst,0262::SB3,7241 CL,1616,980,1,1,0,0,0,891,91,0,0,0,0,0,0,982,213,148,91,65,95,203,56,17,1,32,21,0,1,1,27,1,8,0,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau de Rank,0262::SB4,7242 DA,1545,855,3,0,0,0,0,789,69,0,0,0,0,0,0,858,147,146,89,48,94,146,82,13,3,20,28,0,0,0,23,5,5,5,1
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau St Josephschool,0262::SB5,7242 GV,1198,656,6,1,0,0,1,605,57,0,0,0,0,0,0,663,94,108,64,49,108,121,42,9,2,16,21,1,1,0,10,5,2,3,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Parochiezaal RK kerk,0262::SB6,7241 DX,1025,571,0,1,0,0,0,499,73,0,0,0,0,0,0,572,134,87,66,23,46,101,52,11,1,23,13,0,0,2,5,1,4,2,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau de Hoge Weide,0262::SB7,7241 GR,1577,1000,3,3,0,0,0,896,110,0,0,0,0,0,0,1006,258,116,127,47,68,197,89,16,1,41,20,2,0,1,10,4,2,1,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Tusselerhof,0262::SB8,7241 KD,1008,564,1,1,0,0,0,520,46,0,0,0,0,0,0,566,134,55,97,26,53,103,41,14,1,19,12,1,1,1,4,0,2,0,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Brandweerkazerne,0262::SB9,7245 BL,1373,750,4,1,0,0,0,680,75,0,0,0,0,0,0,755,277,57,171,27,29,110,28,10,0,12,13,0,0,0,12,2,0,1,1
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau de Branink,0262::SB10,7245 AH,1131,664,2,1,0,0,0,603,64,0,0,0,0,0,0,667,247,53,103,38,45,93,23,5,2,16,16,0,1,1,14,2,5,0,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Cafe Restaurant De Exelse Molen,0262::SB11,7245 VJ,939,440,1,1,0,0,2,404,36,0,0,0,0,0,0,442,167,39,67,30,19,52,35,2,1,9,9,4,0,1,4,0,0,1,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gemeenschapscentrum 't Onderschoer,0262::SB12,7244 BB,1472,766,1,2,0,0,0,681,88,0,0,0,0,0,0,769,248,52,121,58,60,88,47,15,3,26,16,1,0,0,21,4,1,1,4
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Brandweerkazerne Gorssel,0262::SB13,7213 CV,1693,1027,1,1,0,0,2,928,99,0,0,0,0,0,0,1029,269,108,147,53,70,206,71,15,6,32,20,0,4,2,8,4,5,1,6
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Borkel,0262::SB14,7213 CS,1630,1026,1,0,0,0,1,922,104,0,0,0,0,0,0,1027,230,110,137,57,100,188,80,17,4,44,39,1,1,0,11,2,2,2,1
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Steunpunt 't Wansinkhof,0262::SB15,7214 AH,1553,889,2,0,0,0,0,809,85,0,3,0,3,0,0,894,266,78,100,37,68,185,54,10,2,43,26,0,1,0,12,1,4,2,0
Arnhem,Lochem,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ons Gebouw,0262::SB16,7217 TA,1421,786,0,3,0,0,0,728,61,0,0,0,0,0,0,789,252,48,187,39,40,113,32,16,1,24,16,0,0,0,12,3,2,1,0
