contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Uden,0856::SB1,5401 EJ,1616,1035,2,4,0,0,2,956,86,0,3,0,3,0,0,1044,209,176,131,210,61,123,26,50,23,1,0,14,2,9
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkcentrum Balans,0856::SB2,5401 CT,1469,678,1,7,0,1,0,629,58,0,0,0,1,0,0,687,79,110,94,157,46,81,22,34,26,2,1,7,6,13
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Scouting Jeanne d'Arc,0856::SB3,5404 PR,1640,626,1,0,0,0,0,548,79,0,0,0,0,0,0,627,133,122,60,101,48,78,23,23,22,0,3,11,1,1
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau RK Basisschool De Springplank,0856::SB4,5403 AG,1084,588,0,2,0,0,0,536,54,0,0,0,0,0,0,590,97,86,88,129,41,55,22,20,20,0,1,20,1,8
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS Camelot,0856::SB5,5403 XD,1461,624,2,0,0,0,0,557,68,0,0,1,0,1,0,625,86,87,77,171,57,68,10,22,21,3,0,15,1,6
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Tennis- en Squashveren. Park Hoeven,0856::SB6,5403 NA,1800,863,1,1,0,0,0,864,1,0,0,0,0,0,0,865,162,137,83,181,85,116,27,27,26,0,1,10,0,8
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Udens College,0856::SB7,5403 GB,1391,596,2,2,0,0,0,547,53,0,0,0,0,0,0,600,67,75,102,173,61,43,23,13,22,0,1,7,0,9
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS de Leeuwerik,0856::SB8,5402 XD,2066,823,4,1,0,0,0,728,100,0,0,0,0,0,0,828,132,143,116,195,53,62,26,49,31,0,0,6,3,7
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum Sint Jan,0856::SB9,5401 BE,1327,587,2,1,0,0,0,538,52,0,0,0,0,0,0,590,100,170,67,95,42,52,12,20,17,0,0,4,3,5
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wijkgebouw De Nieuwe Pit,0856::SB10,5401 ZG,1332,527,4,1,0,0,0,474,58,0,0,0,0,0,0,532,62,68,75,171,27,55,19,17,29,0,0,2,1,1
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS de Meent,0856::SB11,5402 HA,1463,699,2,4,0,0,0,609,96,0,0,0,0,0,0,705,126,150,84,157,33,80,22,25,12,0,0,8,0,2
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stichting Eigen Herd,0856::SB12,5401 AT,1452,771,3,0,0,0,0,687,88,0,1,0,1,0,0,775,134,202,75,166,35,94,21,21,12,0,0,8,0,3
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontmoetingsplein Muzerijk,0856::SB13,5402 BE,1630,1022,0,3,0,1,0,929,97,0,0,0,1,0,0,1026,166,145,172,235,86,107,36,33,20,1,0,14,5,2
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Vlonder,0856::SB14,5403 LV,1403,818,0,2,0,0,0,748,72,0,0,0,0,0,0,820,170,157,82,159,75,98,17,24,18,2,0,11,0,5
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Vlieger,0856::SB15,5408 XL,1435,614,2,3,0,2,0,549,68,0,0,2,0,0,0,617,129,174,33,148,31,45,5,36,3,0,0,7,0,3
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum St. Antonius,0856::SB16,5408 BK,1370,704,4,2,0,0,0,633,77,0,0,0,0,0,0,710,184,221,64,112,39,45,4,21,4,1,0,5,2,2
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Terra Victa,0856::SB17,5409 AB,1545,718,6,5,0,5,0,626,108,0,0,0,5,0,0,734,101,259,80,168,24,33,8,28,13,0,0,3,1,0
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS De Cirkel,0856::SB18,5406 AC,1440,861,1,0,0,0,0,748,114,0,0,0,0,0,0,862,266,165,83,99,51,124,25,12,20,0,0,12,0,4
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Speelleercentrum De Wijde Wereld,0856::SB19,5406 AC,2103,698,2,0,0,1,0,610,91,0,0,0,1,0,0,701,205,101,76,102,55,82,26,12,16,0,1,13,0,9
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ziekenhuis Bernhoven,0856::SB20,5406 PT,1434,304,1,0,0,3,0,263,45,0,0,0,3,0,0,308,48,65,44,80,9,25,5,12,9,0,0,6,1,0
's-Hertogenbosch,Uden,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Retraitehuis,0856::SB21,5405 NA,1237,566,1,0,0,0,0,495,72,0,0,0,0,0,0,567,138,159,47,69,28,79,12,13,16,0,0,4,1,0
