contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Staatkundig Gereformeerde Partij (SGP),STERK LOKAAL,Senioren Belang Noord
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Stadhuis I,0106::SB1,9401 JW,1093,872,3,2,7,0,0,798,69,0,0,10,0,3,0,867,156,129,80,78,109,108,80,53,22,2,46,9
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Anholt,0106::SB2,9401 AG,1491,605,1,2,0,0,0,563,45,0,0,0,0,0,0,608,120,56,59,50,95,60,56,37,38,3,23,8
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Boshof,0106::SB3,9401 PM,1014,762,0,1,0,1,0,760,2,0,0,1,0,0,0,762,140,142,85,31,73,126,43,67,32,1,14,8
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Slingeborgh,0106::SB4,9406 EA,1306,640,2,4,0,0,0,589,57,0,0,0,0,0,0,646,121,68,110,62,69,67,84,20,18,1,14,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau de Wijde Blik,0106::SB5,9406 CE,1567,710,3,3,0,0,0,683,33,0,0,0,0,0,0,716,144,57,93,58,118,61,68,36,42,4,20,9
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau de Steiger,0106::SB7,9406 GT,1246,515,1,0,0,1,0,483,34,0,0,0,1,0,0,517,101,31,34,69,96,44,52,24,24,10,19,11
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Arendshorst,0106::SB8,9402 JK,1233,517,3,4,0,0,0,468,56,0,0,0,0,0,0,524,65,17,42,35,59,31,165,33,14,8,46,2
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Maria in Campisschool,0106::SB9,9402 JA,1479,471,0,0,0,0,0,448,23,0,0,0,0,0,0,471,86,31,39,49,83,55,49,34,21,6,11,7
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Componist,0106::SB10,9402 VG,1620,886,3,5,0,0,0,817,77,0,0,0,0,0,0,894,150,73,85,93,151,82,114,38,39,16,30,15
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Amstelflat,0106::SB11,9406 TA,978,508,5,1,0,0,0,475,39,0,0,0,0,0,0,514,83,35,60,58,74,48,82,16,12,9,25,6
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Boei,0106::SB12,9406 XP,960,347,1,1,0,0,1,316,32,0,0,0,0,0,0,349,51,21,32,29,63,33,68,17,8,10,10,5
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Peelerhof,0106::SB13,9407 BS,1164,645,2,2,0,0,0,598,51,0,0,0,0,0,0,649,116,64,71,42,90,51,118,41,21,8,11,12
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Veldkei,0106::SB14,9407 AM,1462,681,1,2,0,0,1,626,58,0,1,0,1,0,0,685,100,39,28,85,167,65,91,36,27,8,16,19
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau 't Markehuus,0106::SB15,9407 EA,1423,817,2,3,0,0,0,770,52,0,0,0,0,0,0,822,135,65,47,88,134,79,134,53,23,19,26,14
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau CBS de Scharmhof,0106::SB16,9407 EA,1437,509,0,1,0,0,0,470,40,0,0,0,0,0,0,510,57,50,31,50,88,60,88,41,11,8,16,9
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Voorhof,0106::SB17,9403 PA,1192,859,1,1,0,0,0,804,57,0,0,0,0,0,0,861,127,94,79,57,100,97,192,34,33,11,26,9
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau Marsdijkhal,0106::SB18,9403 LT,1200,842,2,0,0,0,0,775,69,0,0,0,0,0,0,844,129,119,75,57,111,140,72,54,41,6,23,15
,Assen,PS2015_Drenthe,Provinciale Staten Drenthe 2015,,Drenthe,2015-03-18,Stembureau De Dissel,0106::SB19,9403 LR,1216,870,1,1,0,0,0,811,62,0,1,0,1,0,0,873,126,111,72,80,135,107,104,72,25,4,22,12
