contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Publiekshal gemeentehuis Bernheze, De Misse 6, Heesch",1721::SB1,5384 BZ,1500,825,0,4,0,0,1,738,90,0,0,0,0,0,0,829,142,158,114,182,41,106,18,35,18,0,0,8,0,3
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorginstelling Heelwijk, Mozartlaan 2, Heesch",1721::SB2,5384 CG,1828,838,3,1,0,0,0,753,89,0,0,0,0,0,0,842,193,168,90,177,53,100,15,17,14,1,0,7,1,2
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Basisschool De Kiem, De Ploeg 101, Heesch",1721::SB3,5384 HL,1532,616,1,1,0,0,0,567,51,0,0,0,0,0,0,618,71,71,81,181,48,83,21,25,15,0,1,16,1,2
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Sporthal 't Vijfeiken, ""t Vijfeiken 53, Heesch",1721::SB4,5384 ER,1595,689,0,1,0,0,0,615,75,0,0,0,0,0,0,690,121,148,70,175,42,72,15,27,10,0,0,4,0,5
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau College Het Hooghuis, Schoonstraat 34, Heesch",1721::SB5,5384 AP,1656,475,3,4,0,0,0,413,69,0,0,0,0,0,0,482,99,103,44,116,22,50,8,16,8,0,0,7,1,1
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Brandweerkazerne Heesch, De la Sallestraat 1, Heesch",1721::SB6,5384 NK,1580,779,0,1,0,0,1,687,92,0,0,0,0,0,0,780,187,189,73,140,39,82,23,17,16,1,0,11,0,1
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Gemeenschapshuis De Wis, Schaapsdijk 27, Loosbroek",1721::SB7,5472 PD,1249,641,1,0,0,0,0,548,94,0,0,0,0,0,0,642,123,280,40,62,35,69,11,6,5,0,0,5,0,5
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Cultureel centrum Nesterlé, Parkstraat 2, Nistelrode",1721::SB8,5388 HS,1541,631,1,0,0,0,0,564,68,0,0,0,0,0,0,632,108,156,60,125,36,77,20,24,12,0,0,10,1,2
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorginstelling Laarstede, Laar 40, Nistelrode",1721::SB9,5388 HH,1460,566,4,2,0,0,0,511,61,0,0,0,0,0,0,572,86,155,54,139,32,54,13,15,9,0,0,5,1,3
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Sporthal De Overbeek, De Hoef 23 a, Nistelrode",1721::SB10,5388 EL,1608,654,2,0,0,0,0,576,80,0,0,0,0,0,0,656,109,156,52,155,37,73,18,21,20,0,0,12,0,1
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Gemeenschapshuis De Stuik, Schoolstraat 14, Vorstenbosch",1721::SB11,5476 KK,1538,706,0,0,0,0,1,600,105,0,0,0,0,0,0,706,115,308,51,72,28,63,17,22,10,0,0,12,2,6
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Cultureel Centrum Servaes HD, Raadhuisplein 24, Heeswijk-Dinther",1721::SB12,5473 GC,1461,681,1,0,0,0,0,600,82,0,0,0,0,0,0,682,105,168,40,164,47,81,23,36,7,1,0,6,0,3
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Basisschool 't Palet, Steen- en Stokstraat 2, Heeswijk-Dinther",1721::SB13,5473 RN,1495,652,4,2,0,0,0,575,83,0,0,0,0,0,0,658,133,147,59,126,36,77,22,27,13,1,0,6,1,4
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorginstelling Cunera / De Bongerd, Zijlstraat 1, Heeswijk-Dinther",1721::SB14,5473 CJ,1395,634,2,1,0,0,0,563,74,0,0,0,0,0,0,637,121,168,36,101,59,77,27,19,15,0,2,8,0,1
's-Hertogenbosch,Bernheze,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Willibrordcentrum, Hoofdstraat 78, Heeswijk-Dinther",1721::SB15,5473 AS,1217,614,4,1,0,0,0,550,69,0,0,0,0,0,0,619,105,139,44,125,35,89,26,21,12,0,0,16,0,2
