contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeentehuis Schinnen (ingang Schintalerplein),0962::SB1,6365 BK,1110,576,5,3,0,0,0,519,65,0,0,0,0,0,0,584,84,262,43,30,68,12,25,18,24,5,5,0
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gasterie Noeber Beemden Schinnen,0962::SB2,6365 CG,1149,666,3,2,0,0,0,583,88,0,0,0,0,0,0,671,92,321,41,32,71,22,52,6,14,7,6,2
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kantine V.V. Puth,0962::SB3,6155 LV,790,422,1,1,0,0,0,376,48,0,0,0,0,0,0,424,63,156,35,16,61,5,57,9,9,3,6,2
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Trefputh Puth,0962::SB4,6155 KL,789,407,3,0,0,0,0,359,51,0,0,0,0,0,0,410,47,161,40,29,49,13,40,9,15,2,2,0
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Rector Raevenhuis Sweikhuizen,0962::SB5,6174 RT,477,292,3,1,0,0,0,268,28,0,0,0,0,0,0,296,20,90,49,24,30,12,40,9,8,1,8,1
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau MFC De Oirsprong Oirsbeek,0962::SB6,6438 GG,1489,570,1,0,0,0,0,510,61,0,0,0,0,0,0,571,100,151,60,49,86,12,53,19,25,5,9,1
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Schepenbank Oirsbeek (ingang poort Grachtstraat 1),0962::SB7,6438 HC,1461,939,7,4,0,0,0,827,123,0,0,0,0,0,0,950,145,251,111,78,137,26,95,36,23,13,18,6
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gasterie Dobbelsteyn Doenrade,0962::SB8,6439 AN,995,628,8,4,0,0,0,571,69,0,0,0,0,0,0,640,60,277,72,23,70,24,38,20,22,9,10,3
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis Oud Dorp Amstenrade,0962::SB9,6436 CS,1112,481,3,1,0,0,0,436,49,0,0,0,0,0,0,485,91,101,50,42,85,20,49,5,16,10,11,1
Maastricht,Schinnen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Verzorgingshuis Elvira Amstenrade,0962::SB10,6436 AX,1025,571,0,1,0,0,0,506,66,0,0,0,0,0,0,572,107,140,54,37,105,19,43,34,16,7,9,0
