contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0579::SB1,2342 AN,1416,1033,6,1,0,0,2,930,108,0,0,0,0,0,0,1040,308,113,24,101,51,270,67,20,2,12,38,3,2,22,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Zorgcentrum ""van Wijckerslooth""",0579::SB2,2341 DB,1289,775,1,3,0,0,1,700,78,0,0,0,0,0,0,779,240,60,50,104,33,180,35,13,6,20,19,3,1,11,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Recreatiezaal Trompenburg,0579::SB3,2341 TJ,1390,845,1,0,0,0,0,759,87,0,0,0,0,0,0,846,225,84,30,84,35,214,57,23,8,15,37,1,2,28,2
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Hofdijckschool,0579::SB4,2341 SE,830,659,1,0,0,0,0,577,83,0,0,0,0,0,0,660,243,78,27,47,8,151,38,15,1,7,28,3,0,13,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Jenaplanschool ""De Kring""",0579::SB5,2343 SR,1042,790,3,0,0,0,1,728,64,0,0,0,0,0,0,793,203,88,27,71,31,219,72,20,2,16,22,4,0,14,1
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpscentrum Lijtweg,0579::SB6,2341 HA,1399,1060,1,0,0,0,0,969,92,0,0,0,0,0,0,1061,233,134,75,136,79,176,77,54,6,34,34,3,1,18,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Brandweerkazerne,0579::SB7,2343 BB,1466,808,1,1,0,0,0,751,59,0,0,0,0,0,0,810,159,113,76,104,71,128,37,37,9,33,31,0,2,8,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Dok,0579::SB8,2342 BT,1304,470,1,1,0,0,0,427,45,0,0,0,0,0,0,472,86,41,62,62,31,86,25,17,12,11,26,2,2,7,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau woonlocatie Tilly Koenen,0579::SB9,2343 PG,1053,623,1,2,2,0,0,569,59,0,0,0,2,0,0,628,106,66,50,74,47,125,48,19,1,29,47,4,0,6,1
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau recreatiezaal Boerhaaveplein,0579::SB10,2343 LW,1183,705,1,3,0,0,0,656,53,0,0,0,0,0,0,709,117,103,45,106,55,115,54,31,2,33,34,1,2,6,1
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Daltonschool Oegstgeest,0579::SB11,2341 BK,974,688,8,0,0,0,0,619,77,0,0,0,0,0,0,696,143,81,45,70,62,165,45,22,0,14,31,1,3,6,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verenigingsgebouw Attila,0579::SB12,2343 MA,1366,733,1,5,0,0,0,667,72,0,0,0,0,0,0,739,173,71,87,88,43,147,39,20,2,19,29,0,4,11,0
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau BSO de Vrije Vogels,0579::SB13,2341 PM,991,687,3,1,0,0,1,616,74,0,0,0,0,0,0,691,155,94,59,61,30,169,54,17,2,4,32,0,0,9,1
Leiden,Oegstgeest,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wellantcollege,0579::SB14,2341 KD,1045,515,0,0,0,0,0,441,74,0,0,0,0,0,0,515,180,63,30,49,22,107,20,6,4,10,16,0,1,7,0
