contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0851::SB1,4652 GA,2080,911,6,2,0,1,0,807,113,0,0,0,1,0,0,920,162,127,156,77,58,92,127,44,25,1,1,22,3,14,2
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Verzorgingsh.""Onze Stede""",0851::SB2,4651 EL,1350,615,2,2,0,0,0,556,63,0,0,0,0,0,0,619,94,75,113,66,45,54,101,36,16,0,0,11,0,2,2
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau R.K. Basisschool Gummarus,0851::SB3,4651 KM,3508,1289,0,8,0,0,1,1152,144,0,0,0,0,0,0,1297,186,133,288,173,88,100,175,54,33,1,1,31,3,21,2
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Scoutinggeb.""Wallenburch""",0851::SB4,4651 WB,1656,746,5,6,0,0,0,651,106,0,0,0,0,0,0,757,142,86,192,73,54,75,52,27,20,0,0,17,1,5,2
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Vaert,0851::SB5,4651 XE,1166,502,2,3,0,0,1,444,62,0,0,0,0,0,0,507,91,68,92,46,27,63,51,21,18,0,0,17,1,5,2
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis Siemburg,0851::SB6,4756 AR,1795,705,2,1,0,0,0,612,97,0,1,0,1,0,0,709,192,121,123,82,33,31,30,35,17,0,0,29,0,11,1
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis De Stelle,0851::SB7,4655 AB,698,308,0,1,0,0,1,261,47,0,0,0,0,0,0,309,65,53,77,21,16,12,21,8,14,0,0,12,0,8,1
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Verz.huis De Nieuwe Haven,0851::SB8,4671 AW,2305,983,2,2,0,2,0,868,121,0,0,0,2,0,0,989,174,151,171,137,50,77,31,42,26,0,0,16,0,102,6
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OBS De Regenboog,0851::SB9,4671 ES,2097,824,1,1,0,0,0,715,113,0,0,0,2,0,2,828,179,81,182,94,34,54,29,24,34,0,0,19,0,93,1
Tilburg,Steenbergen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis De Vossenburcht,0851::SB10,4681 AS,1733,719,2,1,0,0,0,645,77,0,0,0,0,0,0,722,112,128,168,91,46,40,49,26,21,1,1,23,0,11,2
