contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0642::SB1,3331 BT,1668,960,1,1,0,0,0,859,103,0,0,0,0,0,0,962,143,89,147,124,85,78,22,94,94,42,31,4,0,2,0,5
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum De Lindonk,0642::SB2,3332 AE,1718,532,3,6,0,0,0,496,45,0,0,0,0,0,0,541,84,56,66,109,46,43,5,42,24,33,20,2,0,1,0,1
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau P.V. Steeds Sneller,0642::SB3,3332 BA,1983,474,0,2,2,0,0,422,52,0,0,2,0,0,0,474,82,24,101,74,47,37,10,24,29,30,10,3,0,1,1,1
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Kinderdagcentrum ""Ons Blije Honck""",0642::SB4,3332 SG,1545,700,0,0,0,0,0,630,70,0,0,0,0,0,0,700,97,72,91,100,55,94,22,60,52,32,20,2,0,2,0,1
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Walburgcollege ""Theater""",0642::SB5,3332 CS,1484,638,6,2,0,0,0,586,60,0,0,0,0,0,0,646,114,64,101,75,64,60,17,55,23,30,29,2,0,2,0,2
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Nebo,0642::SB6,3332 KM,1109,744,2,7,0,0,0,658,95,0,0,0,0,0,0,753,84,36,50,100,23,52,13,97,263,12,11,1,0,0,0,2
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Capital Sports (De Lus/Eemzon),0642::SB7,3332 NA,1198,572,1,4,0,0,0,536,41,0,0,0,0,0,0,577,55,59,73,116,72,44,5,39,47,49,8,2,0,0,0,3
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum De Lichtkring,0642::SB8,3332 AS,1618,758,1,0,0,0,0,687,72,0,0,0,0,0,0,759,124,63,73,150,61,60,11,87,69,30,27,1,0,0,0,2
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau School De Dolfijn,0642::SB9,3331 HW,1562,377,0,2,0,0,0,339,40,0,0,0,0,0,0,379,29,37,95,50,37,22,6,37,27,21,11,2,0,2,0,1
Dordrecht,Zwijndrecht,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wijkcentrum Xiejezo,0642::SB10,3331 TB,1268,476,0,3,0,0,0,428,51,0,0,0,0,0,0,479,48,59,73,59,60,49,9,44,33,18,14,7,0,1,0,2
