contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Zundert,0879::SB1,4881 CN,1294,703,0,1,0,0,0,620,84,0,0,0,0,0,0,704,197,175,77,66,53,67,10,23,18,1,0,9,2,5,0
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau St. Anna-school,0879::SB2,4881 XE,1245,388,5,1,0,0,0,358,36,0,0,0,0,0,0,394,61,60,76,65,24,45,11,10,22,0,0,7,0,4,3
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau ""Thebe gebouw""",0879::SB3,4881 AK,1248,475,2,2,0,0,0,440,39,0,0,0,0,0,0,479,88,115,57,90,23,33,13,33,10,1,0,11,1,0,0
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Willaert,0879::SB4,4881 EH,1345,515,0,0,0,1,0,438,78,0,0,0,1,0,0,516,123,154,51,48,25,49,13,25,16,0,0,6,1,3,1
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Tenniscentrum de Leeuwerik,0879::SB5,4881 WZ,1279,421,2,0,0,0,0,369,54,0,0,0,0,0,0,423,86,66,105,46,25,32,11,28,10,1,1,9,0,1,0
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Gemeenschapshuis ""Wierenbos""",0879::SB6,4884 AB,1833,657,9,2,0,0,0,592,76,0,0,0,0,0,0,668,151,172,114,67,23,37,10,36,19,0,1,21,1,5,0
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Gemeenschapshuis ""'t Gouwe Hart""",0879::SB7,4885 AH,1429,455,2,1,0,0,0,379,79,0,0,0,0,0,0,458,97,161,77,32,16,16,10,13,19,0,0,11,0,3,0
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ouderencentrum Levenslust,0879::SB8,4882 BH,1617,616,2,1,0,0,0,533,86,0,0,0,0,0,0,619,147,175,69,72,35,65,9,12,16,3,1,7,0,4,1
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis Amarant,0879::SB9,4891NS,1628,517,0,3,0,0,0,454,66,0,0,0,0,0,0,520,104,150,46,66,36,43,10,18,12,0,0,25,0,7,0
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Koutershof(bibliotheek),0879::SB10,4891 CJ,1693,795,0,4,0,0,1,666,132,0,0,0,0,0,0,799,146,289,68,83,35,73,18,27,25,1,0,16,2,9,3
Tilburg,Zundert,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Dienstencentrum ""de Rijserf""",0879::SB11,4891 XL,1729,804,4,3,0,0,0,720,91,0,0,0,0,0,0,811,168,173,94,113,58,82,22,31,24,2,0,32,0,4,1
