contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadskantoor,0796::SB1,,1182,727,1,0,0,0,1,649,78,0,0,0,0,0,0,728,202,71,35,63,76,148,60,14,37,1,0,11,3,6
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadsbibliotheek,0796::SB2,,972,843,4,2,0,0,0,772,77,0,0,0,0,0,0,849,159,95,31,112,86,159,117,12,47,1,2,6,2,14
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wooncentrum Antoniegaarde,0796::SB3,,1621,694,1,1,0,0,0,646,50,0,0,0,0,0,0,696,127,82,79,93,79,116,57,15,37,0,0,4,1,4
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Toonzaal,0796::SB4,,765,246,0,2,0,0,0,222,26,0,0,0,0,0,0,248,69,35,11,22,28,49,15,3,11,0,1,0,0,2
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool Het Bossche Broek (Centrum),0796::SB5,,1453,755,3,2,0,0,0,676,84,0,0,0,0,0,0,760,168,89,39,56,92,158,78,18,43,2,0,7,0,5
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Nutsschool L.W. Beekman,0796::SB6,,1033,574,0,3,0,0,0,512,65,0,0,0,0,0,0,577,142,56,16,62,52,125,69,1,41,0,0,5,0,5
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Verkadefabriek,0796::SB7,,1212,483,3,5,0,0,0,464,27,0,0,0,0,0,0,491,49,21,32,121,48,69,82,12,34,0,0,9,2,4
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woon- en Zorgcentrum Nieuwehagen,0796::SB8,,1186,471,0,0,0,0,0,445,26,0,0,0,0,0,0,471,69,68,43,89,42,60,35,31,24,1,1,6,1,1
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadsarchief,0796::SB9,,1380,661,6,2,0,0,0,618,51,0,0,0,0,0,0,669,123,68,50,76,87,136,64,12,31,0,1,8,1,4
's-Hertogenbosch,'s-Hertogenbosch,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Scouting Lucas,0796::SB10,,1185,549,1,0,0,0,0,501,49,0,0,0,0,0,0,550,82,60,51,97,58,89,50,14,28,1,1,10,1,7
