contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Woudrichem,0874::SB1,4285 CP,1328,1022,2,4,0,0,0,908,120,0,0,0,0,0,0,1028,154,270,127,100,76,74,31,33,20,2,0,22,1,108,4
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Veste,0874::SB2,4285 AG,1244,384,2,1,0,0,0,348,39,0,0,0,0,0,0,387,65,68,50,27,39,36,19,10,18,0,0,8,3,39,2
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau 't Verlaat Almkerk,0874::SB3,4286 DB,1507,788,0,2,0,0,0,692,98,0,0,0,0,0,0,790,103,294,71,46,43,32,10,16,19,2,0,19,0,131,2
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Wapen van Emmickhoven,0874::SB4,4286 AX,1289,650,0,2,0,0,2,565,85,0,0,0,0,0,0,652,49,277,42,32,15,26,13,6,20,0,1,17,0,146,6
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Herv.Centr.De Ark,0874::SB5,4281 LH,1007,566,0,0,0,0,0,493,73,0,0,0,0,0,0,566,53,206,33,42,12,10,6,7,5,0,0,5,0,184,3
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Verpleeghuis De Notenhoff,0874::SB6,4281 PN,801,427,0,1,0,0,1,388,39,0,0,0,0,0,0,428,48,173,24,10,10,13,2,1,5,0,0,10,0,129,2
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau openbare bibliotheek,0874::SB7,4283 GM,1157,588,5,2,0,0,0,528,65,0,0,2,0,2,0,593,45,185,46,36,25,11,4,12,5,0,1,9,0,207,2
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Het Brabantse Land,0874::SB8,4284 EA,1309,584,1,3,0,0,0,523,65,0,0,0,0,0,0,588,63,200,59,36,18,22,12,10,13,0,0,16,0,132,3
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentecentrum De Hoogt,0874::SB9,4288 JJ,488,326,0,0,0,0,0,280,46,0,0,0,0,0,0,326,26,145,20,8,7,4,6,5,3,0,0,5,0,97,0
Tilburg,Woudrichem,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau OVO Verenigingsgebouw,0874::SB10,4285 WL,1019,268,0,0,0,0,0,236,32,0,0,0,0,0,0,268,61,74,31,23,18,17,9,5,4,0,0,3,0,23,0
