contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Hervormde Kerk,1696::SB1,1243JG,1664,696,0,2,0,2,1,623,76,0,0,0,2,0,0,700,179,43,69,92,38,100,47,42,11,21,33,3,0,13,5
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Dobber,1696::SB2,1241CZ,1443,1276,3,2,0,0,0,1174,109,0,2,0,2,0,0,1283,294,110,128,185,96,232,42,55,16,33,47,3,0,25,10
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Veenstaete,1696::SB4,1241AX,1699,663,3,5,0,2,0,623,50,0,0,0,2,0,0,673,133,76,59,77,47,132,32,23,9,31,23,5,0,10,6
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wapen van Ankeveen,1696::SB5,1244PK,1414,721,0,2,0,0,0,647,76,0,0,0,0,0,0,723,188,53,86,100,38,150,37,20,5,14,14,1,0,11,4
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dirk's Sportcafé,1696::SB6,1241HD,1668,934,0,1,0,0,0,850,85,0,0,0,0,0,0,935,230,57,88,139,72,174,34,35,10,28,39,4,1,16,7
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,1696::SB7,1231KB,1966,968,1,1,0,0,0,873,97,0,0,0,0,0,0,970,272,65,86,141,61,129,40,38,7,37,62,2,1,19,8
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Emtinckhof,1696::SB8,1231BG,1726,1155,2,4,0,25,0,1071,115,0,0,0,25,0,0,1186,298,103,113,178,84,157,28,45,17,37,60,6,0,25,4
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Oude Pastorie,1696::SB10,1231KS,1722,846,0,1,0,0,0,731,116,0,0,0,0,0,0,847,336,46,97,132,31,99,11,13,3,15,47,1,0,12,3
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Catamaran,1696::SB11,1231PR,1516,656,4,2,0,0,0,572,90,0,0,0,0,0,0,662,264,27,96,82,34,52,18,18,3,17,25,3,0,14,3
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Kuijer,1696::SB13,1394EK,1610,944,3,1,0,3,0,868,83,0,0,0,3,0,0,951,218,87,92,147,62,195,22,29,15,34,16,5,0,19,3
Haarlem,Wijdemeren,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Herberg,1696::SB14,1394BL,1677,919,0,0,0,3,0,825,91,0,0,3,0,0,0,916,228,80,117,140,70,122,32,34,17,33,17,4,1,19,5
