contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Alphen,0668::SB1,6626 AC,1298,621,1,0,0,0,0,527,95,0,0,0,0,0,0,622,125,31,131,80,107,54,33,5,0,16,22,0,0,1,0,6,7,3
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Altforst,0668::SB2,6628 AC,405,208,0,1,0,0,0,182,27,0,0,0,0,0,0,209,45,5,49,27,20,33,15,1,0,7,3,0,0,0,0,2,1,0
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Appeltern,0668::SB3,6629 AR,660,342,3,2,0,0,0,300,47,0,0,0,0,0,0,347,99,14,63,49,35,36,10,3,0,10,21,0,0,0,0,1,1,0
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Beneden-Leeuwen,0668::SB4,6658 WX,1902,812,3,1,0,0,0,726,90,0,0,0,0,0,0,816,237,46,181,95,108,68,12,4,3,12,35,0,1,0,3,1,4,2
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Beneden-Leeuwen,0668::SB5,6658 AG,1495,874,2,3,0,0,0,776,103,0,0,0,0,0,0,879,217,52,155,116,168,79,13,5,5,16,39,0,1,0,2,1,4,1
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Beneden-Leeuwen,0668::SB6,6658 XK,1590,640,1,2,0,0,0,571,72,0,0,0,0,0,0,643,100,32,127,119,149,49,8,2,0,16,23,0,0,1,5,1,7,1
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Boven-Leeuwen,0668::SB7,6657 CB,1703,794,5,0,0,0,0,692,107,0,0,0,0,0,0,799,162,77,131,95,158,73,17,9,0,17,34,1,1,1,2,2,12,2
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dreumel,0668::SB8,6621 KV,1206,595,4,1,0,0,0,531,69,0,0,0,0,0,0,600,99,43,95,101,115,52,13,4,0,16,40,0,1,0,5,0,9,2
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dreumel,0668::SB9,6621 AN,1421,764,6,1,0,0,0,671,100,0,0,0,0,0,0,771,186,47,174,109,92,75,20,6,2,17,21,2,0,2,5,0,5,1
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Maasbommel,0668::SB10,6627 AG,1033,491,0,2,0,0,0,426,67,0,0,0,0,0,0,493,101,26,78,74,62,65,12,4,6,16,37,1,1,0,1,0,6,1
Nijmegen,West Maas en Waal,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wamel,0668::SB11,6659 CR,1920,916,3,6,0,0,0,795,130,0,0,0,0,0,0,925,174,56,156,131,170,88,29,15,1,25,47,3,0,0,2,1,14,4
