contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Trouwzaal Gemeentehuis,0523::SB1,3371 AS,1254,835,0,3,0,0,0,712,126,0,0,0,0,0,0,838,102,51,76,108,36,32,13,151,232,24,9,1,0,0,0,0
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau De Ducdalf, Scheldestraat 1",0523::SB2,3371 SV,1210,718,2,0,0,0,0,647,73,0,0,0,0,0,0,720,65,48,96,91,46,28,1,127,180,24,4,4,0,3,0,1
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Kerk Ger.Gemeente, Buitendams 118",0523::SB3,3371 BN,1170,724,0,2,0,0,1,610,116,0,1,0,1,0,0,727,57,23,56,70,28,8,3,143,312,7,8,1,1,0,0,7
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau School ""De Zevenster""",0523::SB4,3371 JG,1288,701,0,1,0,0,0,621,81,0,0,0,0,0,0,702,80,44,50,86,42,25,7,201,138,12,11,1,0,0,0,4
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau School ""De Driemaster"" Jacobsweer",0523::SB5,3371 PN,1238,471,0,0,0,0,0,416,55,0,0,0,0,0,0,471,50,45,46,64,27,25,6,101,79,11,16,0,0,0,0,1
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Geref. Kerk, Stationsstraat 20",0523::SB6,3371 AX,1261,1018,1,2,0,0,0,857,164,0,0,0,0,0,0,1021,119,35,62,162,25,21,13,279,276,9,10,1,0,1,2,3
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Ichthusschool, ing. Florenweer",0523::SB7,3371 RC,1260,665,0,1,0,0,0,584,82,0,0,0,0,0,0,666,58,22,66,91,29,23,4,163,189,11,7,0,0,0,0,2
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Verz.tehuis ""Pedaja"", ingang Wieling",0523::SB8,3371 AR,1254,583,0,1,0,0,0,499,85,0,0,0,0,0,0,584,50,24,58,73,16,20,4,123,190,9,11,1,0,2,0,2
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Kerk Hers.Herv.Gem., Nassaustraat",0523::SB9,3372 EE,1193,612,0,2,0,0,0,529,85,0,0,0,0,0,0,614,60,47,74,57,34,23,10,80,200,17,7,0,0,1,1,1
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau ""De Lange Wei Atrium""",0523::SB10,3372 XV,1113,628,1,2,0,1,0,556,78,0,2,0,3,0,0,634,82,56,90,98,47,18,7,96,108,15,11,0,0,0,0,0
Dordrecht,Hardinxveld-Giessendam,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Geref. Kerk, ing. W. Droststraat",0523::SB11,3372 XH,1213,652,3,0,0,0,0,556,99,0,0,0,0,0,0,655,91,28,94,95,36,25,8,98,154,7,10,0,0,0,0,6
