contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Sellingen  (Gemeentehuis),0048::SB1,9551 AB,1364,890,0,1,0,0,0,808,83,0,0,0,0,0,0,891,74,55,106,184,60,96,63,60,19,66,27,57,1,3,6,4,2,4,3
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Vlagtwedde (""De Bolderbörg"")",0048::SB2,9541 BW,1264,563,6,0,0,0,0,519,50,0,0,0,0,0,0,569,82,44,73,101,18,90,29,9,15,24,21,28,3,1,5,7,1,7,5
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Vlagtwedde (MFA 't Aambeeld),0048::SB3,9541 AX,1132,732,3,0,0,0,0,647,88,0,0,0,0,0,0,735,57,89,103,162,30,85,54,23,10,26,17,53,0,1,5,3,1,9,4
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Bourtange (""De Turfschuur"")",0048::SB4,9545 PH,637,339,1,0,0,0,4,293,43,0,0,0,0,0,0,340,44,28,42,48,15,49,18,20,5,18,22,24,0,0,1,1,0,0,4
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Jipsinghuizen (Buurthuis),0048::SB5,9551 TH,833,386,0,0,0,0,1,336,49,0,0,0,0,0,0,386,26,48,54,78,21,44,25,24,9,14,11,21,1,3,1,3,1,2,0
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Ter Apelkanaal (""D'Oale School"")",0048::SB6,9563 RD,836,354,0,3,0,0,0,328,29,0,0,0,0,0,0,357,34,32,57,57,12,76,4,7,3,16,16,29,2,1,4,1,1,0,2
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Ter Apel  (""'t Streekje"")",0048::SB7,9561 SC,1374,564,0,0,0,0,0,501,63,0,0,0,0,0,0,564,85,38,103,86,13,102,25,7,11,15,27,39,1,0,5,2,0,2,3
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Ter Apel (""Kloosterheerd"")",0048::SB8,9561 RD,982,416,1,1,0,0,0,391,27,0,0,0,0,0,0,418,63,18,65,70,7,61,19,9,7,12,43,24,0,1,5,2,4,4,2
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Ter Apel (Sporthalkantine),0048::SB9,9561 KD,1439,697,1,2,0,0,0,646,54,0,0,0,0,0,0,700,92,89,99,96,35,117,15,16,6,27,36,53,0,2,6,0,2,0,6
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Barnflair (""De Grensstreek"")",0048::SB10,9561 PC,845,378,5,2,0,0,0,332,53,0,0,0,0,0,0,385,32,29,74,60,8,94,11,7,8,5,13,24,1,2,5,0,2,0,3
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Ter Apel (""De Wilpskamp"")",0048::SB11,9561 TA,906,466,0,2,0,0,0,421,47,0,0,0,0,0,0,468,53,71,69,65,37,57,22,14,5,19,8,39,0,0,0,3,1,0,3
,Vlagtwedde,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,"Stembureau Ter Apel (""Heemborgh"")",0048::SB12,9561 EP,1113,490,1,2,0,0,0,453,40,0,0,0,0,0,0,493,43,26,124,47,16,86,19,17,15,29,17,43,0,1,4,0,0,0,3
