contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0847::SB1,5711 EK,1254,948,2,3,0,0,0,828,125,0,0,0,0,0,0,953,197,352,90,109,49,49,18,33,19,0,2,19,7,4
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kantine De Postel,0847::SB2,5711 ET,1789,830,0,6,0,0,2,737,97,0,0,0,0,0,0,836,109,248,111,129,59,76,24,39,9,2,1,14,4,5
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sonnehove,0847::SB3,5711 HA,1731,759,3,2,0,0,0,681,83,0,0,0,0,0,0,764,104,311,95,90,55,46,17,27,6,0,1,4,0,3
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Pauluskerk,0847::SB4,5711 VK,1891,852,3,2,0,0,1,759,97,0,0,0,0,0,0,857,163,310,95,74,64,64,21,25,11,2,0,6,3,14
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Eegelshoeve,0847::SB5,5711 VG,1634,545,2,2,0,0,0,492,57,0,0,0,0,0,0,549,74,155,85,82,36,39,13,32,17,0,0,5,0,7
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Bunt,0847::SB6,5712 GC,1143,575,0,0,0,0,0,480,95,0,0,0,0,0,0,575,115,235,88,48,16,23,8,18,15,0,1,2,2,4
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Vurherd,0847::SB7,5715 AN,1683,854,3,1,0,0,0,731,127,0,0,0,0,0,0,858,150,283,107,95,53,69,23,35,16,2,5,11,0,5
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Einder,0847::SB8,5712 CE,1090,738,1,3,0,0,0,617,125,0,0,0,0,0,0,742,127,249,129,95,29,38,12,30,18,1,0,5,1,4
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Bassisschool De Vonder,0847::SB9,5712 CA,1385,347,0,0,0,0,0,302,45,0,0,0,0,0,0,347,66,120,53,51,10,16,5,13,6,0,0,7,0,0
's-Hertogenbosch,Someren,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Waterdael (obs De Ranonkel),0847::SB10,5711 KT,964,266,1,2,0,0,0,239,30,0,0,0,0,0,0,269,59,88,23,33,25,24,0,6,4,0,0,3,1,0
