contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Stadhuis Sneek,1900::SB1,8601 CR,937,628,5,3,0,0,0,578,58,0,0,0,0,0,0,636,99,92,87,49,51,59,31,26,84,10,25,14,0,1
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Doarpshûs It Nije Formidden,1900::SB2,8633 JA,542,420,2,0,0,0,0,388,34,0,0,0,0,0,0,422,47,98,73,50,25,32,18,16,42,5,5,6,0,3
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau ROC Friese Poort,1900::SB3,8602 JX,1098,575,2,0,1,0,1,575,2,0,0,0,0,0,0,578,80,159,71,52,30,40,33,24,60,3,9,14,0,0
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ut Wykje,1900::SB4,8607 BG,1125,392,2,2,0,0,0,371,25,0,0,0,0,0,0,396,43,66,18,25,78,74,6,10,27,5,16,23,0,1
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Eekmolen,1900::SB5,8606 EJ,1135,497,4,1,0,0,0,468,34,0,0,0,0,0,0,502,88,85,38,24,89,90,5,13,28,8,15,13,0,1
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Frittemahof (hoofdingang),1900::SB6,8604 AA,1451,886,3,2,0,0,0,818,73,0,0,0,0,0,0,891,150,205,136,55,41,59,63,24,100,7,11,33,2,0
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau It Skûlplak,1900::SB7,8603 AP,1365,664,1,1,0,0,0,619,47,0,0,0,0,0,0,666,97,121,57,48,44,122,36,26,62,6,22,22,0,1
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dr Wumkeshûs,1900::SB8,8606 AV,1188,554,5,4,0,0,0,516,47,0,0,0,0,0,0,563,67,108,62,42,85,77,29,12,31,2,12,24,1,2
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Parkflat (Stadsfenne),1900::SB9,8604 ZG,1295,802,2,0,0,0,0,764,40,0,0,0,0,0,0,804,116,192,102,49,50,70,69,28,66,12,29,19,0,0
,Súdwest-Fryslân,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bonifatiushuis,1900::SB10,8605 BW,906,548,0,0,0,0,0,502,46,0,0,0,0,0,0,548,91,115,86,37,36,41,18,17,86,3,8,10,0,0
