contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Made,1719::SB1,,1648,818,1,1,0,0,0,722,98,0,0,0,0,0,0,820,162,144,114,124,59,99,22,43,25,0,1,18,1,4,2
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Cultureel centrum de Mayboom,1719::SB2,,1897,977,10,1,0,0,1,874,113,0,0,0,0,0,0,988,243,186,110,118,82,102,30,52,23,0,0,21,4,6,0
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum de Wijngaerd,1719::SB3,,1738,756,3,4,0,0,0,684,79,0,0,0,0,0,0,763,134,168,122,108,52,75,19,57,9,1,0,7,0,4,0
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Duinpan,1719::SB4,,1408,480,2,1,0,0,0,439,44,0,0,0,0,0,0,483,94,88,76,64,38,52,11,22,20,0,0,9,2,4,0
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sporthal de Amerhal,1719::SB5,,1575,677,1,0,0,0,0,612,66,0,0,0,0,0,0,678,120,107,132,103,50,65,11,53,14,1,0,12,1,8,0
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Bassischool de Stuifhoek,1719::SB6,,1174,414,0,0,0,0,0,359,55,0,0,0,0,0,0,414,80,61,44,64,37,60,18,29,7,0,0,10,0,3,1
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ons Dorpshuys,1719::SB7,,514,238,0,2,0,0,0,200,40,0,0,0,0,0,0,240,62,41,31,13,11,37,4,14,8,0,0,9,2,6,0
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ontmoetingscentrum de Zonzeel,1719::SB8,,1299,608,0,2,0,0,0,542,68,0,0,0,0,0,0,610,145,95,81,60,47,50,33,29,33,0,2,13,1,18,1
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Bejaardencentrum de Ganshoek,1719::SB9,,1694,720,5,2,0,0,0,646,81,0,0,0,0,0,0,727,92,138,102,100,55,60,37,56,38,0,0,30,1,10,1
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Jeugdhuis Ons Belang,1719::SB10,,1525,630,2,2,0,0,0,575,59,0,0,0,0,0,0,634,161,81,102,67,58,67,25,27,14,1,0,20,1,4,2
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis Plexat,1719::SB11,,1704,780,5,3,0,0,1,710,77,0,0,0,0,0,0,788,144,153,89,100,83,99,21,39,22,1,1,24,0,3,1
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woonzorgcentrum Antonius Abt,1719::SB12,,1714,840,2,6,0,0,1,758,89,0,0,0,0,0,0,848,136,131,124,106,93,113,38,31,38,1,0,22,0,6,1
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool de Zeggewijzer,1719::SB13,,1810,813,4,4,0,0,0,749,72,0,0,0,0,0,0,821,139,104,102,129,72,130,46,38,29,0,1,14,0,8,1
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool de Windhoek,1719::SB14,,1470,623,2,1,0,0,2,569,55,0,0,0,0,0,0,626,91,79,75,93,61,91,27,37,35,1,0,23,0,10,0
Tilburg,Drimmelen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Mobiel varend stembureau,1719::SB15,,0,33,0,0,0,0,2,28,3,0,0,0,0,0,0,33,8,4,0,2,7,5,0,0,2,0,0,3,0,2,0
