contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau V.E.G.  ""De Dorpsherberg""",0302::SB1,,1662,1119,2,0,0,0,0,987,134,0,0,0,0,0,0,1121,216,50,217,91,47,76,24,153,177,40,18,0,0,1,3,2,3,1,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Zorgcentrum ""De Bunterhoek""",0302::SB2,,1512,782,4,0,0,0,0,700,86,0,0,0,0,0,0,786,91,21,186,36,21,27,17,131,222,12,12,0,0,0,1,3,1,0,1
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ds. A. van Stuijvenbergschool,0302::SB3,,1605,1082,2,2,0,0,0,992,94,0,0,0,0,0,0,1086,107,39,170,97,49,45,9,154,342,17,42,0,0,3,0,1,4,3,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Chr. basisschool ""Da Costa""",0302::SB4,,1460,826,5,3,0,0,1,764,69,0,0,0,0,0,0,834,80,32,143,96,56,45,19,148,155,15,23,1,0,4,2,1,5,1,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Chr. basisschool ""De Bron""",0302::SB5,,1755,998,2,3,0,0,0,911,92,0,0,0,0,0,0,1003,100,30,192,95,38,48,13,237,205,10,17,1,4,1,4,0,1,2,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Chr. basisschool ""De Morgenster""",0302::SB6,,1434,811,2,0,0,0,0,729,84,0,0,0,0,0,0,813,54,34,137,86,43,32,12,179,182,19,24,3,0,0,0,1,2,3,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Chr. ZMLK-school ""De Wingerd""",0302::SB7,,1432,896,2,1,0,0,0,798,101,0,0,0,0,0,0,899,115,28,164,53,47,65,22,160,195,12,25,1,3,0,0,1,2,3,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Montessorischool ""De Ontdekking""",0302::SB8,,1402,821,0,3,0,0,0,746,78,0,0,0,0,0,0,824,78,35,128,72,59,31,17,139,222,20,15,1,0,0,1,0,1,2,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Chr. basisschool ""Petra""",0302::SB9,,1415,780,2,0,0,0,0,707,75,0,0,0,0,0,0,782,79,36,125,86,54,46,8,132,160,20,20,0,1,2,3,1,3,3,1
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Boaz-Jachinschool,0302::SB10,,1531,1095,1,2,0,0,0,926,172,0,0,0,0,0,0,1098,53,5,80,38,18,11,5,82,775,17,6,1,2,1,0,1,0,0,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dislocatie Da Costaschool Elspeet,0302::SB11,,1637,1173,0,0,0,0,1,1010,162,0,0,0,0,0,0,1173,45,7,101,26,24,10,7,105,827,13,4,0,0,0,1,2,0,1,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Dorpshuis ""De Wieken""",0302::SB12,,1519,818,1,0,0,0,0,726,93,0,0,0,0,0,0,819,126,19,144,96,27,48,15,145,159,22,8,0,0,0,5,0,3,1,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Dorpshuis ""Horsterhoek""",0302::SB13,,577,307,1,1,0,0,0,278,31,0,0,0,0,0,0,309,67,19,56,27,25,25,7,22,22,27,5,1,0,1,2,0,1,0,0
Arnhem,Nunspeet,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Zorgcentrum ""Seewende""",0302::SB14,,1358,768,2,1,0,0,0,688,83,0,0,0,0,0,0,771,86,13,136,83,11,24,6,156,235,6,4,0,0,0,2,2,4,0,0
