contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ontmoet Anna,0938::SB1,6231 CN,1431,777,0,3,0,0,0,693,87,0,0,0,0,0,0,780,67,163,145,57,68,47,127,33,23,34,12,1
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Recreatieruimte Montfortanenplein,0938::SB2,6231 DZ,1144,375,2,0,0,0,0,338,39,0,0,0,0,0,0,377,59,78,37,31,52,11,34,18,12,27,16,0
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gem.schapshuis De Stip,0938::SB3,6231 HG,1023,641,3,2,0,0,0,581,65,0,0,0,0,0,0,646,123,120,56,44,83,18,60,30,21,61,20,5
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Ontmoetingscentrum de Ketel,0938::SB4,6231 GH,1023,453,5,3,0,0,0,405,56,0,0,0,0,0,0,461,116,55,31,36,89,26,26,22,12,27,13,0
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau gemeenschapshuis de Koel,0938::SB6,6231 BP,1359,552,0,3,0,0,0,516,39,0,0,0,0,0,0,555,120,67,49,42,102,23,50,18,24,46,10,1
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Scoutinggebouw Bunde,0938::SB12,6241 GA,1039,582,3,0,0,0,0,507,78,0,0,0,0,0,0,585,86,85,147,36,65,27,95,18,12,2,9,0
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum de Wilgenhof,0938::SB13,6241 BH,1200,717,5,1,0,0,0,658,65,0,0,0,0,0,0,723,94,187,82,42,97,26,77,57,12,23,17,3
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zalencentrum De Auw Kerk Limited,0938::SB14,6241 CR,1176,654,1,0,0,0,0,581,74,0,0,0,0,0,0,655,115,93,110,39,89,22,101,23,28,10,21,3
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Woonbegeleidingsvorm Aan de Pas,0938::SB15,6241 CT,1232,341,1,2,0,0,1,307,36,0,0,0,0,0,0,344,49,66,38,26,42,20,58,12,9,4,16,1
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau zaal 't Wapen van Geulle,0938::SB16,6243 BN,1273,646,0,2,0,0,0,579,69,0,0,0,0,0,0,648,81,102,67,34,65,28,65,43,19,13,129,0
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum  Avé Maria,0938::SB17,6243 AG,1194,603,6,0,0,1,0,531,77,0,0,1,0,0,0,608,87,152,64,27,76,26,47,16,17,6,82,3
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis D'n Huppel,0938::SB21,6235 AC,1176,635,0,0,0,0,0,565,70,0,0,0,0,0,0,635,95,182,90,22,73,21,73,24,23,6,25,1
Maastricht,Meerssen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool de Triangel,0938::SB22,6235 BP,1090,541,1,0,0,0,0,490,52,0,0,0,0,0,0,542,106,142,65,26,76,16,45,31,14,6,9,5
