contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeentehuis Horst a/d Maas (Horst),1507::SB1,,2692,1217,4,2,0,0,0,1053,170,0,0,0,0,0,0,1223,128,326,136,96,258,35,140,52,26,12,4,4
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Verzorgingshuis Berkele Heem (Horst),1507::SB2,,2015,854,2,2,0,0,1,741,116,0,0,0,0,0,0,858,82,338,100,52,130,17,81,35,10,2,6,1
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau OJC Niks (Horst),1507::SB3,,2671,1101,7,4,1,0,1,971,142,0,1,0,2,0,0,1114,134,252,131,89,255,38,110,34,33,12,6,7
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Lèste Geulde (Horst),1507::SB4,,1560,842,9,1,0,1,0,769,84,0,0,0,1,0,0,853,109,282,111,55,126,27,77,34,9,5,6,1
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kantine Dendron Sporthal (Horst),1507::SB5,,878,466,6,0,0,0,0,416,56,0,0,0,0,0,0,472,59,163,31,30,91,11,40,14,14,2,8,3
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Woonz.compl. Aan de Brug (America),1507::SB6,,1606,718,0,4,0,1,0,624,99,0,0,0,1,0,0,723,85,288,77,32,112,6,48,47,9,4,9,1
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gem.huis 'De Zaal' (Griendtsveen),1507::SB7,,421,215,1,1,0,0,0,194,24,0,1,0,1,0,0,218,19,32,23,15,46,14,13,43,9,1,0,0
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zaal Debije (Hegelsom),1507::SB8,,1462,671,5,1,0,0,0,583,94,0,0,0,0,0,0,677,65,295,77,24,94,19,45,30,10,6,5,1
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau MFC de Zwingel (Melderslo),1507::SB9,,1553,676,1,2,0,3,0,596,86,0,0,0,3,0,0,682,115,256,99,32,84,9,42,20,12,3,3,1
Venlo,Horst aan de Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gem. huis 'De Meulewiek' (Meterik),1507::SB10,,1162,576,0,0,0,0,0,496,80,0,0,0,0,0,0,576,57,266,71,25,75,18,25,17,11,3,5,3
