contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Verenigingsgebouw De Wurf,0532::SB1,1614 SH,1845,827,3,0,0,0,0,764,66,0,0,0,0,0,0,830,195,43,104,57,54,265,17,12,28,32,7,0,1,8,4
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Dorpshuis De Stek,0532::SB2,1613 LA,1849,837,3,1,0,0,0,772,76,0,7,0,7,0,0,848,236,60,89,102,60,148,22,25,11,32,26,5,0,15,6
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,0532::SB3,1611 KW,1515,848,3,3,0,1,0,771,84,0,0,0,1,0,0,855,134,69,101,72,123,161,36,28,39,38,16,8,1,14,8
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Basisschool De Klimop,0532::SB4,1611 JH,1820,883,0,2,0,2,1,798,88,0,0,0,2,0,0,887,237,70,124,95,65,152,22,20,23,40,16,2,2,10,5
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Stichting Het Vereenigingsgebouw,0532::SB5,1611 AM,1768,753,5,4,0,0,0,686,76,0,0,0,0,0,0,762,173,49,89,72,89,159,19,16,28,31,15,1,0,11,1
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau 't Vierspan locatie De Wendel,0532::SB6,1611 XE,1541,594,1,1,0,0,0,546,50,0,0,0,0,0,0,596,71,42,98,58,116,75,11,23,23,37,14,4,0,18,4
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau St. Peuterspeelzalen Kiddy World,0532::SB7,1611 ZB,1225,606,6,3,0,0,0,559,56,0,0,0,0,0,0,615,90,41,98,65,108,76,16,19,29,32,16,3,0,7,6
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau SBO 't Palet Bovenkarspel,0532::SB8,1611 WS,1727,711,4,4,0,0,0,669,50,0,0,0,0,0,0,719,85,60,119,73,131,74,27,26,41,35,19,4,1,11,5
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau R.K. Jenaplan Basisschool De Hussel,0532::SB9,1613 AL,1602,690,4,6,0,0,0,651,49,0,0,0,0,0,0,700,100,71,127,68,106,69,17,25,40,29,17,9,0,10,2
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau 't Vierspan locatie De Woud,0532::SB10,1613 EV,1452,611,3,2,0,0,0,567,49,0,0,0,0,0,0,616,90,55,95,73,105,64,28,24,15,28,13,2,1,13,5
Den Helder,Stede Broec,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Mobiel stembureau,0532::SB11,,0,68,0,0,0,0,0,65,3,0,0,0,0,0,0,68,6,6,4,3,6,28,3,0,7,4,1,0,0,0,0
