contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Stadskantoor,0385::SB1,1132 KN,1774,978,2,3,0,0,0,813,170,0,0,0,0,0,0,983,91,18,311,18,26,434,20,18,2,28,4,1,0,6,1
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Basisschool De Spinmolen,0385::SB2,1132 AB,2108,881,2,3,0,0,0,758,128,0,0,0,0,0,0,886,72,13,334,17,24,358,10,21,4,14,6,1,1,4,2
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Basisschool De Springplank,0385::SB3,1132 BR,2297,1024,2,2,0,0,0,847,181,0,0,0,0,0,0,1028,116,12,352,24,25,435,18,11,1,10,2,3,0,9,6
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Basisschool De Zuidwester,0385::SB4,1132 XS,1550,798,0,2,0,0,0,700,100,0,0,0,0,0,0,800,48,23,255,11,20,389,13,12,5,17,1,0,0,3,1
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau St. Vincentiusschool,0385::SB5,1131 BJ,1657,724,0,0,0,0,3,623,98,0,0,0,0,0,0,724,62,16,260,18,17,292,19,9,8,10,7,4,1,0,1
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Koninklijke Vereniging Sint Jozef,0385::SB6,1131 DX,1603,668,0,4,1,0,0,597,76,0,0,0,1,0,0,673,61,20,159,28,37,297,21,12,5,13,5,1,0,4,5
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum St Nicolaashof,0385::SB7,1131 GT,1586,608,5,2,0,0,2,537,76,0,0,0,0,0,0,615,44,10,168,19,17,292,20,7,4,16,5,1,1,3,1
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau St. Petrusbasisschool,0385::SB8,1131 KX,1585,870,3,6,0,0,0,749,130,0,0,0,0,0,0,879,126,13,270,21,16,363,7,12,4,25,7,0,0,3,3
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Tennisvereniging Dijkzicht,0385::SB9,1131 RC,1597,730,3,0,0,0,0,620,113,0,0,0,0,0,0,733,82,12,219,14,27,303,11,19,4,17,9,2,1,6,4
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau OBS De Piramide,0385::SB10,1135 JE,1572,704,2,7,0,0,0,641,72,0,0,0,0,0,0,713,89,76,143,65,99,90,55,23,11,28,6,1,3,9,6
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Bibliotheek Edam,0385::SB11,1135 GP,1466,882,3,2,1,0,0,793,93,0,0,1,0,0,0,886,186,92,98,104,68,134,78,46,20,31,13,3,0,6,3
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Stadhuis,0385::SB12,1135 BK,1166,994,11,2,0,0,1,893,113,0,0,0,0,0,0,1007,185,139,61,141,117,87,131,64,13,19,16,4,0,7,10
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Singel,0385::SB13,1135 VT,1304,606,1,0,0,0,0,524,83,0,0,0,0,0,0,607,157,58,79,69,45,64,68,20,10,15,5,3,0,8,5
Den Helder,Edam-Volendam,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Blokwhere,0385::SB14,1132 NA,1135,300,0,0,0,0,0,250,50,0,0,0,0,0,0,300,49,4,107,9,4,102,3,7,1,4,1,5,0,2,2
