contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Zorgcentrum MMP, Kerkplein 3, Gendringen",1509::SB1,7081 BZ,1785,794,0,1,0,0,0,720,75,0,0,0,0,0,0,795,136,47,179,91,163,87,11,18,3,13,16,1,0,0,16,3,6,4,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Sportzaal Prinsenhof, Prinsenhof 2A, Gendringen",1509::SB2,7081 DG,1749,847,2,3,0,0,0,767,85,0,0,0,0,0,0,852,113,87,199,89,150,90,23,14,5,21,25,0,1,1,19,2,7,1,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau DRU Cultuurfabriek, Hutteweg 24, Ulft",1509::SB3,7071 BV,1680,859,1,1,0,0,0,785,76,0,0,0,0,0,0,861,102,120,126,79,185,116,21,4,1,25,38,2,2,0,25,6,5,2,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau RK Basisschool Mariaschool, Neptunus 8, Ulft",1509::SB4,7071 VG,1614,814,3,1,0,1,0,749,70,0,0,0,1,0,0,819,110,104,120,95,137,127,20,11,0,20,34,0,0,0,26,1,7,2,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Clubgebouw De Eendracht, Dr. Ariënsstraat 5A, Ulft",1509::SB5,7071 AH,1673,624,0,3,0,0,2,566,59,0,0,0,0,0,0,627,83,63,105,92,134,81,11,6,0,10,22,1,1,0,7,4,1,3,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau RK Basisschool de Dobbelsteen, Hofstraat 23, Ulft",1509::SB6,7071 KA,1626,670,4,2,0,0,0,620,56,0,0,0,0,0,0,676,95,62,107,102,123,90,12,7,0,16,32,0,0,2,14,2,1,3,2
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Gildegebouw, Woldenburgseweg 1, Netterden",1509::SB7,7077 AG,374,215,1,2,0,0,0,198,20,0,0,0,0,0,0,218,39,10,60,33,14,27,5,0,0,9,8,0,0,0,9,1,0,0,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau De Glazeren Kast, Oudekerkstraat 2, Etten",1509::SB8,7075 AB,1477,766,0,0,0,0,0,730,37,0,1,0,1,0,0,767,126,47,232,82,89,67,17,9,2,22,32,1,0,1,24,11,1,2,1
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Gemeenschapshuis 't Dorpshuus, Hoofdstraat 29A, Varsselder",1509::SB9,7076 AG,600,300,3,1,0,0,0,280,24,0,0,0,0,0,0,304,40,19,104,34,28,41,1,1,0,11,4,0,1,0,13,1,1,1,0
Arnhem,Oude IJsselstreek,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Café-Restaurant Koenders, Terborgseweg 61, Breedenbroek",1509::SB10,7084 AB,790,422,2,0,0,0,0,374,50,0,0,0,0,0,0,424,74,12,197,21,40,30,8,9,1,4,8,0,0,0,15,3,0,0,0
