contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Graafzicht,1927::SB1,2971 AC,2021,1252,2,3,0,0,0,1102,155,0,0,0,0,0,0,1257,136,35,76,211,47,40,10,209,448,21,15,1,0,2,0,1
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Verenigingsgebouw Trefpunt,1927::SB2,2969 AN,1606,988,0,3,0,0,0,871,120,0,0,0,0,0,0,991,122,52,70,176,29,39,4,181,284,11,12,5,0,0,1,2
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Boerenklaas, Graafstroomzaal",1927::SB3,2974 BD,1755,1045,1,3,0,0,0,877,172,0,0,0,0,0,0,1049,120,62,59,258,36,44,14,216,188,21,16,4,0,3,0,4
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 't Wingerds Hof,1927::SB4,3366 BD,514,356,0,0,0,0,0,317,39,0,0,0,0,0,0,356,39,9,22,70,12,11,6,69,98,11,6,0,0,1,0,2
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dorpshuis Ottoland,1927::SB5,2975 BV,670,462,0,3,0,0,0,403,62,0,0,0,0,0,0,465,63,19,35,170,10,11,6,67,63,6,10,0,0,0,0,2
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Multistee,1927::SB6,2977 AB,675,472,0,2,0,0,0,425,49,0,0,0,0,0,0,474,67,25,27,136,23,15,14,71,78,3,9,1,0,0,0,3
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Hof van Ammers,1927::SB7,2964 BC,1570,1126,4,0,0,0,0,1007,123,0,0,0,0,0,0,1130,169,59,96,206,35,39,14,181,252,40,20,3,0,3,1,8
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sporthal De Reiger,1927::SB8,2964 AV,1557,748,1,2,0,0,0,647,104,0,0,0,0,0,0,751,127,24,77,107,36,39,7,132,152,22,14,4,1,1,0,5
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Vijverhof,1927::SB9,2965 CG,1100,686,1,0,0,0,0,605,82,0,0,0,0,0,0,687,117,52,67,143,50,34,3,116,77,7,12,1,1,0,0,6
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Koningskerk,1927::SB10,2967 EG,1234,753,0,1,0,0,0,664,91,0,0,0,1,0,1,755,113,46,81,133,35,36,9,151,110,23,10,0,0,0,0,6
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Strevenaer,1927::SB11,2959 BJ,1823,1045,1,0,0,0,1,921,124,0,0,0,0,0,0,1046,136,115,88,167,59,44,12,132,240,21,19,4,0,2,1,5
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ontmoetingskerk,1927::SB12,2957 CH,1711,966,3,1,0,0,0,820,150,0,0,0,0,0,0,970,55,43,53,107,45,33,8,145,433,20,17,1,0,0,0,6
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcomplex 't Waellant,1927::SB13,2957 NH,1644,922,2,5,0,0,0,823,106,0,0,0,0,0,0,929,87,59,71,123,48,35,9,177,280,14,15,2,1,0,0,1
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Sporthal De Klipper,1927::SB14,2957 EM,1405,905,4,2,0,0,0,824,94,0,0,0,7,0,0,918,44,88,95,88,65,25,13,141,290,33,17,0,0,5,0,1
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bredeschool,1927::SB15,2957 RK,1318,943,0,2,0,0,0,813,132,0,0,0,0,0,0,945,54,54,104,62,60,46,9,140,363,15,23,3,0,1,1,8
Dordrecht,Molenwaard,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Partycentrum De Klok,1927::SB16,2961 AK,587,343,0,1,0,0,0,306,38,0,0,0,0,0,0,344,34,33,26,36,30,20,5,49,74,5,21,2,1,1,0,6
