contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0502::SB1,2903 AR,1136,728,5,1,0,0,0,638,96,0,0,0,0,0,0,734,99,71,86,70,71,101,10,39,119,24,31,3,0,2,2
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0502::SB2,2903 AR,1363,627,4,5,0,0,0,553,83,0,0,0,0,0,0,636,88,63,90,51,55,79,11,43,94,30,19,1,1,2,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vergaderzaal,0502::SB3,2902 TA,1802,667,0,5,0,0,0,599,73,0,0,0,0,0,0,672,121,46,95,73,78,67,17,40,39,51,31,3,1,3,2
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum De Rozenburcht,0502::SB4,2902 BW,1808,1012,9,2,0,0,0,905,118,0,0,0,0,0,0,1023,161,95,157,100,91,99,25,59,130,57,32,3,0,3,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nieuwe Westerkerk,0502::SB5,2902 CT,1422,554,1,1,0,0,0,506,50,0,0,0,0,0,0,556,89,51,100,69,42,37,6,31,66,45,14,0,0,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau PCB ""De Horizon""",0502::SB6,2903 TJ,1460,557,3,2,0,0,0,489,73,0,0,0,0,0,0,562,45,56,114,47,71,52,8,46,63,25,24,4,1,1,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Verzorgingshuis ""De Vijverhof""",0502::SB7,2903 RJ,2183,978,7,3,0,1,0,886,103,0,0,0,1,0,0,989,118,105,115,114,117,55,15,84,147,69,28,4,0,6,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Woonzorgcentrum ""d'Amandelhof""",0502::SB8,2903 RL,1512,556,3,3,0,0,0,499,63,0,0,0,0,0,0,562,46,74,82,43,50,38,16,33,128,22,19,1,0,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Verzorgingshuis""De Roo van Capelle""",0502::SB9,2904 XM,1159,565,4,2,0,0,0,517,54,0,0,0,0,0,0,571,82,43,82,52,81,65,17,28,39,43,28,1,0,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Senioren Residentie ""IJsselzicht""",0502::SB10,2904 AE,1636,960,3,1,0,0,0,855,109,0,0,0,0,0,0,964,255,94,118,114,62,136,30,26,44,30,47,0,0,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Wijkcentrum ""De  Trefterp""",0502::SB11,2904 EN,1509,543,1,4,0,0,0,502,46,0,0,0,0,0,0,548,81,49,117,48,71,62,22,18,15,25,29,1,3,2,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau PCB ""De Horizon""",0502::SB12,2904 SC,1632,839,6,2,0,0,0,756,91,0,0,0,0,0,0,847,158,91,138,87,96,109,25,27,22,42,31,7,1,5,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Kerkelijk Centrum ""De Gaarde""",0502::SB13,2905 NP,1550,790,3,4,0,1,0,717,81,0,0,0,1,0,0,798,112,64,146,69,103,106,31,31,22,63,36,2,0,5,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Buurtcentrum ""De Trefhoek""",0502::SB14,2905 TW,1507,320,0,0,0,0,0,285,35,0,0,0,0,0,0,320,34,30,66,16,54,51,11,9,8,21,13,3,2,1,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Serre,0502::SB15,2905 XT,1842,552,4,5,0,0,0,514,47,0,0,0,0,0,0,561,30,67,128,40,110,30,7,18,11,66,37,4,0,3,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau PCB ""Sjalomschool""",0502::SB16,2907 NB,1904,682,0,3,0,0,0,621,64,0,0,0,0,0,0,685,85,71,162,52,81,84,17,30,21,25,47,3,0,3,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Wooncomplex ""Spinoza""",0502::SB17,2907 KE,1901,578,3,5,0,0,0,540,46,0,0,0,0,0,0,586,57,77,135,36,98,44,26,18,3,34,40,2,2,6,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ontmoetingsruimte De Vogeltuinen,0502::SB18,2908 CC,1509,564,1,1,0,1,0,505,62,0,0,0,1,0,0,567,81,54,107,45,97,51,18,34,12,35,19,5,2,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Ontmoetingsruimte De Vogeltuinen,0502::SB19,2908 CC,1392,568,3,0,0,0,0,511,60,0,0,0,0,0,0,571,73,71,116,46,80,78,15,15,12,31,27,1,0,2,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Serviceflat ""Bermensteyn"",",0502::SB20,2907 GH,1308,633,5,6,0,0,0,579,66,0,1,0,1,0,0,645,76,76,103,57,84,77,21,55,11,39,28,3,1,1,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurtcentrum (hoofdingang),0502::SB21,2907 BD,1611,606,2,1,0,0,0,547,62,0,0,0,0,0,0,609,82,62,121,35,78,86,25,28,8,39,34,2,1,5,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurtcentrum (hoofdingang),0502::SB22,2907 BD,1417,613,3,2,0,0,0,547,71,0,0,0,0,0,0,618,77,68,119,49,76,67,24,33,13,45,35,3,0,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Ref.basisschool ""Rehoboth""",0502::SB23,2907 TK,1742,566,2,1,0,0,0,510,59,0,0,0,0,0,0,569,75,44,118,26,86,61,17,39,28,30,32,2,1,5,2
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Kerkgebouw "" De Voorhof""",0502::SB24,2907 LA,1161,546,1,3,0,0,0,475,75,0,0,0,0,0,0,550,116,19,61,59,23,56,15,47,122,8,13,0,1,5,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schenkelkerk,0502::SB25,2906 LA,1553,737,1,2,0,0,0,632,108,0,0,0,0,0,0,740,77,45,96,66,69,45,7,44,232,30,24,0,0,2,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Serviceflat ""Schinckelhove""",0502::SB26,2906 AA,1380,682,5,0,1,1,0,627,61,0,0,0,1,0,0,688,56,62,88,76,106,75,16,39,87,47,28,2,0,0,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau IJsselland Ziekenhuis,0502::SB27,2906 RN,1209,674,1,2,0,0,0,611,66,0,0,0,0,0,0,677,124,71,68,66,50,80,28,81,39,33,32,1,0,0,1
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Verpleeghuis ""Rijckehove""",0502::SB28,2901 HM,1817,921,1,3,0,0,0,806,119,0,0,0,0,0,0,925,212,87,137,86,79,131,24,45,41,38,33,2,2,4,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau Chr.basisschool ""De Fontein""",0502::SB29,2901 CN,1894,913,0,1,0,0,0,775,139,0,0,0,0,0,0,914,168,72,155,79,76,111,16,78,89,37,27,2,0,3,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,"Stembureau O.B.S. ""West""",0502::SB30,2901 GA,1690,825,3,2,1,0,0,701,130,0,0,0,1,0,0,831,164,104,107,83,54,143,26,43,29,37,33,0,2,0,0
Leiden,Capelle aan den IJssel,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Moriakerk,0502::SB31,2901 AJ,1758,716,5,2,0,2,0,591,130,0,0,2,0,0,0,721,112,55,130,46,62,71,15,32,150,19,20,1,1,1,1
