contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Menaam 1,1908::SB1,9036 MG,1193,734,1,2,0,0,0,672,65,0,0,0,0,0,0,737,128,141,84,106,69,101,14,16,45,0,9,18,0,3
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dronryp 1,1908::SB2,9035 AZ,1517,995,1,0,0,0,0,916,80,0,0,0,0,0,0,996,167,220,153,108,57,98,56,32,70,2,14,17,1,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dronryp 2,1908::SB3,9035 AJ,1096,546,4,1,0,0,0,509,42,0,0,0,0,0,0,551,98,140,56,63,41,43,22,17,47,3,7,9,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Berltsum 1,1908::SB4,9041 EC,1014,557,3,3,0,0,0,531,32,0,0,0,0,0,0,563,69,176,40,96,39,45,25,10,32,1,10,13,0,1
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Berltsum 2,1908::SB5,9041 AR,891,408,4,2,0,0,0,384,30,0,0,0,0,0,0,414,36,133,32,65,48,44,15,7,15,4,4,5,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bitgum,1908::SB6,9044 MD,609,332,0,1,0,0,1,312,20,0,0,0,0,0,0,333,59,52,42,60,29,39,14,10,16,0,6,5,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bitgummole,1908::SB7,9045 PE,704,382,4,1,0,0,0,364,23,0,0,0,0,0,0,387,71,84,26,70,29,43,22,12,11,1,9,4,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Marsum,1908::SB8,9034 GZ,830,507,1,1,1,0,0,459,49,0,0,1,0,0,0,508,133,39,43,79,33,61,11,21,40,10,17,20,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Deinum,1908::SB9,9033 WT,762,469,2,1,0,0,0,437,35,0,0,0,0,0,0,472,115,71,40,66,22,47,17,28,30,1,16,13,0,3
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Skingen,1908::SB10,8816 HT,146,97,1,0,0,0,0,92,6,0,0,0,0,0,0,98,30,10,6,16,3,7,0,8,11,0,5,1,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Wier,1908::SB11,9043 VP,167,96,0,0,0,0,0,83,13,0,0,0,0,0,0,96,24,8,16,23,12,5,2,0,3,0,2,1,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ingelum,1908::SB12,9038 TG,308,185,1,0,0,0,0,177,9,0,0,0,0,0,0,186,46,23,12,31,6,28,15,4,7,0,7,6,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Boksum,1908::SB13,9031 XW,383,252,0,1,0,0,1,233,19,0,0,0,0,0,0,253,39,57,19,47,14,19,3,15,22,1,15,1,0,0
,Menameradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Menaam 2,1908::SB14,9036 JC,885,477,2,2,0,0,0,451,30,0,0,0,0,0,0,481,105,104,30,67,32,46,26,7,39,0,8,13,0,0
