contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stadhuis,0243::SB1,3841 AA,1351,556,2,0,70,0,1,546,81,0,0,0,70,0,0,628,91,58,82,50,41,71,18,71,13,24,29,0,0,1,2,2,3,0,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stadhuis,0243::SB2,3841 AA,1334,897,2,2,68,0,0,717,116,0,0,68,0,0,0,833,142,86,126,87,104,119,30,95,27,42,17,0,3,1,2,1,8,6,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Houtkamp (De Veste),0243::SB3,3848 DP,2752,566,3,0,0,0,0,500,69,0,0,0,0,0,0,569,137,45,98,33,32,75,22,71,19,14,11,0,1,0,2,2,1,3,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Const. Huygenslaan (Dom. Savio),0243::SB4,3842 HA,1735,767,1,3,0,2,0,704,69,0,0,0,2,0,0,773,109,65,138,83,54,78,17,113,39,22,33,3,0,1,4,3,3,0,2
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Bosb. Toussainstr. (Al Islaah),0243::SB5,3842 ZZ,1182,495,3,3,1,0,0,443,59,0,0,0,1,0,0,502,70,80,95,51,27,49,10,65,13,13,13,2,0,0,0,2,2,2,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Const. Huygenslaan (Dom. Savio),0243::SB6,3842 HA,1836,688,2,3,5,0,0,602,86,0,0,5,0,0,0,688,104,70,119,74,47,62,17,119,36,13,21,3,0,0,1,0,2,0,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Deventerweg (De Delta),0243::SB7,3843 GC,1722,740,3,7,3,1,0,670,76,0,0,4,0,0,0,746,90,89,104,95,59,56,16,126,39,22,26,1,0,1,2,2,8,4,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Houtkamp (De Veste),0243::SB8,3841 XC,0,594,1,0,0,2,2,519,72,0,0,2,0,0,0,593,124,54,115,51,41,76,30,49,15,13,19,0,0,0,3,0,2,2,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Deventerweg (De Delta),0243::SB9,3843 GC,1933,655,3,2,0,0,0,594,69,0,0,0,3,0,0,663,75,59,104,81,51,53,26,125,25,19,15,1,5,1,3,2,5,5,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Basisschool ""Willem Alexander""",0243::SB10,3843 BG,1605,849,3,4,0,0,0,786,70,0,0,0,0,0,0,856,126,71,182,75,58,71,43,131,33,24,26,0,0,1,1,1,3,2,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gebouw van het Leger des Heils,0243::SB11,3844 BD,1393,872,0,0,0,0,0,796,77,0,1,1,0,0,0,873,155,77,158,71,50,115,45,112,22,36,13,0,3,0,1,5,7,1,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Vliepad (Het Baken),0243::SB12,3844 EL,1034,574,4,2,2,0,0,517,65,0,0,0,2,0,0,582,59,58,70,78,63,61,24,98,19,17,14,1,1,0,2,3,3,2,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Vliepad (Het Baken),0243::SB13,3844 EL,1568,402,1,3,4,0,0,357,45,0,0,0,0,0,0,402,38,43,55,43,37,37,28,67,15,16,14,2,1,0,1,3,1,0,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportzaal Stadsweiden,0243::SB14,3844 HZ,1264,860,0,0,1,0,0,757,102,0,0,1,0,0,0,859,137,85,104,59,93,106,53,147,16,25,23,1,0,0,4,2,5,0,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportzaal Stadsweiden,0243::SB15,3844 HZ,1650,844,2,2,0,2,1,753,96,0,0,0,2,0,0,850,106,98,121,72,76,99,49,134,17,28,26,1,2,0,5,1,7,1,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Sporthal ""De Rumels""",0243::SB16,3849 BM,2369,685,2,3,0,0,0,616,82,0,0,0,0,0,0,698,147,20,137,75,15,44,12,110,77,19,16,3,3,0,2,1,3,1,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Sporthal ""De Rumels""",0243::SB17,3849 BM,0,466,1,2,0,0,0,403,66,0,0,0,0,0,0,469,90,21,112,35,5,33,8,92,51,5,12,0,0,0,0,1,0,1,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Bosb. Toussainstr. (Al Islaah),0243::SB18,3842 ZZ,1512,403,0,0,0,0,0,355,48,0,0,0,0,0,0,403,50,41,68,46,25,41,6,68,26,7,15,0,4,0,1,0,2,2,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Hervormde kerk ""Het Visnet""",0243::SB19,3848 DE,1472,534,1,1,0,3,0,484,49,0,0,3,0,0,0,533,88,41,129,48,24,45,13,106,19,5,11,2,0,0,1,0,1,1,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Biezenplein (Alfons Ariens),0243::SB20,3845 KA,1506,628,1,1,0,0,0,541,83,0,0,4,0,0,0,624,151,35,123,46,31,62,21,104,14,14,16,1,2,1,2,2,2,1,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportzaal Drielanden (De Bogen),0243::SB21,3845 GC,1722,1079,3,0,0,0,0,936,148,0,0,0,2,0,0,1084,254,95,141,96,63,114,23,171,27,32,34,4,3,1,6,4,4,3,4
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sportzaal Drielanden (De Bogen),0243::SB22,3845 GC,1439,959,2,1,0,0,0,840,123,0,0,0,1,0,0,963,220,78,164,79,67,113,26,124,25,28,14,1,2,0,3,4,7,4,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gymzaal Biezenplein (Alfons Ariens),0243::SB23,3845 KA,1862,462,0,0,0,0,0,400,62,0,0,0,0,0,0,462,102,50,83,34,20,60,12,69,11,10,7,0,0,0,1,0,1,2,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Mobiel stembureau 1,0243::SB24,,0,187,1,1,0,0,0,179,10,0,0,0,0,0,0,189,33,18,48,14,13,18,6,22,3,7,1,1,1,0,1,0,0,0,1
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Mobiel stembureau 2,0243::SB25,,0,261,1,0,0,0,0,245,17,0,0,0,0,0,0,262,32,11,53,34,20,26,5,47,14,9,7,0,0,0,0,1,0,2,0
Arnhem,Harderwijk,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Hervormde kerk ""Het Visnet""",0243::SB26,3848 DE,0,547,1,0,0,0,0,500,47,0,0,1,0,0,0,547,95,36,122,46,20,44,10,120,19,13,14,0,0,1,3,0,3,1,0
