contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stadhuis ingang Raadhuisplein,0917::SB1,,2065,1199,3,3,0,0,3,1092,111,0,0,0,1,0,0,1206,164,188,131,141,247,68,107,31,66,30,25,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Douvenrade,0917::SB2,,931,468,1,0,0,0,48,420,0,0,0,1,0,0,0,468,62,145,57,24,69,12,44,24,12,9,9,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Trefcentrum 't Loon,0917::SB4,,2071,803,3,4,0,0,0,728,82,0,0,0,0,0,0,810,161,96,37,63,261,19,57,38,45,18,7,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stichting Open Huis,0917::SB6,,1549,746,6,3,0,0,0,704,51,0,0,0,0,0,0,755,107,147,80,65,147,24,80,44,24,10,17,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Bernardinuscollege,0917::SB7,,1644,783,2,4,0,0,0,698,91,0,0,0,0,0,0,789,42,107,146,110,92,56,168,24,20,4,14,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool St. Tarcisius,0917::SB10,,1597,790,3,4,0,0,0,743,55,0,0,0,1,0,0,798,65,110,71,96,191,50,134,17,36,11,9,0
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau MEE Zuid-Limburg,0917::SB11,,924,529,4,0,0,0,0,460,71,0,0,2,0,0,0,531,34,123,96,57,59,26,75,24,14,5,15,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum St. Anna,0917::SB12,,1873,979,4,0,0,0,0,900,85,0,0,0,2,0,0,985,118,211,120,94,170,40,123,36,48,4,14,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Plataan,0917::SB14,,380,103,1,0,0,0,0,89,15,0,0,0,0,0,0,104,13,25,13,7,14,5,12,2,7,3,1,1
Maastricht,Heerlen,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Oranjehof,0917::SB16,,1735,595,3,1,0,0,0,534,65,0,0,0,0,0,0,599,120,98,32,36,171,11,49,35,21,5,16,1
