contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,1901::SB1,2411 BD,2047,1340,6,3,0,3,1,1203,148,0,0,0,3,0,0,1352,253,88,148,330,40,122,39,95,151,30,29,1,2,12,0
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 'Vijverhof',1901::SB2,2411 AP,1829,752,1,6,0,0,0,685,74,0,0,0,0,0,0,759,110,49,78,219,46,50,18,46,78,37,16,2,0,3,0
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau bij Everts,1901::SB3,2411 CV,1565,976,1,5,0,0,1,864,117,0,0,0,0,0,0,982,172,63,115,189,63,87,41,77,112,21,32,1,0,3,0
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Parochiehuis,1901::SB4,2411 DS,1462,668,2,1,0,0,0,599,72,0,0,0,0,0,0,671,157,34,83,155,35,56,22,34,40,23,21,3,0,5,0
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum 'Rijngaarde',1901::SB5,2411 EV,1477,869,3,1,0,1,1,805,68,0,0,0,1,0,0,874,130,51,89,227,40,64,25,86,101,25,25,1,0,5,0
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Voetbalvereniging ESTO,1901::SB6,2411 LM,1519,641,1,0,0,0,0,571,71,0,0,0,0,0,0,642,101,44,78,94,31,63,27,73,95,15,13,2,0,3,2
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Goede Herderschool,1901::SB7,2411 JL,1667,628,2,5,0,0,0,555,80,0,0,0,0,0,0,635,93,58,70,111,42,54,26,59,85,12,16,0,0,1,1
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau sporthal 'De Sporthoeve',1901::SB8,2411 LG,1582,975,7,2,0,0,0,869,115,0,0,0,0,0,0,984,137,81,84,194,76,112,34,90,100,33,23,2,2,6,1
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 'Hollandse Boerderij',1901::SB9,2411 PK,306,202,0,0,0,0,1,174,27,0,0,0,0,0,0,202,21,12,10,92,20,15,15,5,3,2,6,0,1,0,0
Leiden,Bodegraven-Reeuwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau 't Wierickehuis,1901::SB10,2415 AW,1321,680,0,3,0,3,0,594,92,0,0,0,3,0,0,686,134,23,100,149,21,59,35,56,57,22,13,1,3,4,3
