contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stadhuis,0957::SB1,6041 EM,879,783,5,1,0,0,2,702,85,0,0,0,0,0,0,789,85,102,100,38,86,57,96,17,24,165,10,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Verzorgingscentrum 'RCG',0957::SB2,6041 GC,1388,542,1,2,0,0,0,510,35,0,0,0,0,0,0,545,52,107,61,34,74,30,73,10,17,74,8,2
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Theaterhotel De Oranjerie,0957::SB3,6041 JA,1347,750,7,0,0,0,0,699,58,0,0,0,0,0,0,757,98,105,72,42,111,35,119,15,35,111,3,4
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool 'De Steenen Brug',0957::SB4,6041 LV,1266,753,3,1,0,0,0,686,71,0,0,0,0,0,0,757,58,120,118,46,42,66,136,16,18,120,10,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stichting 'Swalm en Roer',0957::SB5,6041 NB,1567,825,2,7,0,1,0,720,113,0,0,1,0,0,0,833,73,134,164,41,38,50,111,11,18,174,9,2
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Willem de Zwijger,0957::SB6,6042 BL,1529,597,3,4,0,1,0,564,43,0,2,0,3,0,0,607,75,67,45,65,84,61,69,10,18,88,11,4
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkhuis 'de Terp',0957::SB7,6043 RW,1340,315,3,4,0,0,0,290,32,0,0,0,0,0,0,322,48,41,11,16,37,11,16,8,9,109,2,7
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zalencentrum 'De Velderie',0957::SB8,6043 BG,1183,436,2,1,0,0,0,380,59,0,0,0,0,0,0,439,94,24,14,17,40,13,19,10,8,188,5,4
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum 'Roncalli',0957::SB9,6042 BC,1218,471,6,3,0,3,0,439,45,0,0,0,4,0,1,484,75,80,32,26,104,14,31,18,17,66,5,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool 'de Kasteeltuin',0957::SB10,6043 XM,1082,414,0,4,0,0,0,375,43,0,0,0,0,0,0,418,64,56,32,30,55,30,42,14,14,67,8,2
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sporthal Donderberg,0957::SB11,6043 JH,1317,345,2,5,0,0,0,306,46,0,0,0,0,0,0,352,84,25,10,24,34,5,12,6,7,134,1,3
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau BS Vincent van Gogh,0957::SB12,6044 SX,1639,529,0,2,0,2,0,486,47,0,0,0,2,0,0,533,83,67,15,37,60,22,34,12,15,173,3,8
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 't Sjoolpaad',0957::SB13,6045 AL,1464,688,4,3,0,1,2,629,66,0,1,0,2,0,0,697,72,104,52,46,97,52,79,13,24,77,11,61
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stichting Camillus,0957::SB14,6045 CK,924,332,0,1,0,0,0,297,36,0,0,0,0,0,0,333,55,47,18,22,56,21,32,8,9,50,0,14
Venlo,Roermond,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkaccommodatie 'Het Trefpunt',0957::SB15,6045 EJ,929,381,1,0,0,0,0,326,56,0,0,0,0,0,0,382,141,28,9,21,38,14,8,6,8,102,0,6
