contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gemeentehuis,0575::SB1,2201 HW,1185,849,3,0,0,0,0,756,96,0,0,0,0,0,0,852,275,68,92,112,45,139,43,7,8,22,33,0,1,4,0
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Vinkenhof,0575::SB2,2201 EM,1329,669,4,0,0,1,0,611,63,0,0,0,1,0,0,674,179,45,107,126,34,74,22,13,4,31,26,0,2,6,0
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Woonzorgcentrum Jeroen,0575::SB3,2201 KS,1559,695,6,3,0,0,0,635,69,0,0,0,0,0,0,704,171,71,105,83,70,86,27,12,2,38,12,3,1,11,3
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Wieken,0575::SB4,2201 RD,1879,812,1,2,0,0,1,757,57,0,0,0,0,0,0,815,152,77,133,131,76,73,29,22,2,56,42,2,4,11,2
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nortgho Sporthal,0575::SB5,2203 HM,1373,735,3,4,0,1,0,679,64,0,0,0,1,0,0,743,155,74,97,95,78,110,37,15,4,37,20,2,0,11,0
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Schapendel,0575::SB6,2203 GH,1386,688,2,1,0,1,0,621,69,0,0,1,0,0,0,690,163,72,100,109,51,89,18,11,11,31,23,2,0,7,1
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Pastorie Hoofdstraat,0575::SB7,2202 GD,1194,654,2,1,0,0,4,556,97,0,0,0,0,0,0,657,345,21,61,67,6,88,20,8,0,16,13,0,1,8,0
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Trefpunt,0575::SB8,2202 HJ,1337,611,1,1,0,0,0,548,65,0,0,0,0,0,0,613,199,46,82,78,39,64,17,20,8,24,24,3,2,4,1
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zeehonk,0575::SB9,2202 KB,1178,569,0,2,0,0,0,509,62,0,0,0,0,0,0,571,139,63,92,70,48,68,22,13,2,17,27,0,2,6,0
Leiden,Noordwijk,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wakersduin,0575::SB10,2202 SP,1040,606,6,0,0,0,0,561,51,0,0,0,0,0,0,612,154,49,80,96,47,90,21,7,2,34,20,1,0,4,1
