contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Centrum voor zorg&wonen KERKAKKERS,0840::SB1,4715HE,1776,570,0,4,0,1,0,499,76,0,0,0,1,0,0,575,128,136,103,50,27,61,6,27,22,1,0,7,0,2,0
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis deVaart,0840::SB2,4715AH,1859,822,4,0,0,0,0,730,96,0,0,0,0,0,0,826,162,147,171,120,52,55,8,41,32,0,0,27,0,5,2
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis d'n Hoge Dries,0840::SB3,4721AC,1303,560,0,1,0,0,0,484,77,0,0,0,0,0,0,561,113,169,81,50,27,37,17,24,18,0,0,21,1,2,0
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Centrum Jeugd en Gezin,0840::SB4,4714AB,1868,683,0,2,0,0,0,577,108,0,0,0,0,0,0,685,145,59,223,87,27,36,9,39,27,1,0,19,1,9,1
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis de Trapkes,0840::SB5,4714BZ,2029,822,0,0,0,1,0,685,138,0,0,0,1,0,0,823,161,164,226,81,35,39,9,44,33,1,1,19,0,7,2
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sportpark Rood-Wit,0840::SB6,4711AV,2012,584,1,0,0,2,0,469,118,0,0,0,2,0,0,587,64,53,305,68,26,14,5,18,12,0,0,17,1,1,0
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorgcentrum de Vlegter/Kim,0840::SB7,4711EH,2127,783,0,5,0,1,0,624,163,0,0,1,0,0,0,787,78,47,423,91,25,17,5,24,18,0,0,52,0,1,2
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zaal 't Pleintje,0840::SB8,4711JR,2111,617,4,2,0,0,0,490,133,0,0,0,0,0,0,623,34,17,349,74,25,22,5,40,14,0,0,32,1,3,1
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0840::SB9,4715RW,1522,502,1,0,0,0,0,406,97,0,0,0,0,0,0,503,91,44,197,55,24,30,3,19,14,0,0,21,4,0,0
Tilburg,Rucphen,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Steunpunt Mariavaart,0840::SB10,4735AT,1622,618,4,1,0,2,0,552,73,0,0,0,2,0,0,625,122,89,116,102,27,56,21,41,26,0,0,14,0,2,2
