contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Stadhuis,0193::SB1,8011 PK,1558,992,0,3,0,0,0,924,71,0,0,0,0,0,0,995,95,159,192,40,69,208,76,98,4,5,4,42
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau DOC 93,0193::SB2,8019 AL,1754,948,5,0,0,0,0,861,92,0,0,0,0,0,0,953,117,105,208,29,59,181,125,61,7,10,8,38
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum De Nieuwe Haven,0193::SB3,8011 AS,1509,422,6,3,0,0,0,405,26,0,0,0,0,0,0,431,51,54,31,52,52,61,52,43,4,8,3,11
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau GGD IJsselland,0193::SB4,8011 CV,1642,752,2,1,0,0,0,691,64,0,0,0,0,0,0,755,49,116,117,24,49,161,80,100,7,8,6,35
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum De Enk,0193::SB5,8012 VA,1538,1009,4,2,0,18,0,956,77,0,0,0,18,0,0,1033,56,174,76,32,124,170,106,169,7,7,14,74
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Het Mozaïek locatie De Mozadance,0193::SB6,8012 DJ,1381,566,5,0,0,0,0,500,71,0,0,0,0,0,0,571,38,85,43,37,67,111,65,72,3,9,5,31
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum De Molenhof,0193::SB7,8012 EJ,1252,639,1,1,0,0,0,602,39,0,0,0,0,0,0,641,70,104,45,42,84,89,82,71,10,10,1,31
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School Het Veldboeket,0193::SB8,8013 TV,1714,746,4,0,0,1,0,681,70,0,0,0,1,0,0,751,55,106,38,65,157,91,69,82,11,30,9,33
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Vlieger,0193::SB9,8043 RL,1119,425,1,0,0,0,0,372,54,0,0,0,0,0,0,426,49,40,101,19,24,82,73,10,2,6,10,9
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School Aquamarijn,0193::SB10,8021 AG,1498,751,3,4,0,0,2,734,22,0,0,0,0,0,0,758,77,101,90,54,62,113,122,53,11,18,9,41
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Historisch Centrum Overijssel,0193::SB11,8021 WX,1562,691,0,1,0,1,0,640,51,0,0,1,0,0,0,691,73,113,39,71,116,94,73,44,5,16,12,35
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum De Esdoorn,0193::SB12,8021 WB,1673,608,7,3,0,0,0,563,55,0,0,0,0,0,0,618,62,103,61,46,77,62,94,52,9,12,5,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Kerk De Fontein,0193::SB13,8043 NX,1540,924,1,0,0,1,0,828,98,0,0,0,1,0,0,926,95,102,123,71,81,129,194,36,21,32,9,31
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Fermate,0193::SB14,8031 EM,1493,553,1,2,0,0,0,509,47,0,0,0,0,0,0,556,71,105,55,43,85,61,63,20,4,19,8,19
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Wijkcentrum Holtenbroek,0193::SB15,8031 HL,1630,1016,10,2,0,0,0,1003,25,0,0,0,0,0,0,1028,63,174,80,85,164,111,192,69,19,18,8,33
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Scholengem. van der Capellen,0193::SB16,8031 XM,1368,428,3,4,0,1,0,397,39,0,0,0,1,0,0,436,26,82,16,40,65,43,89,17,7,25,2,16
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum De Havezate,0193::SB17,8031 MK,1434,565,1,3,0,0,1,523,45,0,0,0,0,0,0,569,74,89,48,54,66,66,102,19,3,21,7,16
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Gymnasium Celeanum,0193::SB18,8032 EM,1568,521,0,0,0,0,0,491,30,0,0,0,0,0,0,521,65,90,53,36,68,73,58,28,7,21,6,16
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau v.m. De Hoeksteen,0193::SB19,8032 PB,1416,921,2,4,0,1,0,852,74,0,0,1,0,0,0,926,124,141,89,48,129,136,119,55,11,32,12,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Werkschuit,0193::SB20,8032 TK,1548,922,0,4,0,0,2,832,92,0,0,0,0,0,0,926,108,144,98,79,108,133,89,73,6,37,9,38
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School De Wieden,0193::SB21,8033 CS,1378,789,5,0,0,0,0,725,69,0,0,0,0,0,0,794,85,137,78,36,135,115,92,55,5,17,9,25
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Praktijk PRO,0193::SB22,8033 AZ,1218,667,3,1,0,0,1,622,48,0,0,0,0,0,0,671,70,89,59,49,129,73,75,52,8,24,11,28
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woonzorgcentrum Rivierenhof,0193::SB23,8032 HX,1430,867,3,2,0,0,0,811,61,0,0,0,0,0,0,872,138,133,86,59,121,116,86,57,12,25,7,27
,Zwolle,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau School Het Stroomdal,0193::SB24,8032 CG,1732,833,4,2,0,0,0,761,78,0,0,0,0,0,0,839,92,144,76,88,144,94,86,29,16,22,17,25
