contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis Gemert,1652::SB1,5421 CV,1747,963,13,4,0,0,0,868,112,0,0,0,0,0,0,980,123,303,87,170,55,102,40,34,27,0,2,11,2,7
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Het Kunstlokaal,1652::SB3,5421 PN,1791,921,6,4,0,0,0,838,93,0,0,0,0,0,0,931,86,164,149,252,63,86,28,31,37,0,0,18,1,6
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau MFA ""De Samenstroom""",1652::SB5,5421 VA,1988,736,2,1,0,0,0,638,102,1,0,0,1,0,0,740,125,154,87,154,35,90,16,33,24,1,1,15,0,1
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool 't Einder,1652::SB7,5422 AN,1781,756,1,2,0,0,0,664,95,0,0,0,0,0,0,759,95,170,105,154,46,88,24,23,25,0,0,21,2,3
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Berglarenschool,1652::SB9,5421 HW,1616,636,2,1,0,0,0,582,57,0,0,0,0,0,0,639,81,97,108,171,52,68,11,13,21,1,0,12,1,0
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Zorgboogcentrum ""Ruijschenbergh""",1652::SB11,5421 DG,1637,738,5,0,0,1,0,681,63,0,0,0,1,0,0,744,92,162,110,190,53,58,26,20,14,0,1,8,1,3
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Activiteitencentrum De Eendracht,1652::SB13,5421 KC,1765,617,3,2,0,0,0,560,62,0,0,0,0,0,0,622,90,139,88,140,35,64,17,17,20,0,0,5,2,0
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis De Bron,1652::SB101,5423 SL,1452,716,2,4,0,0,0,651,70,0,0,1,0,1,0,721,87,249,86,144,37,49,16,20,17,0,0,10,1,0
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau MFA ""de Sprank"",",1652::SB201,5425 VR,1168,635,2,3,0,0,0,540,100,0,0,0,0,0,0,640,80,290,62,70,28,52,6,15,10,0,1,12,1,8
's-Hertogenbosch,Gemert-Bakel,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,"Stembureau Brede school ""De Dompelaar""",1652::SB301,5424 TS,795,404,1,0,0,0,0,353,52,0,0,0,0,0,0,405,44,205,39,54,10,19,7,4,14,1,0,2,3,2
