contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Gemeentehuis ingang ""Oude Raadhuis""",0203::SB1,3772 ER,863,517,0,2,0,0,0,454,65,0,0,0,0,0,0,519,90,18,88,43,21,31,12,84,102,9,8,3,2,0,1,1,3,1,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Basisschool ""De Bron""",0203::SB2,3771 CS,859,559,0,1,0,0,0,486,74,0,0,0,0,0,0,560,84,14,91,35,17,20,3,95,181,4,11,1,0,2,1,0,0,0,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Appartementencomplex Rumah Maluku,0203::SB3,3771 GR,1623,808,1,2,0,0,0,740,71,0,0,0,0,0,0,811,51,46,117,94,55,37,8,114,222,14,32,1,0,0,3,4,7,1,2
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ontmoetingscentrum Bronveld,0203::SB4,3772 GR,955,515,4,0,0,0,0,467,52,0,0,0,0,0,0,519,41,45,53,80,49,43,6,57,94,16,18,1,0,2,2,2,4,1,1
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Goede Herderkerk,0203::SB5,3772 BL,1372,981,1,3,0,0,0,914,71,0,0,0,0,0,0,985,115,28,134,95,43,76,14,211,204,18,25,2,0,0,5,3,7,0,1
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ds.J. Fraanjeschool loc. De Vesting,0203::SB6,3772 AV,413,274,0,2,0,0,0,236,40,0,0,0,0,0,0,276,19,7,24,23,10,14,2,29,125,6,12,0,0,1,0,0,1,0,1
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Schaffelaartheater ingang Harmonie,0203::SB7,3772 KV,1291,835,1,6,0,0,0,732,110,0,0,0,0,0,0,842,96,33,138,48,27,46,9,81,305,8,31,1,2,0,3,3,3,1,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Basisschool Eben Haëzer,0203::SB8,3772 SR,1257,794,5,2,0,0,0,684,117,0,0,0,0,0,0,801,76,21,96,48,55,46,11,131,282,10,8,0,2,0,3,1,2,2,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Verpleeghuis ""Norschoten""",0203::SB9,3773 AW,743,613,0,0,0,0,0,519,94,0,0,0,0,0,0,613,55,31,67,46,22,20,8,86,247,8,15,1,1,1,2,1,0,1,1
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Daltonschool  ""Lange Voren""",0203::SB10,3773 AT,1300,1134,0,2,0,0,0,1003,133,0,0,0,0,0,0,1136,125,23,170,75,37,80,13,202,355,12,24,1,1,0,6,4,4,2,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Zorgcentrum ""Elim""",0203::SB11,3771 VB,1434,996,1,0,0,0,0,809,188,0,0,0,0,0,0,997,135,21,157,50,22,56,14,157,345,14,11,4,1,1,1,3,3,1,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Zorgcentrum ""Nebo""",0203::SB12,3771 HP,658,695,6,2,0,0,0,633,71,0,0,0,1,0,0,704,128,19,163,47,24,40,15,99,130,7,16,2,3,1,1,0,0,0,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,"Stembureau Ds. J. Fraanjeschool loc.""De Burgt""",0203::SB13,3772 TD,1171,651,2,2,0,0,0,533,122,0,0,0,0,0,0,655,77,13,51,50,12,43,5,143,245,6,2,0,1,0,0,0,3,0,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Tennisbaan De Watermolen,0203::SB14,3772 MB,1847,826,0,2,0,0,0,680,148,0,0,0,0,0,0,828,134,23,123,51,18,60,18,159,211,9,11,0,0,1,0,3,1,4,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Openbare Basisschool De Zandberg,0203::SB15,3771 KV,1630,807,4,2,0,0,0,715,98,0,0,0,0,0,0,813,98,34,148,72,35,69,16,127,183,10,7,0,2,0,3,1,2,0,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gereformeerde Gemeente in Nederland,0203::SB16,3772 PP,1740,916,3,3,0,0,0,774,148,0,0,0,0,0,0,922,90,21,59,40,15,36,6,127,503,9,4,0,1,0,2,0,3,0,0
Arnhem,Barneveld,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Veluwehal Barneveld,0203::SB17,3771 CB,893,512,0,1,0,0,0,438,75,0,0,0,0,0,0,513,83,21,103,39,17,37,4,55,134,1,15,0,0,2,0,0,1,0,0
