contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Voormalig gemeentehuis Gramsbergen,0160::SB14,7783 CG,1668,732,0,1,0,1,0,674,58,0,0,1,0,0,0,732,246,72,91,48,62,45,109,8,15,16,14,6
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau MFC de Binder,0160::SB15,7783 BM,1166,729,2,3,0,0,0,656,78,0,0,0,0,0,0,734,252,91,100,66,56,46,66,14,1,17,16,4
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis De Krim,0160::SB16,7782 RN,1507,648,0,0,0,0,0,581,67,0,0,0,0,0,0,648,167,61,59,105,75,32,71,10,18,29,10,11
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Oude basisschool Ane,0160::SB17,7784 CG,627,356,0,3,0,0,0,328,31,0,0,0,0,0,0,359,158,17,56,33,12,20,35,2,5,5,7,6
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau 't Haarschut Kloosterhaar,0160::SB18,7694 AA,1150,488,1,0,0,0,0,435,54,0,0,0,0,0,0,489,91,61,37,97,64,23,27,4,6,27,42,9
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau 't Uilenest,0160::SB19,7771 AC,1098,583,2,0,0,0,0,541,44,0,0,0,0,0,0,585,176,51,30,65,50,32,125,16,14,14,5,5
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Verenigingsgebouw De Esch,0160::SB20,7771 RD,1336,808,3,4,0,0,0,737,78,0,0,0,0,0,0,815,240,47,52,64,26,60,262,13,14,15,6,9
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Zorgcentrum Clara Feyoenaheem,0160::SB21,7771 TD,1541,950,1,0,0,0,0,838,113,0,0,0,0,0,0,951,179,80,54,76,43,38,371,26,42,21,13,7
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Brede school De Matrix,0160::SB22,7773 DE,1439,745,2,1,0,0,0,651,97,0,0,0,0,0,0,748,167,53,118,64,38,50,179,17,15,23,9,12
,Hardenberg,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Dorpshuis de Heugte Radewijk,0160::SB23,7791 RK,502,276,0,1,0,0,0,240,37,0,0,0,0,0,0,277,123,25,28,21,23,6,12,5,1,8,16,8
