contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Meriant, Locatie Lindestede Wolvega",0098::SB1,8471 KZ,1869,645,7,0,0,0,0,604,48,0,0,0,0,0,0,652,128,128,77,27,81,83,12,22,48,0,10,29,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Lycklama Stins, Wolvega",0098::SB2,8472 AB,1981,877,3,1,0,0,1,812,68,0,0,0,0,0,0,881,134,180,187,27,69,104,28,28,64,5,18,33,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Hotel Wolvega/Holland Inn,0098::SB3,8471 MT,1630,741,5,4,0,0,1,693,56,0,0,0,0,0,0,750,143,129,110,19,80,93,24,32,51,3,15,40,0,2
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Sickenga-Oord, Wolvega",0098::SB4,8471 BS,1510,722,1,4,0,0,0,665,62,0,0,0,0,0,0,727,106,158,97,29,109,95,38,19,37,2,13,18,0,1
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Clubhuis ""Het Wolvennest"", Wolvega",0098::SB5,8471 HH,1516,657,3,1,0,0,0,614,47,0,0,0,0,0,0,661,96,104,87,20,112,107,25,9,43,3,20,31,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Heidepolle""",0098::SB6,8471 VM,1448,622,1,1,0,0,0,581,43,0,0,0,0,0,0,624,88,90,75,32,73,91,35,41,45,5,19,25,0,3
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau 't Polderhuus,0098::SB7,8485 JE,1138,565,0,0,0,0,0,492,73,0,0,0,0,0,0,565,77,90,119,42,49,52,19,40,31,1,23,21,1,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Oldelamer,0098::SB8,8486 GD,284,227,0,1,1,0,0,201,26,0,0,1,0,0,0,227,24,61,74,12,9,12,13,4,7,0,10,1,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Bult"", Ter Idzard",0098::SB9,8476 EN,501,296,0,0,0,0,0,267,29,0,0,0,0,0,0,296,38,85,79,15,15,16,7,10,17,0,7,3,3,1
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Striepe"", Oldeholtpade",0098::SB10,8474 CE,828,472,2,1,0,0,0,437,38,0,0,0,0,0,0,475,66,103,91,20,55,43,15,28,26,1,11,11,1,1
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Multifunctioneel Centrum,0098::SB11,8475 EB,356,219,1,0,0,0,1,199,20,0,0,0,0,0,0,220,60,33,49,3,13,6,6,11,24,0,7,5,0,2
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Dorpshuis ""De Tille"", Boijl",0098::SB12,8392 MA,715,370,0,0,0,0,0,327,43,0,0,0,0,0,0,370,45,41,87,10,37,52,11,26,30,0,19,12,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Openbare Bibliotheek Noordwolde,0098::SB13,8391 BG,1267,611,0,0,0,0,0,559,52,0,0,0,0,0,0,611,104,36,87,14,99,132,29,24,34,3,21,25,0,3
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Clubgebouw vv Zandhuizen,0098::SB14,8389 TH,333,173,1,1,0,0,0,157,18,0,0,0,0,0,0,175,28,11,40,7,15,29,4,5,12,2,15,5,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Velden"", Noordwolde",0098::SB15,8391 KG,698,364,0,1,0,0,2,334,29,0,0,0,0,0,0,365,61,49,50,12,38,49,8,34,23,1,29,9,1,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpscentrum Sonnega-Oldetrijne,0098::SB16,8479 HH,396,248,0,1,0,0,0,220,29,0,0,0,0,0,0,249,17,54,65,14,25,19,17,7,14,0,1,15,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau De Krommestede, Noordwolde",0098::SB17,8391 LH,995,399,1,2,0,0,0,371,32,0,1,0,1,0,0,403,76,39,65,7,69,53,12,21,15,3,17,21,0,1
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau OBS ""De Klaeter"", De Hoeve",0098::SB18,8394 VL,321,209,1,0,0,0,0,196,14,0,0,0,0,0,0,210,47,40,44,4,17,13,7,14,12,0,8,2,0,1
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gebouw ""Het Anker"", Steggerda",0098::SB19,8395 PJ,970,479,5,1,0,0,0,434,51,0,0,0,0,0,0,485,58,135,94,14,43,49,3,19,30,1,12,21,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gebouw 't Centrum, De Blesse",0098::SB20,8397 GC,1056,574,3,2,0,0,0,510,69,0,0,0,0,0,0,579,59,163,115,12,55,69,20,22,22,5,8,20,2,2
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Oosterstreek,0098::SB21,8388 NE,441,217,0,0,0,0,0,187,30,0,0,0,0,0,0,217,33,31,55,3,22,22,7,12,17,0,8,7,0,0
,Weststellingwerf,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,0098::SB22,8471 KR,0,296,1,1,0,0,0,274,24,0,0,0,0,0,0,298,49,63,47,7,24,42,4,19,21,0,6,13,1,0
