contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Centrum ouderenzorg Westerhaven,0405::SB1,1621 KP,1662,830,7,8,0,0,0,777,68,0,0,0,0,0,0,845,191,116,70,118,90,67,65,45,25,22,6,4,1,6,4
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Schouwburg het Park,0405::SB2,1621 LE,1050,292,2,0,0,0,0,276,18,0,0,0,0,0,0,294,68,29,21,39,39,36,15,12,8,12,6,2,1,3,1
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Schouwburg het Park,0405::SB3,1621 LE,1045,217,4,0,0,0,0,208,13,0,0,0,0,0,0,221,53,36,19,24,20,25,14,10,3,2,8,0,1,1,1
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Boterhal,0405::SB4,1621 CZ,1386,849,2,0,0,1,0,772,80,0,0,0,0,0,0,852,164,120,80,155,94,56,65,45,19,25,7,2,2,7,8
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Showband Hoorn,0405::SB5,1621 GK,1221,591,4,0,0,0,0,536,59,0,0,0,0,0,0,595,110,77,39,95,72,64,54,25,14,22,2,4,0,7,6
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Grote Waal,0405::SB6,1622 ES,2180,1035,6,6,0,0,0,940,106,0,0,1,0,0,0,1046,120,119,146,144,161,72,73,46,34,52,20,10,0,24,14
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Grote Waal,0405::SB7,1622 ES,2182,911,2,5,0,0,0,818,100,0,0,0,0,0,0,918,105,113,140,123,173,64,42,32,41,34,16,9,0,10,9
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Verpleeghuis Lindendael,0405::SB8,1624 AB,1742,954,2,2,0,0,0,878,80,0,0,0,0,0,0,958,149,129,85,149,127,109,68,37,26,33,11,5,1,11,14
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum De Zaagtand,0405::SB9,1624 VW,2268,1089,3,3,0,0,0,1019,76,0,0,0,0,0,0,1095,176,155,121,160,152,114,58,27,22,60,18,7,0,12,7
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Praethuys 't Slot,0405::SB10,1623 JD,1685,753,6,1,0,0,0,696,63,0,0,0,0,1,0,759,141,79,116,80,85,58,71,29,23,32,17,4,0,9,9
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Stadhuis,0405::SB11,1625 HV,1675,1181,4,3,0,0,0,1094,93,0,0,1,0,0,0,1187,173,133,119,224,146,117,73,38,39,64,29,10,1,8,7
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum De Huesmolen,0405::SB12,1625 HZ,1655,839,1,1,0,2,2,769,72,0,0,0,0,0,0,843,93,111,115,118,151,57,48,34,27,38,19,10,2,9,7
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum De Huesmolen,0405::SB13,1625 HZ,1656,870,5,0,0,1,1,812,61,0,0,1,0,0,0,874,123,122,111,115,126,71,57,33,37,34,24,7,0,2,8
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Centrum ouderenzorg Avondlicht,0405::SB14,1625 NX,1625,848,6,4,0,0,1,788,67,0,0,2,0,0,0,856,140,149,53,113,103,101,44,32,30,35,26,4,4,12,2
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau West-Friese Hockeyclub Hoorn,0405::SB15,1689 VR,1653,449,1,1,0,0,0,408,43,0,0,0,0,0,0,451,72,46,45,72,71,41,26,15,14,22,9,1,0,11,4
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau West-Friese Hockeyclub Hoorn,0405::SB16,1689 VR,1654,604,1,3,0,0,0,556,53,0,1,0,1,0,0,609,83,80,86,70,100,57,33,33,15,16,13,8,1,3,6
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum De Cogge,0405::SB17,1689 NT,1678,881,5,3,0,0,0,815,74,0,0,0,0,0,0,889,94,92,181,89,148,42,47,50,43,29,29,9,0,19,9
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum De Cogge,0405::SB18,1689 NT,1678,424,3,1,0,0,0,399,29,0,0,0,0,0,0,428,21,55,93,38,72,24,30,22,10,19,17,6,1,13,3
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Centrum ouderenzorg De Perelaar,0405::SB19,1689 GN,1670,865,4,2,0,0,0,803,69,0,0,0,1,0,0,872,162,84,102,113,72,138,40,26,38,44,16,5,1,19,5
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Openbare basisschool Socrates,0405::SB20,1689 CP,1597,488,1,1,0,0,0,430,60,0,0,0,0,0,0,490,128,56,73,66,32,55,23,11,4,10,11,4,0,12,3
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Openbare basisschool Socrates,0405::SB21,1689 CP,1597,643,4,1,0,0,0,566,84,0,0,0,2,0,0,650,155,52,101,101,56,69,33,11,7,21,12,5,2,6,12
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau S.V. Westfriezen,0405::SB22,1689 EJ,1711,673,7,0,0,0,0,623,57,0,0,0,0,0,0,680,131,70,72,87,76,115,28,9,15,40,8,3,0,11,8
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Centrum ouderenzorg St. Jozefpark,0405::SB23,1695 AM,1811,1134,3,4,0,0,0,1045,99,0,0,0,3,0,0,1144,212,114,89,179,84,196,54,32,55,89,13,2,1,9,5
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Sporthal Lingeweg,0405::SB24,1628 AW,1417,467,3,3,0,0,1,423,49,0,0,0,0,0,0,473,60,48,82,61,66,43,20,23,14,19,6,5,3,11,6
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Sporthal Lingeweg,0405::SB25,1628 AW,1416,366,1,0,0,0,0,340,27,0,0,0,0,0,0,367,54,39,66,44,50,29,16,19,8,18,10,4,0,6,3
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Kersenboogerd,0405::SB26,1628 LZ,1996,824,6,6,0,0,1,768,66,0,0,1,0,0,0,835,84,97,119,68,138,70,45,43,32,56,40,9,2,14,7
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,"Stembureau Openbare basisschool De Klipper, Locatie Dubloen",0405::SB27,1628 RV,1439,620,5,0,0,0,0,563,62,0,0,0,0,0,0,625,132,64,77,103,71,56,42,14,14,19,13,3,0,6,6
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau TVH Jenaplanschool de Tandem,0405::SB28,1628 SB,1431,579,0,0,0,0,0,522,58,0,0,0,1,0,0,580,95,58,97,84,58,56,22,21,7,24,17,5,3,22,10
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,"Stembureau Oecumenische basisschool Dynamis, Locatie Hanebalk",0405::SB29,1628 MA,1775,681,3,6,0,0,1,635,54,0,0,0,0,0,0,690,130,73,75,109,89,48,34,32,22,28,14,4,0,15,8
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,"Stembureau Oec. basisschool Dynamis, Locatie Stan Kentonhof",0405::SB30,1628 TR,1488,738,4,2,0,0,0,662,85,0,0,0,3,0,0,747,142,79,93,135,74,51,30,22,27,37,15,5,1,16,11
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Oecumenische basisschool Het Spectrum,0405::SB31,1628 XH,1612,716,5,4,0,0,0,641,84,0,0,0,0,0,0,725,215,55,85,126,57,59,16,27,9,21,27,6,2,11,0
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Oecumenische basisschool Het Spectrum,0405::SB32,1628 XH,1612,660,3,2,0,0,0,591,74,0,0,0,0,0,0,665,167,70,77,120,61,48,17,26,9,27,23,4,2,2,7
Den Helder,Hoorn,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Bibliotheek Kersenboogerd,0405::SB33,1628 NW,1860,710,1,4,0,0,0,678,37,0,0,0,0,0,0,715,65,78,122,67,131,42,35,43,40,39,29,8,1,3,7
