contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, Gemeentehuis",1708::SB1,8331 XE,1618,838,1,4,0,0,0,776,67,0,0,0,0,0,0,843,138,119,96,94,121,65,71,33,8,43,31,19
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Steenwijk MFC de Zuidwester,1708::SB2,8331 MZ,816,316,2,1,0,0,0,295,24,0,0,0,0,0,0,319,31,45,38,45,48,21,27,11,4,15,9,22
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, Kindcentr. Willem-Alexan",1708::SB3,8331 RV,1067,371,3,0,0,0,0,333,41,0,0,0,0,0,0,374,28,78,16,80,91,15,14,6,4,19,2,18
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, Nijenstede",1708::SB4,8331 GZ,1667,909,5,3,0,1,0,841,77,0,0,0,1,0,0,918,166,122,186,78,85,81,59,28,6,47,17,34
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, Zonnekamp",1708::SB5,8331 XR,1702,850,6,5,0,0,0,801,60,0,0,0,0,0,0,861,147,159,81,93,113,64,64,23,7,54,25,20
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, De Vijverhof",1708::SB6,8332 DH,1222,671,1,2,0,0,0,606,68,0,0,0,0,0,0,674,88,75,122,52,52,94,79,23,12,36,20,18
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, Wijkvereniging De Gagels",1708::SB7,8331 AW,1509,704,3,0,0,0,57,650,0,0,0,0,0,0,0,707,100,70,89,95,115,67,68,15,3,42,15,25
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk, De Meenthehof",1708::SB8,8332 AA,2215,1130,1,1,0,1,0,1041,92,0,0,0,1,0,0,1133,156,146,169,94,139,139,112,44,16,49,23,43
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijk,Wijkcentrum Oostermeenthe",1708::SB9,8332 JD,1074,644,2,0,0,1,0,586,61,0,0,0,1,0,0,647,88,92,76,70,56,68,77,35,6,38,24,14
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Tuk,  Scouting Gebouw",1708::SB10,8334 RR,1633,937,0,5,0,0,0,865,77,0,0,0,0,0,0,942,165,114,199,80,83,99,47,35,8,58,24,25
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Willemsoord, MFC et Kloniehuus",1708::SB11,8338 ST,1035,440,2,1,0,0,0,404,39,0,0,0,0,0,0,443,90,48,66,52,48,47,15,12,2,31,12,17
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Onna, Dorpshuis",1708::SB12,8344 XR,1032,391,1,1,0,0,0,354,39,0,0,0,0,0,0,393,67,43,59,43,42,30,30,30,2,21,6,18
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Eesveen, De Driesprong",1708::SB13,8347 JP,707,359,0,0,0,0,0,328,31,0,0,0,0,0,0,359,59,34,79,33,20,28,27,12,10,35,7,15
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Steenwijkerwold, MFC Hoogthij",1708::SB14,8341 SC,1658,885,2,0,0,0,0,809,78,0,0,0,0,0,0,887,177,117,124,92,104,85,45,33,4,46,24,34
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Kallenkote, Dorpshuis",1708::SB15,8345 HH,285,174,0,1,0,0,0,156,19,0,0,0,0,0,0,175,44,19,43,18,4,17,14,2,0,9,4,0
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Vollenhove, Landstede Educatie",1708::SB16,8325 XH,1199,501,0,1,0,0,0,463,39,0,0,0,0,0,0,502,134,72,52,42,49,39,56,3,9,20,15,10
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Vollenhove, Tilvoorde",1708::SB17,8325 BA,912,476,1,0,0,0,0,432,45,0,0,0,0,0,0,477,147,63,41,51,51,28,51,9,6,9,10,10
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Vollenhove, Nieuw Clarenberg",1708::SB18,8325 AZ,928,598,4,2,0,0,0,555,49,0,0,0,0,0,0,604,152,93,59,39,42,35,88,20,18,15,26,11
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau St Jansklooster, Sint Janskamp",1708::SB19,8326 BZ,1157,600,0,0,0,0,0,531,69,0,0,0,0,0,0,600,194,23,41,31,21,31,168,6,44,8,30,3
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Kadoelen, Vrijgemaakte Ger Kerk",1708::SB20,8326 AV,728,440,2,1,0,0,0,392,51,0,0,0,0,0,0,443,106,13,16,25,9,6,202,6,27,13,11,6
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Belt-Schutsloot, Dorpshuis",1708::SB21,8066 PT,438,260,0,0,0,0,0,240,20,0,0,0,0,0,0,260,104,10,33,16,20,14,30,3,6,3,18,3
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Wanneperveen, Dorpshuis",1708::SB22,7946 AP,1305,682,0,1,0,0,0,633,50,0,0,0,0,0,0,683,179,55,165,63,41,65,38,21,9,27,11,8
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Giethoorn, Zonnewiede",1708::SB23,8355 BB,936,525,4,1,0,0,0,487,43,0,0,0,0,0,0,530,61,92,154,50,38,72,5,7,2,26,8,10
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Giethoorn, Kantine SV Giethoorn SE",1708::SB24,8355 BL,1047,497,1,0,0,0,0,449,49,0,0,0,0,0,0,498,77,83,118,41,45,54,18,14,4,24,10,9
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Dwarsgracht, Dorpshuis",1708::SB25,8355 CT,156,111,1,0,0,0,0,101,11,0,0,0,0,0,0,112,21,6,33,10,7,7,6,7,0,6,3,5
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Blokzijl, MFC De Ploats",1708::SB26,8356 DB,1098,633,2,3,0,0,0,560,77,0,0,1,0,1,0,637,144,61,148,55,45,65,37,13,10,24,24,7
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Oldemarkt, Zalencentrum  Dalzicht",1708::SB27,8375 AH,1298,752,2,2,0,0,0,682,74,0,0,0,0,0,0,756,224,90,123,66,56,69,37,15,6,28,17,21
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Oldemarkt, De Landerijen",1708::SB28,8375 CD,1021,584,1,3,0,0,0,531,57,0,0,0,0,0,0,588,181,62,92,47,57,34,30,14,3,29,15,20
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Ossenzijl, Dorpshuis De Slinger",1708::SB29,8376 HX,444,227,0,0,0,0,0,204,23,0,0,0,0,0,0,227,45,14,38,18,17,36,18,6,1,11,8,15
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Kalenberg, KGH",1708::SB30,8377 HL,187,117,0,0,0,0,0,108,9,0,0,0,0,0,0,117,18,15,18,9,8,23,4,6,0,5,4,7
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Scheerwolde, Streekcentrum",1708::SB31,8371 WJ,593,361,1,0,0,0,0,320,42,0,0,0,0,0,0,362,109,28,84,40,18,25,21,11,4,13,4,4
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Kuinre, Dorpshuis",1708::SB32,8374 KC,711,396,1,0,0,0,0,359,38,0,0,0,0,0,0,397,114,46,69,49,48,11,16,7,1,21,4,10
,Steenwijkerland,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,"Stembureau Blankenham, Dorpshuis",1708::SB33,8373 EJ,276,198,0,1,0,0,0,180,19,0,0,0,0,0,0,199,45,21,44,14,13,13,6,13,5,12,5,7
