contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Stadhuis,0988::SB1,6000 AZ,1797,1072,6,4,0,0,0,980,102,0,0,0,0,0,0,1082,134,209,290,64,136,17,91,39,29,17,46,0
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Odaschool Anjelierstraat,0988::SB3,6002 TP,1806,765,4,5,0,0,0,689,85,0,0,0,0,0,0,774,134,80,132,62,137,14,88,41,19,13,41,4
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Blokhut Scouting Fatima,0988::SB4,6001 TZ,2038,706,2,2,0,0,0,653,57,0,0,0,0,0,0,710,161,73,66,53,166,16,59,40,13,26,32,1
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Jongerencentrum M29,0988::SB5,6001 BN,1088,514,3,2,0,0,0,459,60,0,0,0,0,0,0,519,75,108,148,27,47,11,48,12,11,8,16,3
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sporthal Aan de Bron,0988::SB6,6004 GC,1379,644,4,4,0,6,0,588,53,0,0,11,0,5,0,641,113,94,113,49,113,8,58,34,14,11,31,6
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Hieronymus,0988::SB7,6001 AP,1490,646,0,0,0,0,0,584,62,0,0,0,0,0,0,646,112,110,135,32,93,13,62,22,21,23,23,0
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Brede school Markeent,0988::SB8,6006 JN,1720,534,4,3,0,0,0,488,53,0,0,0,0,0,0,541,88,72,68,28,125,12,53,27,17,25,19,0
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Wijkgebouw Keenter Hart,0988::SB9,6006 ZH,1812,799,9,4,0,0,0,756,56,0,0,0,0,0,0,812,137,124,93,64,158,14,68,49,24,27,34,7
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sportpark Graswinkel,0988::SB10,6005 JZ,1818,778,2,2,0,0,0,698,84,0,0,0,0,0,0,782,129,124,127,50,126,27,104,38,12,7,33,1
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau MFA Kimpeveld,0988::SB11,6005 SR,784,456,3,1,0,0,0,422,38,0,0,0,0,0,0,460,53,163,88,17,44,9,26,17,16,8,14,1
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sportpark Op den Das,0988::SB12,6006 TL,837,398,3,0,0,0,0,358,42,0,0,1,0,1,0,400,39,126,82,22,31,6,24,28,21,4,15,0
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Trefcentrum Willem Litjenshof,0988::SB13,6002 CW,1732,748,1,2,0,0,0,679,72,0,0,0,0,0,0,751,109,156,164,33,92,6,67,48,19,15,36,3
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Kantine SV Laar,0988::SB14,6003 BD,2382,961,2,1,0,1,0,849,116,0,0,0,1,0,0,965,116,186,232,58,120,24,121,33,16,14,37,4
Venlo,Weert,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau St. Franciscusschool,0988::SB15,6003 NW,1467,601,4,1,0,0,0,540,66,0,0,0,0,0,0,606,61,148,160,36,64,11,49,19,16,5,32,0
