contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),CDA,VVD,FNP,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),ChristenUnie,GROENLINKS,Democraten 66 (D66),Friese Koers,Partij voor de Dieren,50PLUS,Verenigd Links-Feriene Lofts,Libertarische Partij (LP)
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Gemeentehuis,0737::SB1,,1495,843,3,2,0,0,2,761,85,0,0,0,0,0,0,848,137,180,66,101,89,75,75,26,49,3,19,19,0,4
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Berchhiem,0737::SB2,,1003,549,1,3,0,0,0,505,48,0,0,0,0,0,0,553,66,163,36,67,44,54,73,8,20,0,7,10,1,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ver gebouw De Stryp,0737::SB3,,1394,868,7,2,0,0,0,815,62,0,0,0,0,0,0,877,105,254,78,108,62,69,79,18,41,4,27,22,0,1
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Glinstrastate,0737::SB4,,1388,1037,1,0,0,0,0,968,70,0,0,0,0,0,0,1038,147,347,94,127,61,64,99,27,40,2,13,15,1,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Geref. kerk (vrijgem),0737::SB5,,585,237,0,0,0,0,0,212,25,0,0,0,0,0,0,237,23,54,21,23,30,27,40,3,7,2,4,2,0,1
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Balstien,0737::SB6,,1178,515,2,5,0,0,0,470,52,0,0,0,0,0,0,522,67,87,35,74,73,60,55,17,16,4,13,13,0,1
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Kantine Sportvereniging,0737::SB7,,723,389,0,0,0,0,0,355,34,0,0,0,0,0,0,389,35,95,26,57,54,42,48,7,18,0,2,5,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau 't Hoekje,0737::SB8,,1214,687,5,3,0,0,0,636,59,0,0,0,0,0,0,695,104,185,45,112,39,46,79,21,27,1,22,3,0,3
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Kamp,0737::SB9,,1093,523,2,2,0,0,0,485,42,0,0,0,0,0,0,527,50,151,25,117,62,22,49,13,11,3,4,12,1,3
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorphuis It Geahûs,0737::SB10,,1435,767,1,0,0,0,0,701,67,0,0,0,0,0,0,768,46,303,34,121,49,59,89,14,21,1,16,14,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Zalencentr. Jan Wester,0737::SB11,,302,182,0,0,0,0,0,167,15,0,0,0,0,0,0,182,18,40,31,32,16,11,4,7,18,0,0,5,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis Suderfinne,0737::SB12,,481,333,0,3,0,1,0,301,36,0,0,0,1,0,0,337,27,129,41,33,15,20,26,10,19,0,6,6,1,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Cult centr Yn 'e Mande,0737::SB13,,1221,783,7,2,0,0,1,712,79,0,0,0,0,0,0,792,114,141,120,71,60,92,61,40,42,1,20,21,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bennemastate,0737::SB14,,685,318,2,1,0,0,0,281,40,0,0,0,0,0,0,321,32,81,32,28,29,25,39,19,17,0,5,11,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau MFC It Maskelyn,0737::SB15,,1583,976,0,0,0,1,0,977,0,0,0,0,1,0,1,977,155,194,91,79,93,103,84,42,68,4,28,30,3,2
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Nieuw Perspectief,0737::SB16,,1503,921,1,2,0,0,0,852,72,0,0,0,0,0,0,924,139,215,61,80,81,111,69,48,70,3,18,18,0,8
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Einekoer,0737::SB17,,609,369,1,0,0,0,0,341,29,0,0,0,0,0,0,370,46,87,44,58,24,21,39,23,13,0,9,5,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Canterlanden,0737::SB18,,931,562,0,2,0,0,0,525,39,0,0,0,0,0,0,564,110,103,82,65,40,54,22,25,38,0,14,9,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Dorpshuis De Mounestien,0737::SB19,,552,302,0,1,0,0,0,270,33,0,0,0,0,0,0,303,48,81,22,36,20,25,22,12,25,1,4,5,0,1
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Nieuw Heemstrastate,0737::SB20,,1464,941,5,0,0,0,3,849,94,0,0,0,0,0,0,946,183,263,84,88,42,67,63,40,68,3,16,23,0,1
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Ver. gebouw Oerein,0737::SB21,,500,308,1,0,0,0,0,293,16,0,0,0,0,0,0,309,71,40,33,53,39,13,8,14,22,3,4,8,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau De Skûle,0737::SB22,,187,122,0,0,0,0,2,105,15,0,0,0,0,0,0,122,22,21,14,13,7,4,6,16,9,0,6,2,2,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Bibliotheek,0737::SB23,,861,494,0,0,0,0,0,452,42,0,0,0,0,0,0,494,84,91,57,57,40,67,25,23,28,0,14,8,0,0
,Tytsjerksteradiel,PS2015_Fryslan,Provinciale Staten Fryslân 2015,,Fryslân,2015-03-18,Stembureau Werf8,0737::SB24,,1393,595,0,0,0,0,0,547,48,0,0,0,0,0,0,595,82,167,37,66,60,46,58,20,20,0,21,17,1,0
