contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij,JEZUS LEEFT
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Stadskantoor,0622::SB1,3131 VX,1324,660,3,0,0,0,5,599,60,0,1,0,1,0,0,664,90,80,119,51,113,75,50,16,4,24,30,2,1,2,0,3
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Heilige Lucaskerk,0622::SB2,3131 BN,1298,496,3,1,0,0,0,458,42,0,0,0,0,0,0,500,75,48,89,56,64,51,25,18,10,25,31,1,0,0,1,2
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Kerkgebouw De Fontein,0622::SB3,3131 GD,1477,500,4,1,0,2,0,449,54,0,0,2,0,0,0,503,77,47,103,35,95,48,25,13,9,21,18,2,2,2,0,3
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Rehobothkerk,0622::SB4,3131 LL,1503,670,0,2,0,2,0,593,77,0,0,2,0,0,0,670,95,72,143,82,81,46,20,28,40,25,26,3,0,5,0,4
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Zorgcentrum Soenda,0622::SB5,3131 LV,1572,875,2,3,0,0,0,806,74,0,0,0,0,0,0,880,95,86,158,95,122,69,32,46,79,45,31,7,4,5,0,1
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bibliotheek Centrum,0622::SB6,3131 CS,1352,508,3,0,0,0,0,460,51,0,0,0,0,0,0,511,73,62,88,44,113,36,23,10,1,26,25,2,1,2,1,1
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Buurthuis de Pijpelaar,0622::SB7,3131 EV,1780,570,4,3,0,1,0,511,65,0,0,1,0,0,0,576,63,64,115,45,111,51,23,18,16,28,29,4,1,0,0,2
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Basisschool Het Visnet,0622::SB8,3131 PS,1630,441,4,2,0,0,0,409,38,0,0,0,0,0,0,447,21,55,102,28,92,34,30,16,1,20,33,3,1,2,2,1
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Wooncentrum De Bolder,0622::SB9,3133 BK,736,379,0,0,0,0,0,352,27,0,0,0,0,0,0,379,43,34,100,37,64,20,4,8,12,40,15,0,0,2,0,0
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Calvijnschool,0622::SB10,3132 JB,1549,426,4,3,0,0,0,380,53,0,0,0,0,0,0,433,32,37,90,41,65,36,11,24,51,29,8,0,0,2,0,0
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Nederlandse Rode Kruis afd. NWN,0622::SB11,3132 HN,1651,606,0,2,0,0,0,541,67,0,0,0,0,0,0,608,53,43,142,65,104,69,16,32,14,37,22,3,0,2,1,3
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Dienstencentrum West (Valkenhof),0622::SB12,3132 JE,1309,576,2,0,0,0,0,526,52,0,0,0,0,0,0,578,74,49,120,54,91,54,19,26,16,34,34,2,1,2,0,0
Dordrecht,Vlaardingen,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau O.B.S. de Wereldwijzer,0622::SB13,3132 EL,1556,657,2,3,0,1,0,594,69,0,0,0,1,0,0,663,70,65,140,73,117,50,40,32,7,30,23,5,2,2,1,0
