contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadhuis,0758::SB1,,2035,804,7,3,0,0,1,738,75,0,0,0,0,0,0,814,187,86,57,70,104,149,73,5,45,2,0,16,2,7,1
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau RK BS St. Joseph,0758::SB2,,2449,738,5,2,0,0,0,681,64,0,0,0,0,0,0,745,170,41,40,70,85,189,72,10,36,0,0,16,1,6,2
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Cingel College,0758::SB3,,2449,865,6,1,0,2,0,791,79,0,0,2,0,0,0,870,195,71,57,115,104,177,63,20,38,1,0,17,1,5,1
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Zorg en Behandelcentrum Elisabeth,0758::SB4,,1741,474,5,1,0,0,0,438,42,0,0,0,0,0,0,480,57,64,62,78,54,71,38,16,23,1,0,3,1,6,0
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Singel,0758::SB5,,2066,593,1,3,0,4,0,563,31,0,0,4,0,0,0,594,111,35,63,105,67,88,60,12,23,1,2,11,5,7,3
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stadskantoor,0758::SB6,,1777,1266,8,2,0,2,2,1143,129,0,0,2,0,0,0,1274,302,125,75,156,153,235,80,39,67,1,0,20,2,8,3
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau NHTV,0758::SB10,,1583,463,1,1,0,1,0,430,36,0,0,0,1,0,0,466,46,37,55,89,63,83,47,9,20,0,0,8,0,6,0
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Vrije School Breda,0758::SB11,,2334,834,6,2,0,0,0,753,89,0,0,0,0,0,0,842,100,52,92,142,93,157,111,29,39,0,1,9,2,6,1
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Liniedoorn,0758::SB12,,2003,601,1,2,0,0,0,549,56,0,1,0,1,0,0,605,54,56,97,137,60,75,45,28,24,1,0,8,2,13,1
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau 't Rietveldhuis,0758::SB13,,1103,298,1,3,0,0,0,276,26,0,0,0,0,0,0,302,21,30,67,70,32,37,6,13,11,1,0,5,2,3,0
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau BS De Fontein,0758::SB14,,1644,438,2,5,0,0,1,403,41,0,0,0,0,0,0,445,28,44,99,108,49,48,17,25,6,0,1,3,1,6,3
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Woon- zorgcentrum Raffy,0758::SB15,,2563,727,4,6,0,0,0,652,85,0,0,0,0,0,0,737,94,49,134,120,97,106,36,39,24,1,1,5,3,17,1
Tilburg,Breda,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Wegwijzer,0758::SB16,,1790,566,1,2,0,0,0,501,68,0,0,0,0,0,0,569,55,50,125,109,69,56,33,28,18,0,0,12,1,10,0
