contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),ChristenUnie,GROENLINKS,Staatkundig Gereformeerde Partij (SGP),50PLUS,LOKAAL OVERIJSSEL,Partij voor de Dieren
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau De Fermerie,0150::SB1,,1668,782,0,0,0,0,0,721,61,0,0,0,0,0,0,782,44,132,118,40,83,166,21,117,2,7,8,44
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Grooter en Voorster Gasthuis,0150::SB2,,1987,1115,8,6,0,0,0,1050,79,0,0,0,0,0,0,1129,82,195,146,53,133,235,26,152,3,18,13,59
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Biljartcentrum De Dam,0150::SB3,,1378,963,1,2,0,0,2,887,77,0,0,0,0,0,0,966,64,161,153,29,78,210,33,125,5,41,19,45
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Buurthuis 't Hovenhuus,0150::SB4,,1763,953,3,0,0,0,0,870,86,0,0,0,0,0,0,956,76,165,106,69,155,139,22,136,2,27,15,41
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Basisschool Adwaita,0150::SB11,,1545,661,6,3,0,0,0,617,53,0,0,0,0,0,0,670,42,143,66,61,103,95,27,65,4,15,7,33
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Speeltuinvereniging De IJssel,0150::SB12,,1705,669,2,0,0,0,0,631,40,0,0,0,0,0,0,671,30,145,37,50,150,86,18,84,0,19,8,42
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Partycentrum De Horst,0150::SB13,,1718,1057,2,0,0,0,1,977,81,0,0,0,0,0,0,1059,68,230,102,57,111,230,33,131,1,20,16,58
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Cees Wilkeshuisschool,0150::SB14,,1949,907,1,4,0,0,0,838,74,0,0,0,0,0,0,912,58,168,74,109,151,126,29,66,7,64,15,40
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woon- en zorgcentrum St.Jurriën,0150::SB16,,1772,638,2,1,0,0,0,605,36,0,0,0,0,0,0,641,57,113,61,79,102,84,27,44,3,25,6,37
,Deventer,PS2015_Overijssel,Provinciale Staten Overijssel 2015,,Overijssel,2015-03-18,Stembureau Woon- en zorgcentrum Corel,0150::SB18,,867,354,5,0,0,0,0,342,17,0,0,0,0,0,0,359,35,48,60,34,50,61,3,29,2,9,6,17
