contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Stadhuis,0361::SB1,1811 JD,1394,1239,4,2,0,11,0,1135,99,0,0,11,0,0,0,1234,251,146,97,225,111,105,131,73,19,20,13,11,1,14,22
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Doopsgezinde Gemeente,0361::SB2,1811 LM,1363,381,2,1,0,0,0,353,31,0,0,0,0,0,0,384,93,38,46,49,26,31,33,25,11,12,6,2,0,3,6
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau De Sociëteit,0361::SB3,1811 MZ,1665,731,1,2,0,0,0,684,50,0,0,0,0,0,0,734,119,111,63,119,94,40,73,59,12,17,6,4,2,8,4
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Overdie,0361::SB4,1813 BG,1550,536,5,4,0,0,0,505,40,0,0,0,0,0,0,545,65,79,73,71,74,64,27,23,17,20,6,3,4,6,4
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Jong Overdie,0361::SB5,1813 KN,1403,445,2,1,0,0,0,395,53,0,0,0,0,0,0,448,31,67,64,59,60,52,24,9,12,26,5,2,30,0,4
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Buurthuis Oud Overdie,0361::SB6,1813 SV,1422,500,0,0,0,0,2,454,44,0,0,0,0,0,0,500,54,52,123,42,85,27,20,45,11,30,4,2,2,2,1
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgspectrum Westerhout,0361::SB7,1814 DE,1382,711,7,3,0,2,0,667,56,0,0,0,2,0,0,723,137,87,52,115,62,82,83,30,14,27,8,2,0,7,5
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Kerkelijk Centrum 't Trefpunt,0361::SB8,1814 JA,1439,1080,4,3,0,0,1,1008,78,0,0,0,0,0,0,1087,166,150,104,189,100,147,69,41,40,44,9,6,1,5,9
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum De Kooimeer,0361::SB9,1814 MD,1321,385,0,1,0,0,1,354,31,0,0,0,0,0,0,386,48,47,58,37,40,58,16,15,12,15,10,6,12,8,3
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Appartementcomplex Druckerstraat 1,0361::SB10,1814 RG,1757,626,2,2,0,1,0,586,45,0,0,0,1,0,0,631,87,88,62,80,86,48,53,42,13,27,15,5,4,9,7
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Buurthuis De Blekerij,0361::SB11,1814 TJ,1413,407,2,0,0,0,1,371,37,0,0,0,0,0,0,409,46,60,48,55,56,21,47,23,10,26,4,3,0,6,2
Den Helder,Alkmaar,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum De Nieuwpoort,0361::SB12,1814 XK,1244,595,4,1,0,0,2,553,45,0,0,0,0,0,0,600,88,106,66,80,65,69,26,25,16,28,11,2,3,10,0
