contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Nederland Lokaal,Libertarische Partij (LP),Verenigde Lokale Partijen Zuid-Holland,Vrijzinnige Partij
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Arendshorst,1884::SB1,2371 CG,2022,1100,7,4,0,0,0,1015,97,0,0,0,1,0,0,1112,405,76,82,204,48,148,29,11,2,36,33,2,0,23,1
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Bonaventuracollege,1884::SB2,2371 VJ,1661,845,4,5,0,0,0,767,87,0,0,0,0,0,0,854,230,72,115,131,51,122,18,10,2,50,30,0,0,13,1
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gogherweide,1884::SB3,2371 RG,1934,858,2,5,0,0,0,783,82,0,0,0,0,0,0,865,152,98,136,130,83,121,40,11,0,38,20,4,1,24,0
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Meerpaal,1884::SB4,2376 AR,507,240,0,0,0,0,2,216,22,0,0,0,0,0,0,240,66,23,23,45,7,27,8,4,0,8,11,0,0,17,1
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Brandweerkazerne Hertogspark,1884::SB5,2375 XE,1796,883,5,2,0,0,0,785,107,0,2,0,2,0,0,892,205,82,138,205,43,107,22,9,1,30,29,3,1,8,0
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau NH-Kerk Kaag,1884::SB7,2159 LA,347,213,0,0,0,0,0,189,24,0,0,0,0,0,0,213,83,4,36,25,7,39,7,0,0,4,6,0,0,2,0
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Roelevaer,1884::SB8,2371 NK,1906,940,2,0,0,0,0,861,81,0,0,0,0,0,0,942,214,73,136,181,60,145,31,8,2,47,22,1,0,18,2
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Huize Jacobus,1884::SB9,2377 CR,1411,531,1,0,0,0,4,478,50,0,0,0,0,0,0,532,128,30,54,133,34,67,12,3,2,31,17,1,1,18,0
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Schoolhuis,1884::SB10,2465 AC,926,564,3,1,0,0,0,504,64,0,0,0,0,0,0,568,135,42,53,118,40,69,16,21,21,18,21,1,3,6,0
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Het Spant,1884::SB11,2451 BV,1748,877,0,0,0,0,0,804,73,0,0,0,0,0,0,877,227,75,147,115,65,115,16,15,3,44,26,2,0,25,2
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau De Ontmoeting,1884::SB12,2451 AP,1716,885,3,3,0,0,1,793,97,0,0,0,0,0,0,891,256,45,104,211,51,85,18,20,3,39,22,1,2,26,2
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Die Twee,1884::SB13,2481 AN,1378,715,4,0,0,0,0,646,73,0,0,0,0,0,0,719,145,69,81,118,66,119,27,19,11,22,26,1,2,5,4
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw Immanuel,1884::SB14,2481 AA,1262,715,2,5,0,0,0,632,90,0,0,0,0,0,0,722,175,35,48,188,36,79,39,38,11,21,35,0,0,10,0
Leiden,Kaag en Braassem,PS2015_ZuidHolland,Provinciale Staten Zuid-Holland 2015,,Zuid-Holland,2015-03-18,Stembureau Gebouw De Drieluik,1884::SB15,2355 AG,1335,693,4,3,0,0,0,621,79,0,0,0,0,0,0,700,157,44,113,147,41,77,21,13,2,37,24,2,0,12,3
