contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP,JEZUS LEEFT
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Westhoek,1709::SB1,4761 AJ,1027,427,1,1,0,0,0,379,50,0,0,0,0,0,0,429,101,74,48,42,45,26,19,16,26,0,0,6,0,22,2
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Zeven Schakels,1709::SB2,4761 BN,1183,507,3,1,0,0,1,457,53,0,0,0,0,0,0,511,106,94,51,73,40,57,17,23,14,0,0,12,0,19,1
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kruisgebouw,1709::SB3,4761 KC,1401,442,0,2,0,0,0,408,36,0,0,0,0,0,0,444,44,63,79,91,38,30,11,32,22,0,2,16,1,13,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Pluspunt Serena,1709::SB4,4761 TW,1660,663,1,1,0,0,0,613,52,0,0,0,0,0,0,665,89,74,119,119,76,46,24,34,29,0,1,21,4,27,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Openbare Basisschool De Boemerang,1709::SB5,4761 SB,1536,591,3,1,0,1,0,536,60,0,0,0,1,0,0,596,115,78,77,90,61,55,29,24,23,0,0,12,0,27,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sportgezondheidscentrum Zevenbergen,1709::SB6,4761 KN,1480,436,0,1,0,0,0,398,39,0,0,0,0,0,0,437,55,64,90,83,34,27,7,28,23,0,0,10,0,13,2
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Sportplaza Moerdijk De Kristal,1709::SB7,4761 ZC,1598,834,2,1,0,0,0,732,105,0,0,0,0,0,0,837,238,110,121,77,57,104,29,23,24,1,1,19,5,24,1
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Stationsrestauratie Happy Dees,1709::SB8,4761 BG,1104,720,1,1,0,2,0,660,64,0,0,0,2,0,0,724,198,129,72,74,45,63,18,58,15,0,0,20,0,28,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ons Stedeke,1709::SB9,4772 RA,697,322,2,0,1,0,0,291,32,0,0,1,0,0,0,323,64,59,62,43,16,31,8,16,10,0,0,8,0,4,1
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Zevensprong,1709::SB10,4765 CP,1273,494,3,1,0,0,1,426,71,0,0,0,0,0,0,498,96,100,86,58,29,32,8,47,13,0,0,15,1,9,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau SBO Het Palet,1709::SB11,4791 JL,1426,656,0,2,0,1,0,595,64,0,0,0,1,0,0,659,101,145,89,50,33,39,9,22,15,0,1,9,1,137,5
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Niervaert,1709::SB12,4791 GB,1486,544,0,2,0,0,0,484,62,0,0,0,0,0,0,546,51,112,127,82,28,29,12,15,15,0,0,9,0,64,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Parochiehuis,1709::SB13,4791 HH,1507,802,4,1,0,0,0,712,95,0,0,0,0,0,0,807,135,195,87,72,51,56,25,30,18,0,2,20,1,107,3
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Ankerkuil,1709::SB14,4781 AR,917,352,3,2,0,0,0,323,34,0,0,0,0,0,0,357,44,40,125,60,11,12,3,18,22,0,0,10,1,5,1
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau GSch.huis Noordhoek,1709::SB15,4759 BD,884,354,1,0,0,0,0,308,47,0,0,0,0,0,0,355,87,59,58,33,14,31,9,29,14,0,0,14,3,3,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau 't Sandt,1709::SB16,4758 AJ,1710,686,1,2,0,0,2,616,71,0,0,0,0,0,0,689,123,70,127,116,47,69,41,46,21,0,0,20,0,5,1
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Mauritshuis,1709::SB17,4797 AC,1735,931,1,1,0,0,1,840,92,0,0,0,0,0,0,933,251,162,83,53,93,117,37,39,37,0,1,27,0,31,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Blokhut,1709::SB18,4797 HT,1005,361,1,0,0,0,0,318,44,0,0,0,0,0,0,362,69,51,50,52,44,27,8,21,16,0,0,8,1,14,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Parel,1709::SB19,4793 CB,1407,705,4,1,0,2,0,628,84,0,0,0,2,0,0,712,110,133,125,125,55,40,10,39,21,0,0,21,2,24,0
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau De Fendertshof,1709::SB20,4793 ES,1191,507,1,2,0,0,0,450,60,0,0,0,0,0,0,510,96,90,79,74,32,27,15,37,9,1,1,15,4,24,3
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Openbare Basisschool De Springplank,1709::SB21,4793 BC,1504,566,0,1,0,0,0,517,50,0,0,0,0,0,0,567,106,71,105,99,36,57,13,27,11,0,1,25,0,13,2
Tilburg,Moerdijk,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Pestalozzihuis,1709::SB22,4794 AA,833,342,1,1,0,0,0,297,47,0,0,0,0,0,0,344,73,60,43,49,23,19,11,18,27,0,1,6,1,11,0
