contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),GROENLINKS,SP (Socialistische Partij),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),50PLUS,Partij voor de Dieren,Vrijzinnige Partij,Provincie@Inwonersbelangen,Libertarische Partij (LP),JEZUS LEEFT
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Nieuw Salem,1581::SB1,3971 CA,1614,1004,4,2,0,1,0,926,85,0,0,0,1,0,0,1011,179,82,113,163,96,90,91,33,55,25,62,4,9,1,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Welnúh,1581::SB2,3971 HK,1492,1076,8,2,0,1,0,957,131,0,1,0,2,0,0,1088,267,88,102,211,88,85,67,43,34,26,50,1,12,2,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Sparrenheide,1581::SB3,3971 DA,1594,1060,4,1,0,0,1,946,118,0,0,0,0,0,0,1065,234,102,128,225,56,91,57,53,38,18,48,0,7,3,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Beukenstein,1581::SB4,3971 KB,1362,863,2,4,0,4,0,766,107,0,0,0,4,0,0,873,125,76,120,164,61,84,81,47,29,15,51,1,7,0,2
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Beukenhorst,1581::SB5,3972 HA,1555,984,3,5,0,0,0,904,88,0,0,0,0,0,0,992,149,77,146,180,50,90,74,54,67,22,60,0,12,0,3
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Parklaankerk,1581::SB6,3972 JX,1620,553,1,0,0,0,0,552,2,0,0,0,0,0,0,554,87,57,38,118,49,54,54,33,12,9,28,1,8,2,3
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau C.B.S. ""De Uilenburcht""",1581::SB7,3972 XD,1420,904,2,1,0,0,2,823,82,0,0,0,0,0,0,907,160,102,117,158,83,63,80,36,30,35,32,1,6,0,1
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,"Stembureau Gereformeerde Kerk ""de Bron""",1581::SB8,3972 DC,1578,945,2,1,0,2,0,857,89,0,0,2,0,0,0,946,190,66,139,158,77,96,78,55,20,22,35,0,9,0,0
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau 't Hoge Licht,1581::SB9,3972 PX,1853,1141,0,3,0,0,0,1033,111,0,0,0,0,0,0,1144,169,93,130,181,96,90,135,91,27,43,60,1,20,2,3
,Utrechtse Heuvelrug,PS2015_Utrecht,Provinciale Staten Utrecht 2015,,Utrecht,2015-03-18,Stembureau Ontmoetingskapel,1581::SB10,3951 AB,1241,822,2,3,0,0,0,758,69,0,0,0,0,0,0,827,186,68,143,145,71,45,58,15,24,15,45,0,3,3,1
