contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,PVV (Partij voor de Vrijheid),CDA,VVD,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),GROENLINKS,Democraten 66 (D66),50PLUS,Partij voor de Dieren,Volkspartij Limburg,LOKAAL-LIMBURG,Partij voor Leefbaarheid en Democratie
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeentehuis,1894::SB1,5981 CC,2209,1131,3,3,0,0,0,998,139,0,0,0,0,0,0,1137,161,414,192,58,117,33,64,47,9,13,18,5
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Houbereij,1894::SB2,5981 CH,1860,862,6,1,0,1,0,750,120,0,0,0,1,0,0,870,188,243,87,38,119,22,62,45,11,37,7,3
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Ringoven,1894::SB3,5981 AL,1921,496,6,1,0,0,0,446,57,0,0,0,0,0,0,503,81,167,61,41,58,10,31,26,11,7,3,0
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Café de Zoes,1894::SB4,5988 EM,2455,954,7,5,0,0,0,868,98,0,0,0,0,0,0,966,152,239,173,48,118,23,101,37,17,22,20,4
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Dorpscentrum Kerkeböske,1894::SB5,5988 NE,2251,990,4,2,0,0,0,865,131,0,0,0,0,0,0,996,157,371,135,48,88,18,90,38,20,9,12,4
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau De Wieksjlaag,1894::SB6,5986 AH,1666,758,2,1,0,2,1,677,85,0,0,0,2,0,0,763,113,415,69,16,47,9,44,21,15,1,5,3
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau de Ankerplaats,1894::SB7,5985 PG,1309,510,0,1,0,0,0,446,65,0,0,0,0,0,0,511,79,199,74,23,58,11,25,16,11,8,6,0
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis De Sprunk,1894::SB8,5984 PJ,995,411,0,0,0,0,0,359,52,0,0,0,0,0,0,411,102,137,38,21,48,17,22,10,7,0,8,1
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis 't Erf,1894::SB9,5987 AR,1024,471,8,2,0,0,0,425,57,0,1,0,1,0,0,482,83,163,73,16,42,13,42,21,8,6,2,2
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Niëns Horeca,1894::SB10,5993 AW,1504,618,3,0,0,0,0,540,81,0,0,0,0,0,0,621,102,198,119,31,74,17,35,21,11,0,5,5
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Mafcentrum,1894::SB11,5993 CC,1998,876,5,5,0,0,0,760,126,0,0,0,0,0,0,886,119,230,188,65,91,29,94,29,9,7,12,3
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sociëteit 't Hofje,1894::SB12,5993 EL,1527,774,2,9,0,0,0,690,95,0,0,0,0,0,0,785,103,290,110,35,100,23,56,23,13,3,16,2
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Zorgcentrum Ter Borcht,1894::SB13,5991 AN,1940,937,2,4,0,1,0,826,118,0,0,0,1,0,0,944,136,259,231,65,59,19,78,34,24,12,17,3
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Basisschool Panta Rhei,1894::SB14,5991 BN,1427,664,1,1,0,0,1,603,62,0,0,0,0,0,0,666,111,143,117,65,70,20,60,35,21,11,7,4
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Sporthal de Kazing,1894::SB15,5991 PX,1757,808,3,2,0,1,1,716,95,0,0,1,0,0,0,812,159,191,187,58,77,19,54,17,27,5,14,0
Venlo,Peel en Maas,PS2015_Limburg,Provinciale Staten Limburg 2015,,Limburg,2015-03-18,Stembureau Gemeenschapshuis de Paort,1894::SB16,5995 BB,1179,629,12,0,0,0,0,561,80,0,0,0,0,0,0,641,80,202,101,33,58,5,78,32,11,12,13,4
