contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Junushoff,0289::SB1,6701 AS,1975,1038,5,2,0,0,1,985,62,0,3,0,3,0,0,1048,118,109,70,24,67,276,210,72,7,52,10,2,2,0,10,3,3,3,0
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verzorgingshuis De Nudehof,0289::SB2,6702 BR,1882,852,3,0,0,0,0,802,55,0,2,0,0,0,0,857,82,99,94,39,96,174,75,74,30,35,23,2,0,1,10,5,8,5,0
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Verzorgingshuis Rumah Kita,0289::SB3,,1760,687,1,5,0,0,0,635,57,0,0,1,0,0,0,692,63,73,61,47,86,142,93,41,13,39,10,0,2,0,6,2,6,2,1
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau De Woningstichting,0289::SB4,6707 EN,1616,861,0,5,0,1,0,808,59,0,0,0,0,0,0,867,56,121,96,57,124,145,116,44,11,38,26,2,0,0,13,5,4,3,0
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gereformeerde Kerk Vrijgemaakt,0289::SB5,6706 BE,1343,763,1,2,0,0,0,708,58,0,0,0,0,0,0,766,63,113,58,26,95,158,135,42,6,33,13,2,1,2,9,1,4,2,0
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Johan Frisoschool Zuid,0289::SB6,6708 BR,1622,854,3,1,0,0,0,793,65,0,0,0,0,0,0,858,61,92,68,33,105,146,183,57,12,39,25,2,3,0,14,7,2,5,0
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum Pomhorst,0289::SB7,6708 CV,1542,754,6,4,0,0,0,676,88,0,0,0,0,0,0,764,54,106,71,46,102,161,105,41,14,22,12,0,0,2,3,8,3,3,1
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau OBS  De Tarthorst,0289::SB8,6708 JA,1042,664,1,5,0,0,0,618,52,0,0,0,0,0,0,670,24,76,74,34,110,137,104,32,3,25,20,1,0,2,6,3,4,8,1
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Speeltuinvereniging Tuindorp,0289::SB9,6707 HR,1242,561,3,1,0,0,0,517,48,0,0,0,0,0,0,565,36,75,45,62,86,89,66,25,8,38,10,3,1,2,6,2,6,1,0
Arnhem,Wageningen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau H.J. Piekschool,0289::SB10,6708 KP,1256,592,1,1,0,0,0,548,46,0,0,0,0,0,0,594,46,68,54,24,64,134,105,26,11,29,12,0,2,1,4,6,4,2,0
