contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),CDA,Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,GROENLINKS,Partij voor het Noorden,Partij voor de Dieren,50PLUS,Groninger Belang,Red het Noorden,Grunnegers veur Stad en Ommelaand,Seniorenpartij Groningen,Verenigde Communistische Partij,Partij voor Mens en Spirit (MenS),Vrij Mandaat,Groningen Centraal!
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Cultureel Centrum Zuidhorn,0056::SB1,9801 CG,1066,887,1,4,0,0,0,821,71,0,0,0,0,0,0,892,101,62,134,131,61,31,184,85,12,27,13,26,2,2,2,1,6,0,7
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Gemeentehuis,0056::SB2,9801 AJ,973,756,1,0,0,0,0,694,63,0,0,0,0,0,0,757,112,73,82,82,82,31,151,65,13,26,2,17,3,2,4,0,4,0,7
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Dörpsstee,0056::SB3,9804 RL,1118,679,1,0,0,0,0,614,66,0,0,0,0,0,0,680,60,32,80,88,57,29,190,64,11,16,11,30,3,1,2,2,0,0,3
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Zonnehuis locatie Oostergast,0056::SB4,9801 VG,1164,560,3,2,0,0,0,497,68,0,0,0,0,0,0,565,68,83,55,77,45,13,136,28,7,5,5,25,0,0,7,0,1,0,5
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau O.B.S. De Borgh,0056::SB5,9801 HG,1284,671,1,1,0,0,0,611,62,0,0,0,0,0,0,673,67,41,109,94,58,25,150,64,8,21,7,17,0,0,6,1,0,0,3
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau De Wierde,0056::SB6,9843 EJ,1061,654,0,2,0,0,1,609,46,0,0,0,0,0,0,656,55,47,92,199,31,33,89,45,14,12,10,20,0,1,2,0,2,0,2
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Lauwerscollege,0056::SB7,9843 BG,1058,535,0,0,0,0,0,482,54,0,1,0,1,0,0,536,64,64,56,124,30,37,72,34,5,7,7,27,1,1,2,1,2,0,1
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau 't Bartoleshûs,0056::SB8,9845 AK,269,171,0,0,0,0,0,159,12,0,0,0,0,0,0,171,14,11,19,52,11,12,18,10,7,5,0,8,0,0,0,1,1,0,2
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis De Wending,0056::SB9,9844 PE,174,125,0,1,0,0,0,117,9,0,0,0,0,0,0,126,6,12,40,24,5,12,9,2,3,2,1,7,0,1,0,1,0,0,0
,Zuidhorn,PS2015_Groningen,Provinciale Staten Groningen 2015,,Groningen,2015-03-18,Stembureau Dorpshuis Soltketen,0056::SB10,9881 PA,444,276,4,0,0,0,0,256,24,0,0,0,0,0,0,280,13,25,46,63,17,20,27,7,6,9,9,21,2,3,3,0,0,0,5
