contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),Democraten 66 (D66),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,Ouderenpartij Noord-Holland,50PLUS,ChristenUnie-SGP,Vrouwen Partij (VP),Multicultureel Plus Partij (M+),Hart voor Holland,Piratenpartij
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Gemeentehuis,0384::SB1,1111 ZB,2111,1385,4,11,0,0,3,1293,104,0,0,0,0,0,0,1400,189,166,175,188,192,88,122,89,18,76,34,7,8,16,17
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum De Diem,0384::SB3,1111 AM,1193,628,3,4,0,0,0,582,54,0,1,0,0,0,0,636,118,70,71,93,66,41,61,37,8,28,11,8,0,3,13
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Sociaal Cult. Centrum De Schakel,0384::SB4,1111 CC,1196,548,5,2,0,0,0,522,33,0,0,0,0,0,0,555,58,83,65,77,69,45,57,35,13,27,6,2,2,6,3
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Portocabine NS-station Diemen,0384::SB5,1111 LZ,1863,632,2,1,1,0,0,581,55,0,0,0,1,0,0,636,83,83,98,76,85,68,39,30,10,28,9,5,2,3,13
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Brede School Noorderbreedte,0384::SB7,1111 WD,1766,867,1,2,0,0,0,754,116,0,0,0,0,0,0,870,166,127,91,155,95,48,75,36,7,35,10,4,1,14,3
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Wijkcentrum Noord,0384::SB8,1113 HM,3279,1535,3,4,0,0,0,1401,141,0,0,0,0,0,0,1542,320,175,241,196,176,108,83,61,22,98,21,6,2,12,14
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Zorgcentrum Berkenstede,0384::SB10,1112 CL,1262,597,2,6,1,0,0,552,54,0,0,0,1,0,0,606,53,96,80,69,97,45,32,31,13,54,19,5,0,0,3
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau OBS De Venser,0384::SB12,1112 BE,2137,1032,4,7,0,0,2,955,86,0,0,0,0,0,0,1043,123,161,163,110,160,56,69,48,17,52,31,11,3,10,18
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Grand café Berlin (Campus Diemen),0384::SB13,1112 XC,2718,691,6,1,0,0,0,661,36,0,0,1,0,0,0,697,100,103,51,136,74,16,86,43,4,18,26,8,0,6,20
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Keet Boschplaat,0384::SB14,1112 KA,650,360,0,1,0,2,0,326,33,0,0,2,0,0,0,359,51,40,61,73,37,19,24,21,2,12,14,1,0,3,2
Haarlem,Diemen,PS2015_NoordHolland,Provinciale Staten Noord-Holland 2015,,Noord-Holland,2015-03-18,Stembureau Basisschool De Nieuwe Kring,0384::SB21,1111 GH,1502,536,4,4,0,0,0,487,57,0,0,0,0,0,0,544,102,58,52,91,58,28,64,27,4,21,10,12,1,6,2
