contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland,Gelderse Centrumdemocraten (Gelderse C.D.)
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Stegemanhof,0197::SB1,7122 CG,1082,758,2,0,0,0,0,699,61,0,0,0,0,0,0,760,103,58,229,45,93,66,37,57,10,24,13,1,0,1,14,1,5,1,0
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Triangel (hoog),0197::SB2,7122 ZX,1317,524,0,0,0,0,0,478,46,0,0,0,0,0,0,524,50,37,181,38,49,49,20,63,3,10,8,0,1,1,5,4,5,0,0
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau R.K. Kerk,0197::SB3,7121 ES,1127,573,2,2,0,0,0,531,47,0,0,0,1,0,1,578,98,40,155,42,72,60,16,43,4,10,17,0,1,1,11,0,1,1,1
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Triangel (laag),0197::SB4,7122 BC,1125,620,3,2,0,0,0,570,55,0,0,0,0,0,0,625,68,58,170,39,82,74,22,53,4,13,13,0,2,1,15,2,3,1,0
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Schaersvoorde,0197::SB5,7122 VM,1476,492,0,0,0,0,0,448,44,0,0,0,0,0,0,492,63,34,133,58,77,44,19,27,1,3,14,1,1,0,8,1,6,1,1
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau 't Spölhuuksken,0197::SB6,7121 VK,1363,643,3,2,0,0,0,597,51,0,0,0,0,0,0,648,72,57,146,63,98,64,27,43,9,18,21,2,1,1,15,1,4,1,0
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Beth San,0197::SB7,7121 EG,1298,715,3,3,0,0,0,661,60,0,0,0,0,0,0,721,99,70,207,45,108,49,26,55,4,8,16,0,0,0,17,0,8,2,1
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Sporthal Aladna,0197::SB8,7121 NW,1211,629,1,0,0,2,0,572,56,0,0,2,0,0,0,628,82,72,155,37,90,66,30,46,2,16,21,0,0,1,7,1,0,3,0
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Ver.gebouw 't Dorpshuus,0197::SB9,7122 KH,723,382,0,1,0,0,0,344,39,0,0,0,0,0,0,383,78,14,191,5,17,30,13,13,3,4,5,0,1,0,5,0,1,1,1
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Kulturhus Lintelo,0197::SB10,7122 LX,869,481,2,0,0,0,0,442,41,0,0,0,0,0,0,483,76,16,200,21,26,29,18,52,2,16,6,2,0,1,9,1,4,2,0
Arnhem,Aalten,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Gebouw De Markerink,0197::SB11,7122 RK,839,437,2,1,0,0,0,395,45,0,0,0,0,0,0,440,84,27,187,23,23,26,5,31,3,16,3,0,0,3,1,2,3,0,0
