contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Democraten 66 (D66),GROENLINKS,ChristenUnie,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,50PLUS,Libertarische Partij (LP),Vrede en Recht,Vrijzinnige Partij,Lokaal Belang Gelderland / 1 Achterhoek,Partij voor Mens en Spirit (MenS),Lokale Partijen Gelderland,PSP'92 Gelderland
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau KunstPostWijchen,0296::SB1,6602 BB,1708,875,2,2,0,0,0,788,91,0,0,0,0,0,0,879,199,64,270,69,71,108,22,5,1,10,44,0,1,0,9,0,2,0
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Meander,0296::SB2,6601 AR,1679,591,2,4,0,0,0,528,70,0,1,0,1,0,0,598,76,39,152,83,110,65,9,1,2,10,31,0,1,0,1,1,6,4
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Jeugdhuis Woezik,0296::SB3,6604 CC,1879,963,1,5,0,0,0,841,128,0,0,0,0,0,0,969,211,86,189,116,104,159,23,5,0,20,28,1,0,1,9,2,8,1
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Paschalishonk,0296::SB4,6604 CM,1777,707,0,2,0,0,0,635,74,0,0,0,0,0,0,709,133,51,125,86,87,139,24,11,0,13,34,1,0,0,2,0,0,1
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau La Verna,0296::SB5,6603 AM,2173,935,4,0,0,2,0,803,140,0,2,0,4,0,0,943,174,49,288,158,89,86,21,3,2,15,35,0,1,0,6,3,2,3
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Dorpshuis 'De Waaijershof',0296::SB6,6606 KC,330,235,0,2,1,0,0,197,39,0,0,1,0,0,0,236,59,20,79,19,20,12,8,3,0,1,7,0,3,3,0,0,0,1
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkgebouw Wijchen Oost,0296::SB7,6603 AE,1765,771,0,1,0,11,0,641,120,0,0,11,0,0,0,761,108,72,138,125,120,100,28,5,0,22,37,0,0,1,3,2,8,2
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Brede school Noorderlicht,0296::SB8,6601 DL,1820,840,0,1,0,0,1,750,90,0,0,0,0,0,0,841,81,71,153,129,200,86,16,13,0,19,47,2,1,0,6,1,10,5
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkgebouw Wijchen Zuid,0296::SB9,6605 HN,1483,808,1,4,0,0,0,698,115,0,0,0,0,0,0,813,100,44,106,108,157,112,37,10,7,42,60,2,1,0,0,8,12,2
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkcentrum 't Achterom,0296::SB10,6601 XW,1629,711,4,3,0,0,0,651,66,0,0,1,0,1,0,717,68,62,81,128,181,72,32,5,1,16,49,2,1,0,2,3,6,2
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Wijkgebouw Wijchen West,0296::SB11,6602 XW,1831,1119,2,2,0,0,0,1002,121,0,0,0,0,0,0,1123,222,138,241,45,78,241,54,19,1,33,23,0,2,0,3,1,14,4
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Basisschool De Bolster,0296::SB12,6601 XR,1348,574,3,2,0,0,0,579,0,0,0,0,0,0,0,579,73,58,81,75,119,73,19,4,0,20,33,1,3,1,1,5,6,2
Nijmegen,Wijchen,PS2015_Gelderland,Provinciale Staten Gelderland 2015,,Gelderland,2015-03-18,Stembureau Basisschool Samsam,0296::SB13,6601 RM,1344,571,0,0,0,0,0,529,42,0,0,0,0,0,0,571,99,54,82,69,103,82,18,3,1,24,18,0,5,1,1,2,8,1
