contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),GROENLINKS,50PLUS,Partij voor de Dieren,PLATFORM VRIJE POLITIEK,StemNL,Lokaal Brabant,Libertarische Partij (LP),ChristenUnie-SGP
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeentehuis,0823::SB1,,1591,852,5,7,0,0,0,776,88,0,0,0,0,0,0,864,176,185,79,164,56,105,26,27,18,0,0,13,0,3
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Linde,0823::SB2,,1463,738,5,3,0,0,0,672,74,0,0,0,0,0,0,746,116,184,88,155,60,77,20,16,11,1,2,6,0,2
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Huize St. Joris,0823::SB3,,1378,650,0,0,0,0,0,599,51,0,0,0,0,0,0,650,102,144,74,135,44,69,16,35,18,0,0,9,0,4
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Dorpshuis Den Deel,0823::SB4,,1559,756,1,1,0,0,0,659,99,0,0,0,0,0,0,758,166,213,92,103,41,58,23,21,25,1,0,8,1,4
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Basisschool De Plataan,0823::SB5,,1252,579,0,1,0,0,0,525,55,0,0,0,0,0,0,580,101,116,78,105,60,67,11,12,14,1,0,8,1,5
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Openbare basisschool De Korenbloem,0823::SB6,,1539,793,0,1,0,0,2,720,72,0,0,0,0,0,0,794,134,97,110,193,66,104,23,27,27,1,0,7,1,3
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Antoniusschool,0823::SB7,,1233,539,1,0,0,0,0,482,58,0,0,0,0,0,0,540,157,158,42,52,20,46,21,18,5,1,0,14,3,2
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Gemeenschapshuis Het Dorpsplein,0823::SB8,,1236,536,5,1,0,0,1,484,57,0,0,0,0,0,0,542,72,147,75,97,38,49,12,16,13,0,1,7,1,8
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Kantine BBoys,0823::SB9,,1489,630,1,1,0,0,0,578,54,0,0,0,0,0,0,632,146,138,54,116,50,68,16,21,9,1,0,10,0,1
's-Hertogenbosch,Oirschot,PS2015_NoordBrabant,Provinciale Staten Noord-Brabant 2015,,Noord-Brabant,2015-03-18,Stembureau Ons Mevrouw,0823::SB10,,1466,835,5,2,0,0,0,723,119,0,0,0,0,0,0,842,190,260,80,137,39,53,18,30,10,0,1,16,1,0
